sample,pure_SN_HEK_Rep1,pure_SN_HEK_Rep2,pure_SN_HEK_Rep3,SN_HEK_Rep1,SN_HEK_Rep2,SN_HEK_Rep3
pure_SN_HEK_Rep1,1.0,0.999661362894303,0.9986898057720874,0.8693358963620796,0.8960791538715519,0.8822113883288634
pure_SN_HEK_Rep2,0.999661362894303,1.0,0.9994179697124129,0.8691952347303077,0.8972113837301273,0.8838256078584371
pure_SN_HEK_Rep3,0.9986898057720874,0.9994179697124129,1.0,0.8709111060431396,0.9009366900868799,0.8887659522777744
SN_HEK_Rep1,0.8693358963620796,0.8691952347303077,0.8709111060431396,1.0,0.9728447611699819,0.962385276069936
SN_HEK_Rep2,0.8960791538715519,0.8972113837301273,0.9009366900868799,0.9728447611699819,1.0,0.9962872079762184
SN_HEK_Rep3,0.8822113883288634,0.8838256078584371,0.8887659522777744,0.962385276069936,0.9962872079762184,1.0
