,pure_SN_HEK_Rep1,pure_SN_HEK_Rep2,pure_SN_HEK_Rep3,SN_HEK_Rep1,SN_HEK_Rep2,SN_HEK_Rep3
pure_Lys_HEK_Rep1,0.703499229283192,0.7031273998675953,0.7038883351786487,0.6732022194726273,0.6794930149400156,0.6737133807047443
pure_Lys_HEK_Rep2,0.7134369195562953,0.7126962862493383,0.7133223090395797,0.6831376860497624,0.6884429365146669,0.6832826028186322
pure_Lys_HEK_Rep3,0.684250740851856,0.6846558197723326,0.6857111233017353,0.6514490977315459,0.6589038642975631,0.653087970134564
