Gene,GeneName,LRT_stat,stat_full,LRT_day2,LRT_day7,log2FoldChange,x_lrt,y_stat_full,panel_lineage
ENSG00000143786,CNIH3,7.67,0.76,6.27,0.55,-2.06,7.67,0.76,endoderm
ENSG00000143793,C1orf35,28.65,0.81,10.16,5.89,-3.1,28.65,0.81,endoderm
ENSG00000143797,MBOAT2,7.17,0.05,3.21,0.33,-0.64,7.17,0.05,endoderm
ENSG00000143799,PARP1,16.38,1.65,6.41,0.5,-2.41,16.38,1.65,endoderm
ENSG00000143801,PSEN2,6.05,5.81,4.94,0.05,0.39,6.05,5.81,endoderm
ENSG00000143811,PYCR2,5.58,0.22,0.25,0.47,-1.07,5.58,0.22,endoderm
ENSG00000143815,LBR,11.26,0.94,10.74,0.31,-3.37,11.26,0.94,endoderm
ENSG00000143816,WNT9A,7.47,2.67,1.34,0.4,-2.69,7.47,2.67,endoderm
ENSG00000143819,EPHX1,2.27,2.63,1.35,1.16,-0.6,2.27,2.63,endoderm
ENSG00000143842,SOX13,7.75,5.49,1.4,0.0,0.37,7.75,5.49,endoderm
ENSG00000143845,ETNK2,3.53,0.59,0.42,0.0,-0.73,3.53,0.59,endoderm
ENSG00000143847,PPFIA4,2.48,0.1,0.21,0.75,-0.83,2.48,0.1,endoderm
ENSG00000143850,PLEKHA6,5.75,0.6,5.23,0.18,1.6,5.75,0.6,endoderm
ENSG00000143851,PTPN7,1.98,8.0,2.26,0.16,0.24,1.98,8.0,endoderm
ENSG00000143858,SYT2,1.12,0.08,0.25,0.26,1.01,1.12,0.08,endoderm
ENSG00000143862,ARL8A,11.73,1.17,12.57,0.41,-3.3,11.73,1.17,endoderm
ENSG00000143867,OSR1,5.38,0.43,2.43,0.05,-2.63,5.38,0.43,endoderm
ENSG00000143869,GDF7,1.78,0.48,0.07,0.7,-1.23,1.78,0.48,endoderm
ENSG00000143870,PDIA6,5.75,1.33,3.39,0.11,-1.51,5.75,1.33,endoderm
ENSG00000143878,RHOB,14.63,3.88,3.47,0.0,-2.79,14.63,3.88,endoderm
ENSG00000143882,ATP6V1C2,2.11,0.17,0.26,0.0,-2.12,2.11,0.17,endoderm
ENSG00000143891,GALM,18.34,1.91,3.6,2.92,-0.91,18.34,1.91,endoderm
ENSG00000143919,CAMKMT,0.8,0.43,0.0,0.27,-0.83,0.8,0.43,endoderm
ENSG00000143921,ABCG8,5.4,6.33,11.77,0.01,0.43,5.4,6.33,endoderm
ENSG00000143924,EML4,15.93,0.78,10.83,1.0,-3.53,15.93,0.78,endoderm
ENSG00000143933,CALM2,20.96,1.73,18.84,0.88,-3.1,20.96,1.73,endoderm
ENSG00000143942,CHAC2,1.4,0.44,0.91,0.03,-1.83,1.4,0.44,endoderm
ENSG00000143947,RPS27A,16.13,3.89,21.73,0.51,-3.75,16.13,3.89,endoderm
ENSG00000143951,WDPCP,5.43,3.93,1.76,1.53,-0.42,5.43,3.93,endoderm
ENSG00000143952,VPS54,11.24,0.25,2.8,0.01,-2.23,11.24,0.25,endoderm
ENSG00000143954,REG3G,0.0,0.1,0.0,0.0,-1.09,0.0,0.1,endoderm
ENSG00000143970,ASXL2,10.22,2.17,6.35,0.23,-3.18,10.22,2.17,endoderm
ENSG00000143971,ETAA1,9.16,0.33,14.18,0.29,-4.76,9.16,0.33,endoderm
ENSG00000143977,SNRPG,21.15,2.48,10.93,0.29,-4.05,21.15,2.48,endoderm
ENSG00000143994,ABHD1,14.86,5.26,12.11,0.4,0.92,14.86,5.26,endoderm
ENSG00000143995,MEIS1,0.0,0.14,0.06,0.1,0.06,0.0,0.14,endoderm
ENSG00000144021,CIAO1,28.91,1.47,32.94,6.42,-2.23,28.91,1.47,endoderm
ENSG00000144026,ZNF514,13.57,0.38,8.08,0.12,-1.62,13.57,0.38,endoderm
ENSG00000144028,SNRNP200,11.16,2.78,0.28,0.43,0.58,11.16,2.78,endoderm
ENSG00000144029,MRPS5,8.4,5.93,4.27,0.03,0.35,8.4,5.93,endoderm
ENSG00000144034,TPRKB,6.47,2.25,0.11,0.36,-0.53,6.47,2.25,endoderm
ENSG00000144035,NAT8,0.0,0.92,0.94,0.0,1.33,0.0,0.92,endoderm
ENSG00000144036,EXOC6B,10.46,1.1,5.21,0.24,-3.3,10.46,1.1,endoderm
ENSG00000144040,SFXN5,2.56,6.21,2.32,0.18,-0.1,2.56,6.21,endoderm
ENSG00000144043,TEX261,12.74,1.51,2.59,0.37,-3.64,12.74,1.51,endoderm
ENSG00000144045,DQX1,1.9,0.53,0.0,0.0,-2.64,1.9,0.53,endoderm
ENSG00000144048,DUSP11,24.75,3.83,1.83,0.16,1.02,24.75,3.83,endoderm
ENSG00000144057,ST6GAL2,9.18,3.58,3.13,0.47,0.61,9.18,3.58,endoderm
ENSG00000144061,NPHP1,4.44,4.59,1.96,0.0,0.28,4.44,4.59,endoderm
ENSG00000144063,MALL,3.27,3.0,0.04,0.04,0.27,3.27,3.0,endoderm
ENSG00000144115,THNSL2,24.76,4.76,4.31,1.99,-3.88,24.76,4.76,endoderm
ENSG00000144118,RALB,6.43,2.44,6.23,0.0,-2.15,6.43,2.44,endoderm
ENSG00000144120,TMEM177,7.36,1.76,12.39,0.01,-1.93,7.36,1.76,endoderm
ENSG00000144130,NT5DC4,0.0,0.24,0.19,0.0,0.09,0.0,0.24,endoderm
ENSG00000144134,RABL2A,4.81,2.16,0.22,0.0,-0.23,4.81,2.16,endoderm
ENSG00000144136,SLC20A1,13.29,2.9,4.87,1.01,-3.0,13.29,2.9,endoderm
ENSG00000144152,FBLN7,4.72,4.89,5.01,0.0,0.33,4.72,4.89,endoderm
ENSG00000144161,ZC3H8,1.97,8.62,15.12,0.69,0.1,1.97,8.62,endoderm
ENSG00000144182,LIPT1,12.63,3.35,0.07,0.06,0.93,12.63,3.35,endoderm
ENSG00000144199,FAHD2B,15.0,0.56,6.5,1.14,-5.47,15.0,0.56,endoderm
ENSG00000144218,AFF3,4.78,4.35,9.38,0.07,0.38,4.78,4.35,endoderm
ENSG00000144224,UBXN4,12.98,3.97,5.84,2.28,-2.88,12.98,3.97,endoderm
ENSG00000144227,NXPH2,0.0,0.86,0.95,0.0,-2.62,0.0,0.86,endoderm
ENSG00000144228,SPOPL,21.1,0.34,3.27,1.17,-4.85,21.1,0.34,endoderm
ENSG00000144229,THSD7B,0.0,0.21,0.0,0.43,-0.87,0.0,0.21,endoderm
ENSG00000144230,GPR17,0.0,0.02,0.04,0.0,0.11,0.0,0.02,endoderm
ENSG00000144231,POLR2D,14.29,0.49,8.74,0.26,-0.85,14.29,0.49,endoderm
ENSG00000144233,AMMECR1L,20.49,0.52,12.24,0.89,-3.47,20.49,0.52,endoderm
ENSG00000144278,GALNT13,8.92,1.61,2.68,0.0,-2.63,8.92,1.61,endoderm
ENSG00000144283,PKP4,16.51,2.2,10.0,1.53,-4.25,16.51,2.2,endoderm
ENSG00000144285,SCN1A,10.56,3.42,4.71,0.02,0.89,10.56,3.42,endoderm
ENSG00000144290,SLC4A10,0.0,0.56,0.24,0.0,0.68,0.0,0.56,endoderm
ENSG00000144306,SCRN3,12.9,5.2,0.06,0.03,-2.27,12.9,5.2,endoderm
ENSG00000144320,LNPK,8.4,0.7,2.64,0.02,-0.85,8.4,0.7,endoderm
ENSG00000144331,ZNF385B,11.42,0.62,5.77,0.18,-6.05,11.42,0.62,endoderm
ENSG00000144354,CDCA7,12.4,1.02,4.02,0.05,-4.4,12.4,1.02,endoderm
ENSG00000144355,DLX1,0.0,0.33,0.13,0.0,0.61,0.0,0.33,endoderm
ENSG00000144357,UBR3,7.89,0.17,2.13,0.0,-4.92,7.89,0.17,endoderm
ENSG00000144362,PHOSPHO2,8.26,0.66,0.37,0.01,-4.45,8.26,0.66,endoderm
ENSG00000144366,GULP1,20.14,0.59,1.88,3.11,-2.04,20.14,0.59,endoderm
ENSG00000144369,FAM171B,4.38,0.34,0.46,0.06,-3.11,4.38,0.34,endoderm
ENSG00000144381,HSPD1,22.38,7.43,19.05,2.49,-3.98,22.38,7.43,endoderm
ENSG00000144395,CCDC150,13.97,6.45,8.34,0.05,0.79,13.97,6.45,endoderm
ENSG00000144401,METTL21A,17.89,5.96,2.13,0.01,0.51,17.89,5.96,endoderm
ENSG00000144406,UNC80,7.16,1.19,0.0,0.7,0.09,7.16,1.19,endoderm
ENSG00000144426,NBEAL1,19.15,6.36,7.27,0.07,0.76,19.15,6.36,endoderm
ENSG00000144445,KANSL1L,2.48,1.81,0.41,0.0,0.03,2.48,1.81,endoderm
ENSG00000144451,SPAG16,16.76,1.71,5.54,1.33,-2.33,16.76,1.71,endoderm
ENSG00000144455,SUMF1,27.93,5.0,11.59,1.41,1.02,27.93,5.0,endoderm
ENSG00000144460,NYAP2,14.85,6.9,8.16,0.04,0.6,14.85,6.9,endoderm
ENSG00000144468,RHBDD1,3.11,0.27,0.53,0.62,0.23,3.11,0.27,endoderm
ENSG00000144476,ACKR3,2.58,0.02,0.09,0.0,-2.62,2.58,0.02,endoderm
ENSG00000144481,TRPM8,3.87,1.71,1.17,0.34,0.34,3.87,1.71,endoderm
ENSG00000144485,HES6,10.11,3.25,4.95,0.54,-3.37,10.11,3.25,endoderm
ENSG00000144488,ESPNL,5.34,0.92,2.62,0.7,-1.75,5.34,0.92,endoderm
ENSG00000144504,ANKMY1,39.45,4.5,8.6,0.59,1.07,39.45,4.5,endoderm
ENSG00000144524,COPS7B,11.68,6.37,17.02,0.2,0.49,11.68,6.37,endoderm
ENSG00000144535,DIS3L2,7.33,4.8,4.05,0.31,0.38,7.33,4.8,endoderm
ENSG00000144554,FANCD2,4.27,3.07,0.03,0.05,0.21,4.27,3.07,endoderm
ENSG00000144559,TAMM41,2.47,4.6,0.66,0.0,-0.47,2.47,4.6,endoderm
ENSG00000144560,VGLL4,24.42,1.24,6.01,1.6,-2.07,24.42,1.24,endoderm
ENSG00000144566,RAB5A,17.31,2.83,17.31,0.0,-4.28,17.31,2.83,endoderm
ENSG00000144567,RETREG2,6.75,0.52,0.01,0.99,-0.71,6.75,0.52,endoderm
ENSG00000144579,CTDSP1,33.12,2.6,20.79,3.3,-4.49,33.12,2.6,endoderm
ENSG00000144580,CNOT9,26.64,3.79,36.88,2.42,-4.39,26.64,3.79,endoderm
ENSG00000144583,MARCHF4,0.0,0.01,0.09,0.0,0.23,0.0,0.01,endoderm
ENSG00000144591,GMPPA,10.81,0.88,0.13,0.29,-2.27,10.81,0.88,endoderm
ENSG00000144596,GRIP2,0.0,0.27,0.59,0.09,-0.26,0.0,0.27,endoderm
ENSG00000144597,EAF1,29.78,1.97,10.81,1.86,-3.68,29.78,1.97,endoderm
ENSG00000144619,CNTN4,14.95,3.73,2.16,0.75,0.95,14.95,3.73,endoderm
ENSG00000144635,DYNC1LI1,18.23,0.15,7.65,0.0,-2.2,18.23,0.15,endoderm
ENSG00000144642,RBMS3,5.25,5.45,4.41,0.01,0.34,5.25,5.45,endoderm
ENSG00000144644,GADL1,1.64,0.27,0.22,0.0,-0.35,1.64,0.27,endoderm
ENSG00000144645,OSBPL10,28.13,5.65,8.83,0.79,1.12,28.13,5.65,endoderm
ENSG00000144647,POMGNT2,6.65,0.8,0.37,0.05,-2.55,6.65,0.8,endoderm
ENSG00000144648,ACKR2,5.55,3.41,1.34,0.05,0.45,5.55,3.41,endoderm
ENSG00000144649,GASK1A,4.57,11.16,0.88,0.56,-0.46,4.57,11.16,endoderm
ENSG00000144655,CSRNP1,10.95,1.62,3.58,0.01,-3.11,10.95,1.62,endoderm
ENSG00000144659,SLC25A38,14.83,1.43,16.09,0.0,-4.37,14.83,1.43,endoderm
ENSG00000144668,ITGA9,2.14,0.37,1.05,0.05,-1.72,2.14,0.37,endoderm
ENSG00000144671,SLC22A14,0.0,0.29,0.64,0.07,0.34,0.0,0.29,endoderm
ENSG00000144674,GOLGA4,17.57,0.25,0.11,2.09,-2.43,17.57,0.25,endoderm
ENSG00000144681,STAC,4.35,0.07,0.11,0.0,-3.57,4.35,0.07,endoderm
ENSG00000144711,IQSEC1,11.0,0.21,1.05,0.5,-2.54,11.0,0.21,endoderm
ENSG00000144713,RPL32,20.88,1.61,7.37,2.64,-4.83,20.88,1.61,endoderm
ENSG00000144730,IL17RD,21.72,6.72,6.28,0.03,0.58,21.72,6.72,endoderm
ENSG00000144736,SHQ1,8.9,1.93,0.35,0.78,0.56,8.9,1.93,endoderm
ENSG00000144741,SLC25A26,5.98,3.54,0.51,0.02,-0.51,5.98,3.54,endoderm
ENSG00000144744,UBA3,10.49,0.27,6.93,0.02,-4.1,10.49,0.27,endoderm
ENSG00000144746,ARL6IP5,20.97,1.33,7.96,0.03,-2.94,20.97,1.33,endoderm
ENSG00000144747,TMF1,7.72,0.53,0.58,0.78,-0.78,7.72,0.53,endoderm
ENSG00000144749,LRIG1,0.0,6.51,0.83,0.0,-2.12,0.0,6.51,endoderm
ENSG00000144785,ENSG00000144785,10.81,0.17,2.62,0.77,-3.45,10.81,0.17,endoderm
ENSG00000144791,LIMD1,24.26,1.55,4.43,3.15,-1.97,24.26,1.55,endoderm
ENSG00000144792,ZNF660,21.94,4.28,3.82,0.92,0.88,21.94,4.28,endoderm
ENSG00000144810,COL8A1,2.93,8.52,0.19,1.0,-0.36,2.93,8.52,endoderm
ENSG00000144815,NXPE3,19.12,1.15,6.29,3.99,-1.16,19.12,1.15,endoderm
ENSG00000144821,MYH15,0.0,0.22,0.0,0.0,-1.43,0.0,0.22,endoderm
ENSG00000144824,PHLDB2,9.23,0.23,1.08,0.5,-1.51,9.23,0.23,endoderm
ENSG00000144827,ABHD10,4.36,7.34,1.38,0.14,-2.32,4.36,7.34,endoderm
ENSG00000144834,TAGLN3,0.0,0.5,0.62,0.19,0.58,0.0,0.5,endoderm
ENSG00000144837,PLA1A,0.0,0.44,0.0,0.0,-2.07,0.0,0.44,endoderm
ENSG00000144840,RABL3,3.51,3.66,0.15,0.12,0.03,3.51,3.66,endoderm
ENSG00000144843,ADPRH,2.8,0.09,0.0,0.05,-2.17,2.8,0.09,endoderm
ENSG00000144847,IGSF11,0.0,0.36,0.06,0.1,-1.77,0.0,0.36,endoderm
ENSG00000144848,ATG3,27.24,1.95,15.32,1.79,-3.73,27.24,1.95,endoderm
ENSG00000144852,NR1I2,0.0,0.49,0.09,0.0,-0.26,0.0,0.49,endoderm
ENSG00000144867,SRPRB,20.24,2.55,3.88,3.5,-4.65,20.24,2.55,endoderm
ENSG00000144868,TMEM108,3.68,0.67,0.97,0.52,-0.22,3.68,0.67,endoderm
ENSG00000144891,AGTR1,0.0,0.33,0.0,0.0,-1.43,0.0,0.33,endoderm
ENSG00000144893,MED12L,6.49,0.64,1.07,0.0,-2.53,6.49,0.64,endoderm
ENSG00000144895,EIF2A,11.86,0.33,11.95,0.04,-1.76,11.86,0.33,endoderm
ENSG00000144908,ALDH1L1,5.57,2.13,0.0,0.12,-0.44,5.57,2.13,endoderm
ENSG00000144909,OSBPL11,11.54,0.86,32.4,0.25,-3.92,11.54,0.86,endoderm
ENSG00000144935,TRPC1,3.73,0.01,1.72,0.11,-2.08,3.73,0.01,endoderm
ENSG00000145002,FAM86B2,8.69,1.23,2.13,0.05,-3.05,8.69,1.23,endoderm
ENSG00000145012,LPP,10.69,4.95,1.07,1.6,-0.41,10.69,4.95,endoderm
ENSG00000145014,TMEM44,6.26,0.8,0.2,0.0,-0.66,6.26,0.8,endoderm
ENSG00000145016,RUBCN,3.82,5.47,1.34,0.08,0.15,3.82,5.47,endoderm
ENSG00000145020,AMT,6.4,3.2,0.83,0.23,-0.76,6.4,3.2,endoderm
ENSG00000145022,TCTA,14.64,1.34,2.2,0.17,-1.67,14.64,1.34,endoderm
ENSG00000145029,NICN1,2.32,2.15,0.0,0.03,0.19,2.32,2.15,endoderm
ENSG00000145040,UCN2,0.0,0.06,0.0,0.0,-0.35,0.0,0.06,endoderm
ENSG00000145041,DCAF1,15.25,3.1,30.6,0.0,-5.48,15.25,3.1,endoderm
ENSG00000145050,MANF,12.12,0.12,6.47,0.29,-4.05,12.12,0.12,endoderm
ENSG00000145087,STXBP5L,4.25,0.08,0.49,0.09,-3.31,4.25,0.08,endoderm
ENSG00000145107,TM4SF19,14.01,6.37,12.24,0.14,1.15,14.01,6.37,endoderm
ENSG00000145147,SLIT2,3.46,0.16,0.87,0.0,-2.6,3.46,0.16,endoderm
ENSG00000145191,EIF2B5,13.09,0.09,6.63,0.0,-3.74,13.09,0.09,endoderm
ENSG00000145198,VWA5B2,0.0,2.95,0.99,0.1,0.4,0.0,2.95,endoderm
ENSG00000145216,FIP1L1,5.97,2.85,1.02,0.24,-0.49,5.97,2.85,endoderm
ENSG00000145217,SLC26A1,1.24,0.46,0.08,0.1,-0.21,1.24,0.46,endoderm
ENSG00000145220,LYAR,8.99,1.5,3.61,0.22,-3.76,8.99,1.5,endoderm
ENSG00000145241,CENPC,8.55,1.41,0.46,0.45,0.5,8.55,1.41,endoderm
ENSG00000145244,CORIN,3.08,2.98,2.71,0.02,0.41,3.08,2.98,endoderm
ENSG00000145246,ATP10D,0.0,0.06,0.33,0.0,-1.59,0.0,0.06,endoderm
ENSG00000145247,OCIAD2,4.61,0.84,0.27,0.1,-0.21,4.61,0.84,endoderm
ENSG00000145248,SLC10A4,1.5,0.1,0.04,0.0,1.46,1.5,0.1,endoderm
ENSG00000145284,SCD5,3.28,7.29,7.49,0.28,0.13,3.28,7.29,endoderm
ENSG00000145287,PLAC8,19.92,4.7,6.1,0.87,0.94,19.92,4.7,endoderm
ENSG00000145293,ENOPH1,8.06,3.77,8.18,0.0,-2.97,8.06,3.77,endoderm
ENSG00000145331,TRMT10A,4.57,0.11,3.76,0.0,-2.61,4.57,0.11,endoderm
ENSG00000145332,KLHL8,8.21,1.69,1.32,2.32,0.58,8.21,1.69,endoderm
ENSG00000145335,SNCA,28.19,1.36,8.98,4.46,-5.1,28.19,1.36,endoderm
ENSG00000145337,PYURF,14.56,2.34,8.98,0.06,-3.86,14.56,2.34,endoderm
ENSG00000145348,TBCK,33.91,7.4,9.15,0.25,1.01,33.91,7.4,endoderm
ENSG00000145349,CAMK2D,2.14,4.24,2.52,0.41,-0.11,2.14,4.24,endoderm
ENSG00000145354,CISD2,25.51,0.8,12.48,0.29,-2.79,25.51,0.8,endoderm
ENSG00000145358,DDIT4L,5.75,3.77,0.0,0.0,-2.63,5.75,3.77,endoderm
ENSG00000145362,ANK2,25.5,7.85,10.64,0.13,0.98,25.5,7.85,endoderm
ENSG00000145365,TIFA,12.81,4.05,2.19,0.26,0.51,12.81,4.05,endoderm
ENSG00000145375,SPATA5,2.92,2.52,0.37,0.07,-0.14,2.92,2.52,endoderm
ENSG00000145386,CCNA2,16.83,0.22,11.86,1.8,-4.56,16.83,0.22,endoderm
ENSG00000145388,METTL14,4.89,2.51,0.03,0.53,-0.16,4.89,2.51,endoderm
ENSG00000145390,USP53,8.93,0.09,6.67,0.0,-1.3,8.93,0.09,endoderm
ENSG00000145391,SETD7,4.08,2.93,0.54,0.01,0.16,4.08,2.93,endoderm
ENSG00000145414,NAF1,5.59,0.2,0.28,0.09,-0.39,5.59,0.2,endoderm
ENSG00000145423,SFRP2,10.2,0.05,0.74,0.54,-3.71,10.2,0.05,endoderm
ENSG00000145425,RPS3A,27.86,6.32,26.58,4.27,-4.38,27.86,6.32,endoderm
ENSG00000145428,RNF175,8.41,1.12,10.91,0.01,-4.37,8.41,1.12,endoderm
ENSG00000145431,PDGFC,7.21,0.24,0.54,0.41,-3.94,7.21,0.24,endoderm
ENSG00000145439,CBR4,6.76,0.23,5.01,0.38,-3.65,6.76,0.23,endoderm
ENSG00000145451,GLRA3,0.0,3.72,1.06,0.0,0.0,0.0,3.72,endoderm
ENSG00000145476,CYP4V2,29.65,6.29,14.24,0.35,1.02,29.65,6.29,endoderm
ENSG00000145491,ROPN1L,0.0,0.12,0.05,0.0,-2.17,0.0,0.12,endoderm
ENSG00000145494,NDUFS6,21.7,2.35,7.26,4.96,-4.1,21.7,2.35,endoderm
ENSG00000145495,MARCHF6,11.34,0.47,2.78,0.18,-0.93,11.34,0.47,endoderm
ENSG00000145506,NKD2,4.47,0.4,0.06,0.25,-1.89,4.47,0.4,endoderm
ENSG00000145526,CDH18,3.77,5.9,4.01,0.04,0.35,3.77,5.9,endoderm
ENSG00000145536,ADAMTS16,0.0,0.1,0.14,0.49,1.31,0.0,0.1,endoderm
ENSG00000145545,SRD5A1,11.84,3.57,0.57,0.6,0.68,11.84,3.57,endoderm
ENSG00000145555,MYO10,7.17,5.39,5.79,1.84,-1.78,7.17,5.39,endoderm
ENSG00000145569,OTULINL,5.21,2.58,2.15,0.01,0.38,5.21,2.58,endoderm
ENSG00000145592,RPL37,20.48,1.35,14.65,2.5,-1.63,20.48,1.35,endoderm
ENSG00000145604,SKP2,30.43,6.11,4.26,0.15,0.86,30.43,6.11,endoderm
ENSG00000145623,OSMR,6.4,5.4,6.27,0.45,-0.21,6.4,5.4,endoderm
ENSG00000145632,PLK2,4.0,4.61,0.51,0.15,-2.41,4.0,4.61,endoderm
ENSG00000145642,SHISAL2B,8.26,0.06,1.71,0.0,-2.98,8.26,0.06,endoderm
ENSG00000145649,GZMA,0.0,0.27,0.0,0.53,-0.65,0.0,0.27,endoderm
ENSG00000145675,PIK3R1,17.85,0.72,3.19,6.0,-3.56,17.85,0.72,endoderm
ENSG00000145681,HAPLN1,5.4,0.89,1.73,0.0,-3.67,5.4,0.89,endoderm
ENSG00000145685,LHFPL2,5.27,1.02,5.41,0.33,-0.8,5.27,1.02,endoderm
ENSG00000145687,SSBP2,1.77,8.62,0.04,0.39,-0.12,1.77,8.62,endoderm
ENSG00000145703,IQGAP2,16.55,0.4,5.21,0.33,-6.98,16.55,0.4,endoderm
ENSG00000145708,CRHBP,0.0,0.52,0.35,0.0,-2.69,0.0,0.52,endoderm
ENSG00000145715,RASA1,3.54,0.94,3.14,0.43,-2.15,3.54,0.94,endoderm
ENSG00000145721,LIX1,14.66,1.66,3.2,0.54,-4.33,14.66,1.66,endoderm
ENSG00000145723,GIN1,5.29,0.54,2.2,0.04,-2.01,5.29,0.54,endoderm
ENSG00000145725,PPIP5K2,3.79,4.15,0.21,0.3,0.22,3.79,4.15,endoderm
ENSG00000145730,PAM,22.01,6.02,1.38,0.14,-4.07,22.01,6.02,endoderm
ENSG00000145734,BDP1,5.74,0.24,1.19,0.01,-1.77,5.74,0.24,endoderm
ENSG00000145736,GTF2H2,24.88,3.09,2.57,1.04,0.86,24.88,3.09,endoderm
ENSG00000145740,SLC30A5,2.76,4.74,1.92,0.27,0.06,2.76,4.74,endoderm
ENSG00000145741,BTF3,13.83,6.64,9.66,0.22,-3.75,13.83,6.64,endoderm
ENSG00000145743,FBXL17,7.39,1.4,7.85,0.49,-2.41,7.39,1.4,endoderm
ENSG00000145757,SPATA9,0.0,0.38,0.02,0.0,-2.1,0.0,0.38,endoderm
ENSG00000145777,TSLP,0.0,0.21,0.04,0.0,-0.15,0.0,0.21,endoderm
ENSG00000145779,TNFAIP8,9.21,5.13,1.95,0.0,0.5,9.21,5.13,endoderm
ENSG00000145780,FEM1C,6.84,0.16,1.43,0.09,-3.12,6.84,0.16,endoderm
ENSG00000145781,COMMD10,11.24,1.54,6.64,0.0,-4.73,11.24,1.54,endoderm
ENSG00000145782,ATG12,23.76,0.71,16.16,0.4,-1.9,23.76,0.71,endoderm
ENSG00000145794,MEGF10,0.0,0.21,0.05,0.49,-0.07,0.0,0.21,endoderm
ENSG00000145808,ADAMTS19,4.84,0.64,2.43,0.07,-2.63,4.84,0.64,endoderm
ENSG00000145817,YIPF5,43.04,1.95,8.68,9.43,-2.94,43.04,1.95,endoderm
ENSG00000145819,ARHGAP26,7.27,8.0,2.58,0.0,0.46,7.27,8.0,endoderm
ENSG00000145824,CXCL14,2.53,9.56,2.89,4.06,-1.55,2.53,9.56,endoderm
ENSG00000145832,SLC25A48,2.74,1.24,0.04,0.11,1.11,2.74,1.24,endoderm
ENSG00000145833,DDX46,7.55,0.42,3.03,0.11,-0.92,7.55,0.42,endoderm
ENSG00000145860,RNF145,17.92,3.14,12.06,1.02,-3.59,17.92,3.14,endoderm
ENSG00000145861,C1QTNF2,3.01,4.04,1.0,0.18,-0.11,3.01,4.04,endoderm
ENSG00000145863,GABRA6,0.0,0.9,0.17,0.0,-0.33,0.0,0.9,endoderm
ENSG00000145864,GABRB2,4.72,7.12,7.19,0.14,0.57,4.72,7.12,endoderm
ENSG00000145868,FBXO38,4.06,1.18,1.31,0.65,-0.49,4.06,1.18,endoderm
ENSG00000145879,SPINK7,0.0,0.1,0.11,0.0,-2.3,0.0,0.1,endoderm
ENSG00000145882,PCYOX1L,0.0,0.39,0.9,0.0,1.02,0.0,0.39,endoderm
ENSG00000145888,GLRA1,0.0,1.06,0.29,0.08,0.23,0.0,1.06,endoderm
ENSG00000145901,TNIP1,16.26,0.11,3.78,2.5,-3.06,16.26,0.11,endoderm
ENSG00000145907,G3BP1,29.77,0.71,29.1,2.8,-3.05,29.77,0.71,endoderm
ENSG00000145908,ZNF300,7.4,0.43,3.87,0.0,-3.82,7.4,0.43,endoderm
ENSG00000145911,N4BP3,12.11,0.59,11.04,0.33,-2.95,12.11,0.59,endoderm
ENSG00000145912,NHP2,24.21,8.14,9.09,2.79,-5.09,24.21,8.14,endoderm
ENSG00000145916,RMND5B,27.1,0.85,7.4,2.5,-2.27,27.1,0.85,endoderm
ENSG00000145919,BOD1,12.71,5.03,4.33,3.13,-3.29,12.71,5.03,endoderm
ENSG00000145920,CPLX2,3.09,0.01,0.74,0.0,-1.09,3.09,0.01,endoderm
ENSG00000145934,TENM2,0.0,2.12,0.48,0.24,0.08,0.0,2.12,endoderm
ENSG00000145936,KCNMB1,11.06,6.07,11.21,0.07,0.58,11.06,6.07,endoderm
ENSG00000145945,FAM50B,7.07,0.37,0.08,0.05,-4.3,7.07,0.37,endoderm
ENSG00000145949,MYLK4,8.59,5.71,2.15,0.8,1.32,8.59,5.71,endoderm
ENSG00000145990,GFOD1,7.71,1.77,0.02,1.34,0.53,7.71,1.77,endoderm
ENSG00000145996,CDKAL1,4.03,1.21,0.66,0.1,-0.12,4.03,1.21,endoderm
ENSG00000146007,ZMAT2,16.98,4.27,28.79,0.89,-4.13,16.98,4.27,endoderm
ENSG00000146013,GFRA3,4.08,0.09,0.0,0.08,-3.65,4.08,0.09,endoderm
ENSG00000146021,KLHL3,9.37,0.21,0.33,0.09,-2.41,9.37,0.21,endoderm
ENSG00000146038,DCDC2,0.83,1.2,0.65,0.23,-0.21,0.83,1.2,endoderm
ENSG00000146039,SLC17A4,0.0,0.27,0.03,0.0,0.14,0.0,0.27,endoderm
ENSG00000146054,TRIM7,5.08,6.37,16.61,0.15,0.44,5.08,6.37,endoderm
ENSG00000146063,TRIM41,2.05,3.39,2.88,0.01,0.15,2.05,3.39,endoderm
ENSG00000146066,HIGD2A,12.56,1.68,12.67,0.0,-3.29,12.56,1.68,endoderm
ENSG00000146067,FAM193B,11.83,0.79,1.81,0.32,-2.87,11.83,0.79,endoderm
ENSG00000146072,TNFRSF21,4.83,7.46,3.88,1.39,-1.46,4.83,7.46,endoderm
ENSG00000146083,RNF44,14.97,2.33,8.01,2.52,-3.3,14.97,2.33,endoderm
ENSG00000146085,MMUT,8.56,0.42,1.15,0.0,-4.35,8.56,0.42,endoderm
ENSG00000146090,RASGEF1C,0.0,0.48,0.0,0.0,-1.85,0.0,0.48,endoderm
ENSG00000146094,DOK3,2.96,3.55,0.78,0.0,-1.68,2.96,3.55,endoderm
ENSG00000146109,ABT1,5.19,0.18,1.45,0.12,-1.85,5.19,0.18,endoderm
ENSG00000146112,PPP1R18,6.04,0.24,2.47,0.0,-2.86,6.04,0.24,endoderm
