sn_sample,lysate_sample,log10_enrichment_factor
24L006479,24L006460,-0.1513427499057796
24L006479,24L006460,-0.6527285466349597
24L006479,24L006460,0.2680898008780522
24L006479,24L006460,-0.14336843335457913
24L006479,24L006460,-0.3909123408675012
24L006479,24L006460,-0.2558297403649433
24L006479,24L006460,-0.4578730274199159
24L006479,24L006460,-0.6908740029335296
24L006479,24L006460,0.19563968923871447
24L006479,24L006460,0.2349432855592577
24L006479,24L006460,-0.9961108095462811
24L006479,24L006460,0.16297780624579875
24L006479,24L006460,-0.3697109457012636
24L006479,24L006460,0.34690417463565376
24L006479,24L006460,-0.8176333110702376
24L006479,24L006460,-0.30945134771421595
24L006479,24L006460,-0.1733077410597692
24L006479,24L006460,0.47459722690641637
24L006479,24L006460,-0.39054289858214786
24L006479,24L006460,-0.6572430829411178
24L006479,24L006460,0.04119451113140606
24L006479,24L006460,0.2320870182286774
24L006479,24L006460,-1.3471018468502247
24L006479,24L006460,-0.18476340664119553
24L006479,24L006460,0.6408859986030742
24L006479,24L006460,0.5630964683469166
24L006479,24L006460,-0.44046786292465134
24L006479,24L006460,0.11878163415750098
24L006479,24L006460,-0.6496838904721918
24L006479,24L006460,0.13549908929971227
24L006479,24L006460,-0.29032174796901666
24L006479,24L006460,-0.2211251861622999
24L006479,24L006460,-0.9044570722815485
24L006479,24L006460,-0.7955457811073993
24L006479,24L006460,0.3080531008230719
24L006479,24L006460,-0.0587339027035949
24L006479,24L006460,-0.3760426218502063
24L006479,24L006460,-0.33201901198976896
24L006479,24L006460,0.22417443733898473
24L006479,24L006460,-0.16992483035630424
24L006479,24L006460,-0.7113984769088139
24L006479,24L006460,0.37590769817632147
24L006479,24L006460,-0.0445270455262819
24L006479,24L006460,0.16226677356495764
24L006479,24L006460,-0.38849108865653537
24L006479,24L006460,0.06502255932309242
24L006479,24L006460,0.13250001623338206
24L006479,24L006460,-0.20122638139248325
24L006479,24L006460,0.058267774166789736
24L006479,24L006460,-1.0304150407162664
24L006479,24L006460,0.9748570463751536
