pathway,pval,padj,log2err,ES,NES,size,leadingEdge,timepoint
REACTOME_CELL_CYCLE_MITOTIC,0.0034272277157381,0.159159346169664,0.431707695803346,0.493658242828391,1.73081935999485,39,E2F4|CDT1|POM121C|PSMC6|SET|LIN52|CCND1|CKS1B|DYNLL1|RBX1|RFC2|RAN|DYNLL2|DSN1|CCND2|RANGAP1|PSMA7|ANKLE2|H3-3A|PAFAH1B1|H2AZ2,0
REACTOME_CELL_CYCLE,0.00374943425837,0.159159346169664,0.431707695803346,0.459704187947642,1.69430397961296,49,E2F4|CDT1|POM121C|MIS18A|PSMC6|BRCA1|SET|LIN52|CCND1|CKS1B|DYNLL1|RBX1|RFC2|RAN|DYNLL2|DSN1|RBBP7|CCND2|RANGAP1|PSMA7|ANKLE2|H3-3A|PAFAH1B1|H2AZ2,0
GRESHOCK_CANCER_COPY_NUMBER_UP,0.0039486097332168,0.159159346169664,0.407017918923954,0.542480538061021,1.73120059203269,26,RPL22|HRAS|TCF3|BRCA1|SET|CCND1|CCNB1IP1|FGFR1|SFPQ|SEPTIN9|PAFAH1B2|CIITA|CCND2|CNBP|TPM3,0
JOHNSTONE_PARVB_TARGETS_2_UP,0.0047493836429018,0.177762644920042,0.407017918923954,-0.593449701528403,-1.88339856751873,16,KRT8|S100A11|IRX3|KRT18|CD151|FLNA,0
MUELLER_PLURINET,0.0072427379026795,0.23946667456397,0.407017918923954,0.502686724095886,1.66522020548706,30,CDT1|POP7|NME1|CASP6|SET|SNRPN|CCND1|CKS1B|RFC2|HSPA8,0
PAL_PRMT5_TARGETS_UP,0.0081030444389552,0.23946667456397,0.380730400722792,0.593456005920639,1.73003905149797,18,ELOF1|NME1|SET|CKS1B|MRPL20|TOMM5|IRAK1|IVD|GTF2I,0
AFFAR_YY1_TARGETS_UP,0.0081630885572149,0.23946667456397,0.380730400722792,-0.580917411182454,-1.79615707549537,15,SLC2A3|KRT19|ACTC1|LDB3|ANKRD1|TNNC1|TGFB2|RNF41|TPM1,0
MIKKELSEN_NPC_ICP_WITH_H3K4ME3,0.0082259544697546,0.23946667456397,0.380730400722792,0.598077588979863,1.70226934963737,16,HRAS|NOSIP|WDR12|LIN52,0
LU_EZH2_TARGETS_UP,0.010588906680613,0.285470785612699,0.380730400722792,-0.557281420068601,-1.76861328863904,16,TMEM141|DDIT4|ATOX1|HNRNPA3|MKNK2,0
HELLER_HDAC_TARGETS_UP,0.0108958315119351,0.285470785612699,0.380730400722792,-0.553999061604723,-1.7715214094919,17,AASS|CCNF|PDLIM7|PRDX2|JUP|TUBA1A,0
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,0.0120566308868172,0.288494780047183,0.380730400722792,-0.553904540426227,-1.75789627207513,16,TTN|RHOB|IGF2|TBXA2R|TGFB2|FLNA|CD63|GNB4|SERPING1,0
HOUNKPE_HOUSEKEEPING_GENES,0.0126442810727598,0.288494780047183,0.380730400722792,0.358903518838143,1.47719855393705,104,E2F4|RPL22|ELOF1|TXN2|POP7|TIMM17A|NOSIP|YKT6|UBE2Z|SENP5|MRTO4|SSU72|KCMF1|PDCD7|RBX1|MRPS10|EMC3|ELAVL1|USP22|MRPL57|FAM168B|EIF4A1|COA3|TAF10|SGTA|BZW1|EGLN2|SFPQ|PAFAH1B2|SLC25A3|HINT1|RANGAP1|RPS19BP1|CNBP|RPL15|RRP7A|CCNI|PSMA7|ANKLE2|RBM8A|ARFGAP2|PAFAH1B1|H2AZ2|RALBP1|PARK7|RPL4,0
DELACROIX_RAR_BOUND_ES,0.0140397943547928,0.288494780047183,0.380730400722792,0.556292600434812,1.67971823800683,21,WSB2|LDHB|GRTP1|ZNF770|SET|CCND1|PPP1R14B|CAMK1D,0
WANG_CLIM2_TARGETS_UP,0.014095115612328,0.288494780047183,0.380730400722792,0.536486231333954,1.63999123709404,22,CDT1|ZHX3|CXXC5|GLUL|HPS4|RBSN|FGFR1|SFPQ|DUSP6|BMP7|RANGAP1|FSCN1,0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,0.0149829791063172,0.288494780047183,0.380730400722792,0.528249569385888,1.61481248575098,22,WDR5|AGO1|TCF3|PSMC6|GATA3|CCND1|SMARCA4|CCND2|PSMA7|TNRC6B|H3-3A|H2AZ2,0
MONNIER_POSTRADIATION_TUMOR_ESCAPE_UP,0.0161652191103375,0.288494780047183,0.352487857583619,0.469808152487956,1.60725658901764,34,TXN2|GATAD2A|PRPF4|INO80E|MLST8|SMARCA4|CCNB1IP1|DYNLL2|WIPF2|MTMR9|SFPQ|PABPC4|RRP7A|ZNF106|UBIAD1|MTHFD1|RACK1|RUNDC1,0
CHYLA_CBFA2T3_TARGETS_UP,0.0162829246042703,0.288494780047183,0.352487857583619,-0.531249867145878,-1.71078325281775,18,TMEM141|S100A11|HOMER3|KRT18|RHOB|KRT7|TBXA2R|PPP1R3B|RAB31,0
YOSHIMURA_MAPK8_TARGETS_DN,0.0172708617059396,0.288494780047183,0.352487857583619,0.498644377108413,1.59130766967119,26,RPL22|TCF3|NME1|TIMM10B|DCAF7|MLST8|SMARCA4|HSPA8|FGFR1|IVD|SFPQ|DUSP6|TPT1|SLC25A3,0
FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_UP,0.0173286286231673,0.288494780047183,0.352487857583619,0.451875633274496,1.59474009728615,40,PEA15|TCF3|NME1|MRTO4|NDUFAF8|TIMM10B|ARPC5L|WDR12|GLTP|COA3|SOWAHC|SGTA|DUSP6|ORAI1|PLEKHA5|HINT1|RPS19BP1|FSCN1|CCNI,0
IGLESIAS_E2F_TARGETS_UP,0.0175082088466561,0.288494780047183,0.352487857583619,-0.537155230401833,-1.70473991118114,16,KRT19|S100A11|HNRNPA2B1|TUBA1A|RHOB|APOE|ACTA2|TUBA1B,0
JOHNSTONE_PARVB_TARGETS_3_UP,0.0182318499876494,0.288494780047183,0.352487857583619,-0.420934490988307,-1.60440139388386,32,KRT19|DDIT4|JUP|RBCK1|RHOB|MKNK2|STX16|FLNA|GABARAP|FAHD1|VIM|RABAC1|TAPBP,0
GARY_CD5_TARGETS_DN,0.0187842779188122,0.288494780047183,0.352487857583619,0.515799437665455,1.58605367285921,23,NME1|PSMC6|SSU72|RFC2|RAN|MRPL20|BZW1|PAPOLA|HINT1|PHAX|PSMA7|RBM8A|PAFAH1B1,0
KRIEG_HYPOXIA_NOT_VIA_KDM3A,0.0190615210507394,0.288494780047183,0.352487857583619,0.41610015248392,1.53359521786945,49,PMEPA1|PEA15|CDT1|SYTL2|TCF3|RAB3B|DCAF7|KCMF1|CCND1|HILPDA|IRS2|GLTP|PPP1R14B|ZNF114|CAMK1D|IRAK1|SOWAHC|BZW1,0
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0.0192183044685495,0.288494780047183,0.352487857583619,0.376020083551003,1.48694350903461,76,WDR5|POM121C|WSB2|DPM2|RAB3B|YKT6|UBE2Z|SENP5|ASB6|PSMC6|BRCA1|GATA3|UBXN7|DCAF7|INO80E|DYNLL1|RBX1|HSPA8|DYNLL2|TF|USP22|TAF10|DBT|RAB34|RBBP7|RPS23|RANGAP1|EEF1A1,0
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP,0.0192696895069684,0.288494780047183,0.352487857583619,-0.543242564377494,-1.67966901479292,15,HOMER3|KRT18|YIPF4|ERI3|ENO1|POLD2|BAZ2B|ARL2|NDUFA10|PCLAF,0
REACTOME_NEDDYLATION,0.0203403544820164,0.296065159682683,0.352487857583619,0.509688671653644,1.56726341802512,23,WDR5|WSB2|ASB6|PSMC6|BRCA1|UBXN7|DCAF7|RBX1,0
BROWNE_HCMV_INFECTION_48HR_DN,0.0240997941529032,0.32072897284085,0.352487857583619,0.493413251092358,1.53288875727019,24,SH3BP2|HRAS|ZHX3|TCF3|RAB3B|CCND1|FADS1|FGFR1|FAM168B,0
PULVER_FOREY_PERTURB_ATTRITION_M_EG1,0.0246776455392723,0.32072897284085,0.352487857583619,0.413869623927818,1.53284877952377,50,WDR5|FOXJ3|PSMC6|CCND1|GATC|GFER|EMC3|RSL1D1|CERK|HSPA8|DYNLL2|TOMM5|WIPF2|USP22|RPSA|UTP6|SFPQ|RPL12|HMGN1|MED29|FSCN1|RRP7A|MED18|CTBP2|MTHFD1,0
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_14,0.0249434703561251,0.32072897284085,0.352487857583619,0.541261871948458,1.56310214540045,17,YKT6|NME1|GATAD2A|SMARCA4|MRPS10|RAN|MRPL20|PPP1R14B|IRAK1|RAB34|PABPC4,0
HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP,0.0257709601008379,0.32072897284085,0.352487857583619,-0.469588197235977,-1.61213135059186,22,AASS|CCNF|JUP|TUBA1A|KRT18|RHOB|PDLIM5|FLNA|APOE|TPM1,0
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_UP,0.0259608399641542,0.32072897284085,0.352487857583619,0.552322421075132,1.61012669506232,18,NME1|NDUFAF8|BRCA1|DCAF7|NEK8|WIPF2|UTP6|PAFAH1B1|MCRIP1,0
MEISSNER_NPC_HCP_WITH_H3_UNMETHYLATED,0.0263363571294027,0.32072897284085,0.352487857583619,-0.517006348339953,-1.59854842146428,15,KRT19|AARD|TPM2|KRT18|KRT7|KBTBD12,0
KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP,0.0269322858573424,0.32072897284085,0.352487857583619,-0.335705273821948,-1.4870560249623,58,SLC2A3|METTL8|DDIT4|TBL1X|TUBA1A|RBCK1|ATOX1|CARHSP1|GGPS1|YIPF4|ERI3|RAB3IP|STX16|RNF41,0
REACTOME_MAPK1_MAPK3_SIGNALING,0.0275219061988446,0.32072897284085,0.352487857583619,0.530756738811788,1.55475732593663,19,PEA15|HRAS|PSMC6|RBX1|IRS2|FGFR1|DUSP6|PSMA7|GRB2,0
NIKOLSKY_BREAST_CANCER_17Q21_Q25_AMPLICON,0.0282182496912974,0.32072897284085,0.352487857583619,0.548883315487888,1.60010103703747,18,NME1|UBE2Z|NDUFAF8|STXBP4,0
CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_HYPOMETHYLATED_AND_UP,0.028298278163689,0.32072897284085,0.352487857583619,-0.467902107210617,-1.53775790310397,19,NT5DC2|HNRNPA3|TGFB2|ADAM9|GRK3|ILF3|RPS12|UGGT1,0
HAN_SATB1_TARGETS_UP,0.030897275942006,0.32072897284085,0.352487857583619,-0.419872051457986,-1.52083805825493,26,SLC2A3|DDIT4|ANKRD1|TBL1X|RBCK1|RHOB|MKNK2|TGFB2|RNF41|TPM1|RABAC1,0
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,0.0309058795732192,0.32072897284085,0.352487857583619,0.542710144931433,1.54468059408449,16,PMEPA1|E2F4|AGO1|TCF3|SMAD5,0
FARMER_BREAST_CANCER_APOCRINE_VS_BASAL,0.0309750960480198,0.32072897284085,0.352487857583619,-0.511033301567902,-1.62183818721036,16,IDH2|KRT18|RHOB|MKNK2|KRT7|KDM4B,0
WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP,0.0310238718867443,0.32072897284085,0.352487857583619,0.476653339176118,1.50951889466885,25,SYTL2|POP7|NOSIP|ARPC5L|GRTP1|CXXC5|CCND1|VPS37B|SMARCA4|CD24|TPT1|HM13|RRP7A|PLEKHJ1|CTBP2,0
MARTINEZ_RB1_TARGETS_DN,0.0312159878146629,0.32072897284085,0.352487857583619,0.433749147106207,1.50816553312451,37,PMEPA1|PEA15|HRAS|SOX11|LDHB|CCDC43|ASB6|CXXC5|SET|PDCD7|PRDX1|HSPA8,0
PULVER_FOREY_CELLCYCLE_ENRICHED_TFS_S2,0.0337641938951559,0.339135057670527,0.321775918075361,0.453995160153235,1.51893924532346,31,E2F4|AGO1|DMTF1|TCF3|CXXC5|GATAD2A|PRPF4|SMAD5|SMARCA4,0
MOHANKUMAR_HOXA1_TARGETS_UP,0.0356716540518763,0.339135057670527,0.321775918075361,0.454753075981723,1.48077107569955,28,E2F4|WSB2|TIMM17A|LDHB|DCAF7|HSPA8|ELAVL1|CELF1|GTF2I|RPS4X|EEF1A1|MTHFD1|GRB2,0
ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF,0.03584344313423,0.339135057670527,0.321775918075361,-0.452226502732502,-1.5230790866587,21,DDIT4|IRX3|RHOB|PTMS|PDLIM5|TGFB2|RPS6KA5,0
YOSHIMURA_MAPK8_TARGETS_UP,0.0363054215363099,0.339135057670527,0.321775918075361,-0.369695378249274,-1.47556387899659,40,KRT8|TTN|P2RY6|COX5B|ACTC1|MYL3|KRT18|PPP1CA|MYH6|IGF2|TBXA2R,0
FEVR_CTNNB1_TARGETS_DN,0.0365682137834037,0.339135057670527,0.282013350011725,0.40540167550049,1.46889414330223,45,CDT1|BRCA1|SET|WDR12|PRPF4|CCND1|GFER|RFC2|HSPA8|EIF4A1|IVD|TRNT1|EIF3F|SFPQ|PAPOLA|RPL12|HMGN1|CCND2|CTBP2|MTHFD1|H2AZ1|PAICS|TERF1|NUTF2|RPL3|HDAC2|SNRPD1|SARNP,0
PUJANA_ATM_PCC_NETWORK,0.0368906455862978,0.339135057670527,0.271288554688953,0.351695002353215,1.41278493775771,87,E2F4|RPL22|TCF3|LDHB|SENP5|BRCA1|UBXN7|SET|DCAF7|PRPF4|RAN|RSL1D1|HSPA8|ELAVL1|IRAK1|CELF1|EIF3F|RPS7|SFPQ|PAPOLA|RBBP7|CIITA|HMGN1|RPS4X|RPS23|CNBP|RRP7A|EEF1A1|RBM8A|H2AZ2|RALBP1|GRB2|PTMA|RPL7|H2AZ1|RPL4|ST3GAL2|ARPC5,0
PATIL_LIVER_CANCER,0.038781163434903,0.344180841334475,0.271288554688953,0.385083439772601,1.43058473281068,51,PEA15|AGO1|DPM2|MIS18A|YKT6|MID1IP1|DCAF7|HPS4|CKS1B|PRDX1|FADS1|IRAK1|CD24|RPSA,0
RICKMAN_METASTASIS_UP,0.0393343419062027,0.344180841334475,0.282013350011725,0.518878000888244,1.51996067907566,19,RPL22|CCDC43|WDR12|GATC|CCNB1IP1|VKORC1L1|PAPOLA|PLEKHA5|VSTM4|NKAP|YIPF6,0
LIU_PROSTATE_CANCER_DN,0.0394100200001307,0.344180841334475,0.321775918075361,-0.393423061269295,-1.47265847473779,30,KRT19|FLNC|DOK4|TUBA1A|TPM2|KRT7|IGF2|TGFB2|FLNA|ACTA2|TPM1,0
LEE_BMP2_TARGETS_DN,0.0408163265306122,0.35061893609903,0.261663521711573,0.378849813905374,1.44159917714468,56,WDR5|CDT1|TIMM17A|MIS18A|NME1|MRTO4|BRCA1|WDR12|KCMF1|CKS1B|RAN|MRPL20|HSPA8|TOMM5|VKORC1L1|BZW1|UTP6|SFPQ|PAFAH1B2|NECAP1,0
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_UP,0.0426997245179063,0.360881542699725,0.257206466468838,0.391698091837396,1.44365801575531,49,TIMM17A|MIS18A|YKT6|NME1|MRTO4|BRCA1|WDR12|CKS1B|RFC2|RAN|PPP1R14B|FAM168B|VKORC1L1|DSN1|DBT|COA7|PAPOLA,0
BRUINS_UVC_RESPONSE_EARLY_LATE,0.0436746987951807,0.363262574105948,0.266350657088526,0.53162683634577,1.50251015960778,15,CDT1|NOSIP|PSMC6|PUM1|KCMF1|VPS37B|RPSA,0
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,0.0444900951511983,0.364262654050436,0.321775918075361,0.482323461580426,1.55939208214303,27,PEA15|AGO1|HRAS|PSMC6|RBX1|IRS2|FGFR1|DUSP6|PSMA7|TNRC6B|GRB2,0
CHICAS_RB1_TARGETS_CONFLUENT,0.0457413948183507,0.368746013612551,0.321775918075361,-0.385672142578441,-1.46999815026375,32,IDH2|NT5DC2|PDLIM7|TUBA1A|TPM2|CARHSP1|FLNA|VIM|ACTA2|TPM1|SH3BGRL3|TUBA1B,0
WEI_MYCN_TARGETS_WITH_E_BOX,0.0464807436918991,0.369028934765987,0.241339976815091,0.361214343235069,1.40059717536672,65,HRAS|TIGAR|POP7|TIMM17A|MIS18A|MRTO4|ARPC5L|WDR12|SMARCA4|HSPA8|DYNLL2|TOMM5|IRAK1|SFPQ|LLPH|PAPOLA|RBBP7|CCND2|RPS19BP1|UNKL|TPM3|GRB2|NDUFS6|FASN|PAICS|SBNO1|PNPO|KPNA6|ZNF639|SNRPD1|MSX1|CDC42|VCP|LAPTM4B|HMGB1|C9orf78,0
PUJANA_BRCA1_PCC_NETWORK,0.0477987421383648,0.373828968365719,0.231126709673834,0.320147184032251,1.34866493611678,123,E2F4|RPL22|CDT1|TCF3|TIMM17A|NME1|LDHB|PSMC6|BRCA1|SET|DCAF7|PRPF4|CKS1B|RFC2|SMARCA4|PRDX1|FADS1|RAN|RSL1D1|HSPA8|ELAVL1|EIF4A1|IRAK1|BZW1|EIF3F|RPS7|SFPQ|PAFAH1B2|BMP7|RBBP7|CIITA|RPL12|ORAI2|HINT1|HMGN1|RPS23|PABPC4|CNBP|RPL15|RRP7A|EEF1A1|ANKLE2|H2AZ2|GRB2|PTMA|RPL7|H2AZ1|RPL4|SWAP70|ST3GAL2|NDUFS6|EIF3I|EIF3K|PAICS|HMGA1|NUTF2|RPL21|KPNA6|RPL6|HDAC2|ERP29,0
BAELDE_DIABETIC_NEPHROPATHY_DN,0.0508797144634003,0.386338275147457,0.321775918075361,-0.429943061616841,-1.4760266392591,22,SLC2A3|AASS|SEPTIN11|HNRNPA3|PDLIM5|FLNA|VIM|HNRNPC|TAPBP,0
REACTOME_METABOLISM_OF_RNA,0.05249343832021,0.386338275147457,0.224966093540314,0.348653553188886,1.38345776962744,77,RPL22|POM121C|POP7|PSMC6|EXOSC6|SET|WDR12|SNRPN|PRPF4|PDCD7|RAN|RPP14|HSPA8|ELAVL1|EIF4A1|ADAT1|RPSA|TRNT1|UTP6|RPS7|PAPOLA|RPL12|RPS4X|RPS23|PHAX|RPL15|RRP7A|RPS3|PSMA7|RBM8A|RPL7|NKAP|RPL4|ISY1,0
REACTOME_SIGNALING_BY_GPCR,0.05293902618142,0.386338275147457,0.321775918075361,-0.484149161308865,-1.53651747490325,16,P2RY6|RHOB|PPP1CA|TBXA2R|APLNR|GRK3|GNB4|GPSM2,0
KIM_ALL_DISORDERS_CALB1_CORR_UP,0.0529411764705882,0.386338275147457,0.237793834423688,0.450445729311341,1.43749288416808,26,WSB2|KIF3B|PSMC6|SET|PUM1|RAN|FAM168B|MTMR9|NECAP1|SLC25A3|HINT1|AP2S1|PAFAH1B1|H2AZ1,0
REACTOME_SARS_COV_INFECTIONS,0.0530846484935438,0.386338275147457,0.234392647294686,0.4044828718343,1.41816083399318,39,POM121C|PSMC6|GATAD2A|RBX1|IRAK1|RPSA|RPS7|RBBP7|RPS4X|RPS23|CNBP|EEF1A1|AP2S1|RPS3|GRB2|ST3GAL2,0
PULVER_FOREY_CELLCYCLE_ENRICHED_TFS_G2_M,0.0538573508005822,0.386592490678152,0.234392647294686,0.436078511927939,1.41996279146212,28,E2F4|AGO1|TCF3|CXXC5|GATAD2A|PRPF4|SMAD5|SMARCA4,0
PUJANA_CHEK2_PCC_NETWORK,0.0546666666666667,0.387099099099099,0.222056046145248,0.359390939172031,1.38749676728426,61,CDT1|TCF3|TIMM17A|NME1|LDHB|PSMC6|BRCA1|SET|DCAF7|PRPF4|CKS1B|SMARCA4|PRDX1|FADS1|RAN|HSPA8|IRAK1|BZW1|RPS7|SFPQ,0
PULVER_FOREY_CELLCYCLE_ENRICHED_TFS_G2,0.0555284983418584,0.387959108415118,0.321775918075361,0.438801831677105,1.49176197331777,33,E2F4|AGO1|DMTF1|TCF3|CXXC5|GATAD2A|PRPF4|SMAD5|SMARCA4,0
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_A,0.0626445143146803,0.431917440801217,0.287805130535564,-0.36533311761242,-1.40496866966999,33,TTN|FLNC|MYL3|MYL7|TSR3|KDM4B|GGPS1|GLIPR2|ACTA2|RPS6KA5|GAPDH|RAB31|TAPBP,0
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN,0.0647382920110193,0.438585478133501,0.206587922696891,0.368232882534278,1.37637929367022,52,TCF3|CCDC43|FOXJ3|GRTP1|RPP14|HSPA8|TOMM5|USP22|EIF4A1|ADAT1|COA7|PAPOLA|TPM3|DSG2|OPA3|POLR2I|PAICS|NUTF2|UBE2G2|MBD3|RPL3|ATF4|SARNP|HIP1|KLF6|YES1,0
LINDGREN_BLADDER_CANCER_CLUSTER_1_DN,0.0660660660660661,0.438585478133501,0.213927855492356,0.479770539719761,1.44866087558196,21,PEA15|CDT1|POP7|BRCA1|CASP6|CKS1B|SMARCA4|HILPDA,0
IBRAHIM_NRF2_UP,0.0667613636363636,0.438585478133501,0.206587922696891,0.420505943022753,1.39298485375418,30,PEA15|KIF3B|TIMM17A|SET|KCMF1|PRDX1|HSPA8|PAFAH1B2|PAPOLA|PHAX|UNKL,0
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP,0.0676316095036227,0.438585478133501,0.287805130535564,-0.398182046952617,-1.42718766645078,25,KRT19|IDH2|RAB11FIP4|JUP|RHOB|MKNK2,0
BENPORATH_CYCLING_GENES,0.0677966101694915,0.438585478133501,0.204294756516886,0.398876106318381,1.38691038253267,37,DMTF1|HRAS|BRCA1|DCAF7|CCND1|HPS4|CKS1B|DYNLL1|RFC2|RAN|HSPA8|CD24|SFPQ,0
REACTOME_TRANSLATION,0.0687679083094556,0.439443706757985,0.204294756516886,0.387529619164668,1.38437214051072,42,RPL22|MRPS10|MRPL20|MRPL57|EIF4A1|RPSA|EIF3F|RPS7|GADD45GIP1|RPL12|RPS4X|RPS23|RPL15|EEF1A1|RPS3|RPL7|RPL4|EIF3I|EIF3K|RPL21|RPL6|RPL3|MRPS26,0
VECCHI_GASTRIC_CANCER_EARLY_UP,0.0703012912482066,0.443829838723618,0.20207170902116,0.39209493519291,1.37472738406949,39,PMEPA1|POP7|TIMM17A|NME1|MRTO4|BRCA1|PRPF4|TIMM13|CKS1B|SMARCA4|MRPS10|HSPA8|MARVELD3,0
MARTINEZ_RB1_AND_TP53_TARGETS_DN,0.0719424460431655,0.446249590566656,0.199915231309662,0.38898748922599,1.37279795751793,40,PMEPA1|HRAS|SOX11|LDHB|CCDC43|CXXC5|SET|WDR12|CCND1|PDCD7|SMARCA4|HSPA8,0
BLALOCK_ALZHEIMERS_DISEASE_DN,0.0730411686586986,0.446249590566656,0.190023305279108,0.340345872011266,1.33827754600465,73,TIGAR|POP7|TIMM17A|NME1|PSMC6|ARPC5L|WDR12|GLUL|SNRPN|DYNLL1|RBX1|MRPS10|MRPL20|HSPA8|MRPL57|COA3|MTMR9|SFPQ|DUSP6|NECAP1|GADD45GIP1|RBBP7|SLC25A3|HINT1|CCND2|RPL15|AP2S1|PSMA7|MTHFD1|PAFAH1B1|H2AZ2,0
UDAYAKUMAR_MED1_TARGETS_DN,0.0732394366197183,0.446249590566656,0.282013350011725,-0.46839886872649,-1.48653164053305,16,SLC2A3|CCNF|RHOB|HNRNPA3|MKNK2,0
WINTER_HYPOXIA_METAGENE,0.0753623188405797,0.453906380143262,0.282013350011725,-0.449731827967091,-1.43810633806106,17,SLC2A3|KRT19|DDIT4|KRT18|IGF2|VIM|GAPDH,0
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_UP,0.0773809523809524,0.454587921254588,0.282013350011725,-0.438308710842361,-1.41148496864912,18,LDB3|PDLIM5|TNNC1|MYL4|ACTA2|TPM1|TTC3|GMEB1|TAGLN|IRGQ,0
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM1,0.0773809523809524,0.454587921254588,0.282013350011725,-0.416321187044029,-1.40215155345453,21,SLC2A3|DDIT4|PDLIM7|KRT18|CD151|TGFB2|SH3BGRL3|TUBA1B,0
MARTINEZ_RESPONSE_TO_TRABECTEDIN_DN,0.0780780780780781,0.454587921254588,0.195789002148949,0.469675043841922,1.41817765769541,21,MID1IP1|PSMC6|ARPC5L|CXXC5|RPP14|HSPA8|USP22,0
REACTOME_ESR_MEDIATED_SIGNALING,0.0791476407914764,0.455751250271798,0.195789002148949,0.486635210943468,1.40534661995473,17,AGO1|HRAS|GATA3|CXXC5|CCND1,0
