pathway,fisher_pval,stouffer_pval,min_pval,n_timepoints,n_significant,mean_NES,fisher_padj
NUYTTEN_EZH2_TARGETS_DN,0.008908095351838417,0.008734794460742582,0.0044873084674076,10,0,0.011926796964128461,0.07072487824792927
DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP,0.009057736810409747,0.012215133126163145,0.0167656540226647,10,0,0.16267789348556888,0.0708396132635031
RUTELLA_RESPONSE_TO_HGF_UP,0.009771780013724474,0.02022659717659166,0.0006121751823002,10,1,-0.14829956424261867,0.07530018716458271
UDAYAKUMAR_MED1_TARGETS_DN,0.010444501363781668,0.0038590101726690656,0.0110614235810495,10,0,0.17788433731592815,0.07931766253074775
MA_RAT_AGING_UP,0.010763575917039657,0.015701757165095184,0.0063101855675207,10,0,-0.24085481481251209,0.080573054007554
LOPEZ_MBD_TARGETS,0.011071507196051867,0.004066565695085121,0.0148650234326623,10,0,-0.06888809147286024,0.0817108418412842
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,0.011559575665799413,0.007083206356462994,0.0159488205907072,10,0,-0.10357979628638266,0.08412802290109572
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN,0.012094545702359768,0.045377562716588896,0.0063579266504516,10,0,0.02012710335403369,0.08681564312378791
LU_EZH2_TARGETS_UP,0.012591397768472378,0.006281999884808325,0.0079936046625606,10,0,0.09053516112485685,0.08908634927658617
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_UP,0.012750908770503744,0.004724803046726585,0.0426997245179063,10,0,0.1834861499405147,0.08908634927658617
REACTOME_MRNA_SPLICING,0.012992936113935845,0.009276367163013631,0.0163697695864144,10,0,0.03570496791448894,0.08933630309804445
LEE_BMP2_TARGETS_DN,0.013127662859827142,0.003745424569913286,0.0408163265306122,10,0,0.1816244188958856,0.08933630309804445
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_DN,0.013817732580360571,0.009580189669241177,0.0063283869892552,10,0,-0.00910445152016568,0.09282681887319154
BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP,0.014140094310210082,0.08851288197719087,0.0007862247023467,10,0,0.1284286682002229,0.09378999263987446
DAZARD_RESPONSE_TO_UV_NHEK_UP,0.015262091618026297,1.0,0.0010541232752791,10,0,-0.304211312922143,0.09996670009807224
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,0.015673818478710765,0.004894329139429072,0.0309058795732192,10,0,-0.015265707830468721,0.10139606028203013
PUJANA_CHEK2_PCC_NETWORK,0.01610204088080511,0.0063191113290500135,0.0118918774683971,10,0,-0.02141637981724078,0.10289596855538875
BENPORATH_SOX2_TARGETS,0.016446666297202078,0.006894824081823483,0.0119295801546277,10,0,-0.1711114820782353,0.10383196553896253
HOLLMANN_APOPTOSIS_VIA_CD40_DN,0.016850438916805068,0.03379023975579556,0.0104043109818906,10,0,-0.3893832699998006,0.10511464276673639
PULVER_FOREY_PERTURB_ACCUMULATION_G1_S,0.017513247721668797,0.003582123200433602,0.0196851458726438,10,0,-0.17974923149703806,0.10796402124887589
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM1,0.018010187238950627,0.05031463396430589,0.0027954323714917,10,0,0.19489253037078896,0.10973648968848987
REACTOME_SARS_COV_1_HOST_INTERACTIONS,0.01893112845362531,0.12867646385376702,0.0059821090045259,10,0,-0.14654119070606147,0.11277590284625719
JOHNSTONE_PARVB_TARGETS_2_DN,0.018939464600134796,0.04538923321861972,0.0097913674948252,10,0,0.15446208664724367,0.11277590284625719
MARTINEZ_TP53_TARGETS_UP,0.019537309086427552,0.052006100718441896,0.0181237437654922,10,0,-0.013564049731153594,0.11502865125042738
TIEN_INTESTINE_PROBIOTICS_24HR_UP,0.019813949044074228,0.01146730202576374,0.01824672015791,10,0,-0.14909641253348566,0.11536121443438772
KOYAMA_SEMA3B_TARGETS_DN,0.020301463156559816,0.011519770104007288,0.0225084331813198,10,0,-0.12318890417752629,0.11571053369193003
RAMALHO_STEMNESS_UP,0.020315589884842677,0.04079211178839776,0.0112438427716641,10,0,0.2825093995286466,0.11571053369193003
IBRAHIM_NRF2_UP,0.020829151353693617,0.1622257272661845,0.0146107759881586,10,0,0.23731147582854098,0.11735994956274684
REACTOME_SARS_COV_1_INFECTION,0.02222131093815208,0.07164723789360156,0.0184426402454331,10,0,-0.17361778903925418,0.12387198863395416
PULVER_FOREY_CELLCYCLE_PEAKING_G2_M,0.022556287274377085,0.04055125053757257,0.0018949292337717,10,0,0.02380242136179154,0.12417408661762666
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN,0.022749450983381984,0.0901111288444959,0.0206387570206126,10,0,-0.07418860161932811,0.12417408661762666
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0.023516341794970592,0.1486465609616371,0.0024927600035563,10,0,-0.09918236791382326,0.12703673299551124
BENPORATH_CYCLING_GENES,0.024338015817357974,0.03644155759732969,0.0430686406460296,10,0,-0.07254290548857648,0.13013388049281202
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,0.025159752496164516,0.016713346834819502,0.008216110746384,10,0,-0.19854862951522984,0.13316879098980006
JIANG_MELANOMA_TRM5_CD8,0.0261517999745292,0.1650537215578723,0.003358302149494,10,0,-0.033936876996632594,0.13624209159146283
REACTOME_ESR_MEDIATED_SIGNALING,0.026260403150262873,0.018829388093842127,0.0103033195236061,10,0,-0.11850285747616987,0.13624209159146283
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_14,0.02668854821702978,0.05539797053239053,0.0103033195236061,10,0,-0.07002048247767322,0.13710587515415298
KRIEG_HYPOXIA_NOT_VIA_KDM3A,0.02697872638814048,0.008862532029571607,0.0190615210507394,10,0,-0.0009005482064514348,0.13725099638238458
CHYLA_CBFA2T3_TARGETS_UP,0.027364782072611324,0.008821858117188514,0.0162829246042703,10,0,0.00019934139110695527,0.137876401981234
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,0.028348401409375293,0.09231202312550768,0.0008035412249985,10,1,-0.214715253629931,0.1414720222715491
SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6,0.028836209075292853,0.034671912056754496,0.0005082483906757,10,1,0.04318728302944856,0.1425488071269194
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM2,0.02999033208603151,0.041794546586105395,0.0057800583942563,10,0,-0.03283619998420366,0.14585350096266494
NUYTTEN_NIPP1_TARGETS_DN,0.030086095574637702,0.1260929783306421,0.0077048533584174,10,0,-0.3856899317845378,0.14585350096266494
MARTINEZ_RESPONSE_TO_TRABECTEDIN_DN,0.030339754971241376,0.013733933267950704,0.0486425339366516,10,0,0.279099921657256,0.14585350096266494
PUJANA_BRCA1_PCC_NETWORK,0.03109096090663905,0.02291140530167236,0.0477987421383648,10,0,-0.018529898364177975,0.1481060319552624
WANG_TUMOR_INVASIVENESS_DN,0.03232880738603372,0.1570746032869434,0.0001639782601709,10,1,0.012629714197846831,0.15261527090343846
BENPORATH_NANOG_TARGETS,0.03577492464133105,0.017810591359368962,0.0255193802661027,10,0,-0.1810971337720113,0.16737554028622742
CHICAS_RB1_TARGETS_CONFLUENT,0.036133501934310856,0.17456230580815263,0.0093350294596555,10,0,-0.1004503294010016,0.16755712401397246
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13,0.036865773770293715,0.07059625898399716,0.0019432339786772,10,1,-0.22281932896956685,0.16829553556111623
REACTOME_APOPTOSIS,0.03725626359749901,0.026047447845795844,0.0276411921971634,10,0,0.005726074440295337,0.16829553556111623
REACTOME_PROGRAMMED_CELL_DEATH,0.03725626359749901,0.026047447845795844,0.0276411921971634,10,0,0.005726074440295337,0.16829553556111623
YOSHIMURA_MAPK8_TARGETS_UP,0.03877501141007505,0.07283039772775175,0.0072962067847131,10,0,-0.18286035355328104,0.17365902546050704
LEI_MYB_TARGETS,0.04078819508663441,0.024497716229237982,0.0157463169949996,10,0,-0.14572145627058639,0.18112723919827484
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP,0.04172704837553138,0.03466783879616669,0.0104146921513343,10,0,-0.30458022548847763,0.18373927183847433
KAAB_FAILED_HEART_ATRIUM_DN,0.042529374306850554,0.029167448995170975,0.0203536095417353,10,0,-0.3799908370474146,0.18571160113991408
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP,0.043376140254155815,0.046939538756434314,0.00772029394631,10,0,-0.13478105923739067,0.18683226511851186
DACOSTA_UV_RESPONSE_VIA_ERCC3_UP,0.04349911516118024,0.00890293976606723,0.0481607217287289,10,0,-0.23200086818273064,0.18683226511851186
MARTORIATI_MDM4_TARGETS_FETAL_LIVER_DN,0.04409890772381167,0.09379255023559746,0.0359949826918262,10,0,0.1093235088855635,0.18786851745753916
SENESE_HDAC3_TARGETS_UP,0.04604281850913712,0.03971616246722692,0.0441379310344828,10,0,-0.2821807860313149,0.19456803950635362
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,0.04699217319111678,1.0,0.0008917051978926,9,1,-0.047425880828352245,0.19699119001716153
REACTOME_MAPK1_MAPK3_SIGNALING,0.04943271547219107,0.29862279277650083,0.0095549717465943,10,0,-0.08149940027139156,0.20518356349513375
WP_PI3KAKT_SIGNALING,0.05090610267123435,0.030179299578754662,0.0393518518518519,10,0,-0.024067021384171206,0.20518356349513375
KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP,0.05092508141848558,1.0,0.0055573004371146,10,0,-0.2777409170741168,0.20518356349513375
WANG_SMARCE1_TARGETS_UP,0.051107351815365576,0.38120418365107905,0.0001207750158889,10,1,0.15337541127745813,0.20518356349513375
MEISSNER_NPC_HCP_WITH_H3_UNMETHYLATED,0.05123642678471215,0.11315779598057768,0.0263363571294027,10,0,0.10985959915397274,0.20518356349513375
MUELLER_PLURINET,0.05129589087378344,0.035864785239212736,0.0072427379026795,10,0,-0.002894569979974215,0.20518356349513375
HOSHIDA_LIVER_CANCER_SUBCLASS_S1,0.05279416448130696,0.05722722460092227,0.0379442391602793,10,0,0.050147698768278626,0.20957683475912764
DODD_NASOPHARYNGEAL_CARCINOMA_DN,0.05341264593866301,0.07433220242876737,0.0275636965208246,10,0,-0.17517974473039621,0.21043779302149937
GRUETZMANN_PANCREATIC_CANCER_UP,0.05550864978892007,0.13910695725180894,0.0042832119713281,10,0,0.31135739490755415,0.21706367529398596
JOHNSTONE_PARVB_TARGETS_3_UP,0.05636144593693926,0.08277006051911284,0.0182318499876494,10,0,-0.2993686203495101,0.2187659086737494
MARKEY_RB1_ACUTE_LOF_UP,0.05818041249085179,0.053617842981476135,0.0351602895553258,10,0,0.03741768269659888,0.22113222760338888
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN,0.058664061412623,0.14447553227589782,0.0060928270055875,10,0,0.14647347749355105,0.22113222760338888
JIANG_MELANOMA_TRM9_CD8,0.058974449618417725,0.5445746789467562,4.36797655737831e-05,10,1,-0.0024046576617057667,0.22113222760338888
MULLIGHAN_MLL_SIGNATURE_1_UP,0.05949193942694119,0.11934405857739877,0.0264550264550265,10,0,0.004763530033800434,0.22113222760338888
RICKMAN_METASTASIS_UP,0.05964024978327791,0.03522318517719601,0.0355329949238579,10,0,0.07218249281837053,0.22113222760338888
YOSHIMURA_MAPK8_TARGETS_DN,0.0598336144549568,0.08363250400498973,0.0166107971131869,10,0,-0.16214217761453487,0.22113222760338888
PULVER_FOREY_PERTURB_ATTRITION_G1_S,0.05992514564824661,0.04206488026596549,0.0470035252643948,10,0,0.17283705624145945,0.22113222760338888
BORCZUK_MALIGNANT_MESOTHELIOMA_UP,0.0624053924940746,0.041158949675240954,0.0321931589537223,10,0,-0.1642953315597567,0.22867430536290273
LIM_MAMMARY_STEM_CELL_UP,0.06299619621000516,0.1577700989446818,0.0138311082053413,10,0,-0.10657208646251193,0.2292361584308521
WINTER_HYPOXIA_METAGENE,0.06389870871025786,0.17823849844389855,0.0101087032104959,10,0,-0.03922595935711583,0.23091671285638016
TIEN_INTESTINE_PROBIOTICS_24HR_DN,0.06751389589299171,0.16818823320642579,0.0029729611683278,10,0,0.0278855165302073,0.24231014690361408
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP,0.06858314973503193,0.17503834924730033,0.0038475373688591,10,0,-0.09263853674793443,0.24363247577401187
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST,0.0691423634412422,0.05964226120751775,0.0266091961233171,10,0,-0.03742131920285831,0.24363247577401187
PULVER_FOREY_CELLCYCLE_PEAKING_LG1,0.06959589216238868,0.14762226238870302,0.0084010764167573,10,0,0.007041878184171924,0.24363247577401187
PULVER_FOREY_PERTURB_ACCUMULATION_G2_M,0.06974212092767515,0.02521314126676499,0.0829931972789116,10,0,0.041660336808289046,0.24363247577401187
ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN,0.0709564352455528,0.11227980856750758,0.0354611097687419,10,0,0.14241002758217863,0.24623292760708387
FUJII_YBX1_TARGETS_DN,0.07293595938412915,0.049724180892044625,0.0113934388800901,10,0,-0.08379295444239329,0.25063933893536805
PULVER_FOREY_CELLCYCLE_ENRICHED_TFS_G2_M,0.0737153275845526,0.1154709157200891,0.0338461538461538,10,0,-0.11975546213421491,0.25063933893536805
BENPORATH_ES_WITH_H3K27ME3,0.07396752400118352,0.03863796182900429,0.0179211316567456,10,0,0.3580505170712488,0.25063933893536805
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,0.07413949911256117,0.05161236571940947,0.0055497315348605,10,0,-0.3244088369742832,0.25063933893536805
PULVER_FOREY_CELLCYCLE_PEAKING_EG1,0.07490104136106447,0.17833348167157537,0.0151349900526732,10,0,-0.3359149469511796,0.25159067739229346
RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_UP,0.07856186169594011,0.032237447444801136,0.0644342595380435,10,0,-0.008857887595028124,0.2622064683354943
FORTSCHEGGER_PHF8_TARGETS_DN,0.07982226265010851,0.06048776161197919,0.043613707165109,10,0,-0.0017098456404545325,0.26472699764972696
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2,0.08119405706197175,0.04263609786189294,0.0188814600915821,10,0,0.16260467142151874,0.26670812611956013
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_DN,0.08143759576169775,0.048132720016400204,0.0237947185723022,10,0,-0.21121809192446253,0.26670812611956013
TARTE_PLASMA_CELL_VS_PLASMABLAST_UP,0.08293185548134244,0.09462579621333778,0.0103589186364983,10,0,-0.022777461352048965,0.26991485883368593
MARTINEZ_TP53_TARGETS_DN,0.08431143562556263,0.12849324283828567,0.0042496944780257,10,0,-0.05072438106452547,0.2727110633814495
ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF,0.0853763062846693,0.1569636788021369,0.03584344313423,10,0,-0.13608557905160415,0.274461254559305
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5,0.08934419763257485,0.12016945336695001,0.0059083909811168,10,0,0.20202030456394718,0.2854656070699343
KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_UP,0.09077138315315789,0.06270538042364816,0.043,10,0,0.04715022626420371,0.2876062676831711
REACTOME_HEMOSTASIS,0.09111190922787481,0.04830999391709802,0.0319131945825215,10,0,-0.12585825208222795,0.2876062676831711
REACTOME_SIGNALING_BY_NOTCH,0.09269350455993478,0.033288444203342274,0.0343244905612005,10,0,0.11278641598947628,0.2908466849665019
REACTOME_SIGNALING_BY_GPCR,0.094327455208484,0.07012746957657451,0.05293902618142,10,0,0.05035200604241681,0.294211824578843
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,0.09525942993569503,0.2349478106362058,0.0051922744571543,10,0,-0.0772325830749138,0.2947650396289769
MOHANKUMAR_HOXA1_TARGETS_UP,0.09577592439739742,0.044579796082187324,0.0356716540518763,10,0,-0.21295951986437284,0.2947650396289769
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,0.0961924079705249,0.22293143509909674,0.0065393123025655,10,0,-0.1686860031333262,0.2947650396289769
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP,0.09704062064945605,0.07380672907799671,0.0139567591218927,10,0,0.08540435955045904,0.29563537918787774
WONG_ADULT_TISSUE_STEM_MODULE,0.0989026610639499,0.11080319041676484,0.0180416473368897,10,0,0.05653155204559642,0.29915417515734066
LINDGREN_BLADDER_CANCER_CLUSTER_3_DN,0.09933745510949862,0.19286218317281228,0.0030250012418983,10,0,-0.19779483772036846,0.29915417515734066
LINDGREN_BLADDER_CANCER_CLUSTER_2B,0.10142614575502698,0.02986124349924892,0.0273122627286569,10,0,0.1313589837247562,0.30326903059842564
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,0.10186135378878419,0.07226102157367577,0.01707791213432,10,0,-0.12776776038917753,0.30326903059842564
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_TRANS,0.10415920189041111,0.10989594833070543,0.0280842527582748,10,0,-0.2551126331211101,0.30643912221934066
PULVER_FOREY_CELLCYCLE_ENRICHED_TFS_S2,0.1045530970712078,0.1288185734807326,0.0337641938951559,10,0,0.03197314394627922,0.30643912221934066
REACTOME_RRNA_PROCESSING,0.104680539842103,0.5530478818581275,0.0018316863338205,10,1,-0.016682025550068293,0.30643912221934066
FISCHER_DREAM_TARGETS,0.10562701101790722,0.27656164195709,0.0039903460785081,10,0,0.16963257369419943,0.30672746838777887
FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN,0.10594975530188545,0.0880061559322749,0.0147302730265137,10,0,0.007223295218231706,0.30672746838777887
BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP,0.1069042124376556,0.14288668687372286,0.0199716836284847,10,0,0.0166072534300691,0.3077901500952282
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,0.10794362792845398,0.6044106798941004,0.0009288510886791,10,0,0.11796438113521998,0.3090844865273764
REACTOME_CELL_CYCLE_CHECKPOINTS,0.1089138325153439,0.0399795428002598,0.0310344827586207,10,0,-0.005070205527851246,0.3101676534676098
REACTOME_AUTOPHAGY,0.11069552470033775,0.09154528824885838,0.0349627277312244,10,0,-0.1410588505766533,0.312973980002537
ZWANG_EGF_INTERVAL_DN,0.1110938173291448,0.0382124001588704,0.074468085106383,10,0,0.04277890236113772,0.312973980002537
LINDGREN_BLADDER_CANCER_CLUSTER_1_DN,0.11199033568215727,0.09389605158803427,0.0489073881373569,10,0,-0.27577126762127924,0.3138124914302161
MOOTHA_MITOCHONDRIA,0.11481391128918987,0.15503344440201755,0.0464099881233717,10,0,-0.12316501105791262,0.31991527503383743
NABA_MATRISOME_ASSOCIATED,0.11599981346646777,0.12623611632101728,0.0271463178590995,10,0,0.05690683646321586,0.31991527503383743
NABA_MATRISOME,0.11599981346646777,0.12623611632101728,0.0271463178590995,10,0,0.05690683646321586,0.31991527503383743
SANSOM_APC_MYC_TARGETS,0.1169884705443021,0.33121476061209104,0.0073672324069256,10,0,-0.2307624259194573,0.32095266264510103
ONKEN_UVEAL_MELANOMA_DN,0.1186214233175317,0.3163754272645698,0.0017065539040614,10,0,-0.4118269320417721,0.32290530734655515
OISHI_CHOLANGIOMA_STEM_CELL_LIKE_DN,0.118932679995964,0.22854960159473503,0.0400610185453783,10,0,-0.19587125845531342,0.32290530734655515
PUJANA_BRCA2_PCC_NETWORK,0.12302035291546635,0.060543017704790994,0.0101623318215791,10,0,-0.13075008739178928,0.3322817779778576
BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP,0.1262970029847035,0.05712669143347607,0.0401606425702811,10,0,0.040476222802525455,0.3379440752203026
DIAZ_CHRONIC_MYELOGENOUS_LEUKEMIA_UP,0.12640656248698343,0.036084099578378666,0.0829170829170829,10,0,-0.19557794623161728,0.3379440752203026
GRESHOCK_CANCER_COPY_NUMBER_UP,0.1285775427727442,0.20998270568483268,0.0039486097332168,10,0,-0.164903210127172,0.34089532735667444
REACTOME_INTERFERON_SIGNALING,0.1288115931614915,0.0651571897527793,0.0238640286436999,10,0,0.10479541998895356,0.34089532735667444
LINDGREN_BLADDER_CANCER_CLUSTER_3_UP,0.12970991994653808,0.0765030083858259,0.0402761795166859,10,0,0.2789221653042591,0.341547728904452
REACTOME_CILIUM_ASSEMBLY,0.13267507664765735,0.09695930674047037,0.0247647953469477,10,0,-0.1919564730767845,0.34704273985269524
DARWICHE_PAPILLOMA_RISK_LOW_DN,0.1331213563175415,0.13343764490215987,0.0289351851851852,10,0,-0.2086416914192002,0.34704273985269524
MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP,0.13737512340183258,0.05307588957829841,0.072992700729927,10,0,-0.4677004727445374,0.3553021595692804
MARTINEZ_RB1_TARGETS_UP,0.13889926784848478,0.08204363326416869,0.0548628428927681,10,0,-0.20626576743497868,0.3553021595692804
SWEET_LUNG_CANCER_KRAS_UP,0.1389207463193549,0.17338446755184017,0.0374100927664638,10,0,-0.07277582398092161,0.3553021595692804
NIKOLSKY_BREAST_CANCER_17Q21_Q25_AMPLICON,0.1390017990681345,0.40998167178723954,0.0278543124453485,10,0,0.033312328640885645,0.3553021595692804
KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3,0.1419380603546969,0.07922233551906627,0.0154885397510088,10,0,-0.008977898206631928,0.36104632828087946
REACTOME_DNA_REPAIR,0.14264118437013898,0.066958428096451,0.0321767795863005,10,0,-0.04129511067340073,0.3610820319321392
HAN_SATB1_TARGETS_UP,0.146955922238294,0.2942931499545618,0.030897275942006,10,0,-0.014764713715098177,0.37021588102339453
WP_MIRTARGETED_GENES_IN_LYMPHOCYTES,0.14848483671689167,0.10921987289370522,0.0661914460285132,10,0,-0.3918773115882928,0.3722777724385226
KOBAYASHI_EGFR_SIGNALING_24HR_DN,0.14954930675915634,0.15238585966767448,0.013806299809105,10,0,0.19022068999092276,0.3731611273418949
PARENT_MTOR_SIGNALING_UP,0.1513004621979647,0.06304449491192161,0.078125,10,0,-0.2015252608255876,0.37574143218831046
PATIL_LIVER_CANCER,0.15312128607781436,0.16675503266793373,0.038781163434903,10,0,0.004398535587337038,0.37787917931384174
JOHNSTONE_PARVB_TARGETS_3_DN,0.15360355953024482,0.09581590417449914,0.048,10,0,0.017798274756357556,0.37787917931384174
WP_CILIARY_LANDSCAPE,0.15795777803651176,0.12738472047548877,0.0092866355984455,10,0,0.004914216756678224,0.3867751200520194
RHEIN_ALL_GLUCOCORTICOID_THERAPY_DN,0.1593805332809756,0.05255470823108899,0.112970711297071,10,0,-0.20542033229590917,0.38844371832200564
WP_FOCAL_ADHESION,0.16267197103996509,0.2525247205307113,0.0046214365208045,10,0,0.11062944585476635,0.39281157983844106
KEGG_FOCAL_ADHESION,0.16267197103996509,0.2525247205307113,0.0046214365208045,10,0,0.11062944585476635,0.39281157983844106
TOYOTA_TARGETS_OF_MIR34B_AND_MIR34C,0.16788537496679237,0.09074938334967875,0.0313392153583972,10,0,-0.03198544339022928,0.4007109694258542
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,0.1679592630871984,0.0804480950626727,0.0183008804363596,10,0,-0.3547998995856797,0.4007109694258542
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1,0.16823742991161816,0.1874553844159731,0.0316382260824979,10,0,0.18292784821623692,0.4007109694258542
KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_DN,0.17320953337436035,0.0721047261311644,0.0497354497354497,10,0,-0.3404837134764981,0.40996889423599625
SENESE_HDAC1_AND_HDAC2_TARGETS_DN,0.17368911168013582,0.40761269752888807,0.023818699281991,10,0,0.12053637976963705,0.40996889423599625
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN,0.17671553085635172,0.1377152382136288,0.0834782608695652,10,0,-0.09221310432871757,0.4134514962348661
JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_DN,0.17674262434467558,0.12925262158521528,0.0434782608695652,10,0,-0.22045377853879528,0.4134514962348661
RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_UP,0.17903976259538068,0.3413171921282131,0.005649885925617,10,0,0.1061661989072031,0.41696371377768654
BENPORATH_EED_TARGETS,0.18303062814469864,0.15585663546973427,0.015084480963422,10,0,-0.3640253785427781,0.42437189888416854
SCHLOSSER_SERUM_RESPONSE_DN,0.1865623904385002,0.28838520655173117,0.0227350791924131,10,0,-0.1433749627586296,0.4299049003744761
DARWICHE_PAPILLOMA_RISK_HIGH_DN,0.18705785741484837,0.12045591041585618,0.0345224395857307,10,0,-0.19849769263036515,0.4299049003744761
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION,0.19510765377176134,0.15698193904456698,0.0837537840565086,10,0,-0.35230156121099426,0.44644720775721813
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,0.19667579281122108,0.17493920001685764,0.050656660412758,10,0,-0.19646287189329703,0.44807876275252106
LEE_LIVER_CANCER_SURVIVAL_DN,0.1983249064634556,0.4722597743853099,0.0076014465564596,10,0,-0.03126418104755009,0.44987987440195126
BAELDE_DIABETIC_NEPHROPATHY_DN,0.19991055689130965,0.2641163847086645,0.0508797144634003,10,0,0.029165742014169393,0.4503727222989994
PULVER_FOREY_CELLCYCLE_ENRICHED_TFS_G2,0.2004446941380623,0.20039351185136361,0.0555284983418584,10,0,0.035004963040005624,0.4503727222989994
MARTINEZ_RB1_AND_TP53_TARGETS_UP,0.20112064316405698,0.12358087487796832,0.0934673366834171,10,0,-0.20992385490793128,0.4503727222989994
BENPORATH_SUZ12_TARGETS,0.2024944589004454,0.08207122558587265,0.143455497382199,10,0,-0.014618765072208962,0.4515195594205676
REACTOME_NEUTROPHIL_DEGRANULATION,0.20428240865580802,0.10937897639960903,0.0414181473886085,10,0,-0.02196759398898197,0.45265442526768873
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_UP,0.20497543493982578,0.593684827639171,0.0017506588071497,10,1,-0.1488821890595152,0.45265442526768873
REACTOME_M_PHASE,0.20666654130268575,0.12814252862146014,0.0860058309037901,10,0,-0.0414731795277294,0.45265442526768873
WEI_MYCN_TARGETS_WITH_E_BOX,0.20707464808082818,0.2524616586882751,0.0464807436918991,10,0,-0.008900156447839213,0.45265442526768873
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_UP,0.20732263752718566,0.1440793337336554,0.0259608399641542,10,0,0.07759006081645414,0.45265442526768873
JIANG_MELANOMA_TRM1_CD8,0.21074685181422456,0.07727960078667512,0.0761245674740485,10,0,-0.03849210364353178,0.4570014277876392
KONIGORSKI_INCREASED_SUBCUTANEOUS_ADIPOSE_TISSUE_MASS_UP,0.2110579113065051,0.2081729334226769,0.0725126475548061,10,0,-0.07920202946897092,0.4570014277876392
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP,0.21339019031332956,0.225293655815145,0.0157424583655236,10,0,-0.12078439581731278,0.4595967639552481
DACOSTA_UV_RESPONSE_VIA_ERCC3_DN,0.21421922324183673,0.1577948945143075,0.024826262375882,10,0,0.1379904049384876,0.4595967639552481
FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_UP,0.21488779994090798,0.20054940917448238,0.0173286286231673,10,0,-0.13440461511028914,0.4595967639552481
MONNIER_POSTRADIATION_TUMOR_ESCAPE_UP,0.2159321474211477,0.45493397061772706,0.0161652191103375,10,0,-0.044626472100900996,0.45992657707046364
