,25L007999,25L008000,25L008001,25L008011,25L008012,25L008013
ENSMUSG00000030374,0,30,0,0,0,0
ENSMUSG00000030376,0,0,0,6,0,0
ENSMUSG00000030380,0,2,0,0,0,0
ENSMUSG00000030386,0,44,0,0,1,0
ENSMUSG00000030393,0,1,0,0,13,0
ENSMUSG00000030397,0,97,0,96,78,0
ENSMUSG00000030400,0,0,0,116,5,0
ENSMUSG00000030401,9,1291,80,1430,207,0
ENSMUSG00000030402,0,4,0,0,0,0
ENSMUSG00000030403,0,47,0,13,0,0
ENSMUSG00000030406,0,3,0,0,0,0
ENSMUSG00000030407,0,4,0,0,4,0
ENSMUSG00000030410,11,565,1996,328,44,0
ENSMUSG00000030411,2,48,0,11,8,0
ENSMUSG00000030417,10,620,91,276,21,5
ENSMUSG00000030421,0,301,0,101,65,0
ENSMUSG00000030423,0,37,939,32,0,0
ENSMUSG00000030428,0,106,199,197,122,0
ENSMUSG00000030431,0,65,0,43,24,0
ENSMUSG00000030432,5,152,854,515,46,0
ENSMUSG00000030435,0,9,0,110,0,0
ENSMUSG00000030443,0,1,0,0,0,0
ENSMUSG00000030446,0,28,0,0,0,0
ENSMUSG00000030447,0,37,14,17,2,0
ENSMUSG00000030450,0,8,0,0,0,0
ENSMUSG00000030451,0,11,0,21,0,0
ENSMUSG00000030452,0,231,29,581,60,0
ENSMUSG00000030465,0,847,8,3011,306,0
ENSMUSG00000030469,0,340,0,74,0,4
ENSMUSG00000030471,0,0,0,0,8,0
ENSMUSG00000030491,0,5,0,0,0,0
ENSMUSG00000030493,0,38,0,14,33,0
ENSMUSG00000030494,0,7,0,2,2,0
ENSMUSG00000030495,0,0,0,2,0,0
ENSMUSG00000030498,0,0,0,9,0,0
ENSMUSG00000030499,0,25,0,7,21,0
ENSMUSG00000030500,0,0,0,34,0,0
ENSMUSG00000030505,0,90,0,0,0,0
ENSMUSG00000030509,0,332,0,300,7,0
ENSMUSG00000030510,0,9,0,0,0,0
ENSMUSG00000030512,0,223,0,14,2,0
ENSMUSG00000030513,0,0,0,0,2,0
ENSMUSG00000030515,0,36,0,9,4,0
ENSMUSG00000030516,0,38,466,1,0,0
ENSMUSG00000030518,0,0,0,127,4,0
ENSMUSG00000030519,20,302,817,254,126,0
ENSMUSG00000030522,0,134,0,0,0,0
ENSMUSG00000030527,0,16,0,40,41,0
ENSMUSG00000030530,0,28,0,0,70,0
ENSMUSG00000030532,0,8,11,0,0,0
ENSMUSG00000030533,0,10,1,100,0,0
ENSMUSG00000030534,0,0,0,9,0,0
ENSMUSG00000030536,0,39,0,0,0,0
ENSMUSG00000030538,0,117,0,125,0,0
ENSMUSG00000030539,0,7,0,0,3,0
ENSMUSG00000030543,0,2,0,0,0,0
ENSMUSG00000030544,0,21,0,0,0,0
ENSMUSG00000030545,0,5,0,0,2,0
ENSMUSG00000030546,0,19,0,9,0,0
ENSMUSG00000030554,0,36,0,234,16,0
ENSMUSG00000030556,0,87,1,16,21,0
ENSMUSG00000030557,3,151,0,293,24,0
ENSMUSG00000030583,0,1,0,0,0,0
ENSMUSG00000030584,0,245,0,988,26,0
ENSMUSG00000030587,0,0,0,0,1,0
ENSMUSG00000030588,0,0,0,0,4,0
ENSMUSG00000030589,0,0,0,5,2,0
ENSMUSG00000030590,4,16,0,123,33,0
ENSMUSG00000030591,0,493,0,508,73,3
ENSMUSG00000030595,0,14,164,0,132,0
ENSMUSG00000030598,0,48,0,0,0,0
ENSMUSG00000030600,0,32,0,0,6,0
ENSMUSG00000030603,0,403,0,3,0,0
ENSMUSG00000030604,0,46,0,0,0,0
ENSMUSG00000030609,56,343,0,300,50,9
ENSMUSG00000030610,0,0,0,0,2,0
ENSMUSG00000030611,0,31,0,70,3,0
ENSMUSG00000030612,0,470,0,45,44,0
ENSMUSG00000030613,0,12,0,0,0,0
ENSMUSG00000030614,0,31,0,0,0,46
ENSMUSG00000030615,0,117,0,25,6,0
ENSMUSG00000030616,0,14,0,2,0,0
ENSMUSG00000030617,0,27,0,0,0,0
ENSMUSG00000030619,0,16,1,2,0,0
ENSMUSG00000030621,0,0,5,0,0,0
ENSMUSG00000030629,0,15,0,0,2,0
ENSMUSG00000030630,0,0,0,20,21,0
ENSMUSG00000030638,0,58,69,9,2,0
ENSMUSG00000030643,0,91,0,54,0,0
ENSMUSG00000030647,0,61,626,14,4,0
ENSMUSG00000030649,0,179,0,236,23,0
ENSMUSG00000030652,0,140,0,629,75,0
ENSMUSG00000030653,0,47,0,43,59,0
ENSMUSG00000030654,33,522,7,69,38,0
ENSMUSG00000030655,0,24,0,11,0,0
ENSMUSG00000030657,0,5,0,0,0,0
ENSMUSG00000030659,0,14,0,39,35,0
ENSMUSG00000030660,0,1,1,37,4,0
ENSMUSG00000030662,0,157,0,44,15,0
ENSMUSG00000030663,23,147,6,305,48,0
ENSMUSG00000030671,0,7,0,0,0,0
ENSMUSG00000030677,0,13,0,1,0,0
ENSMUSG00000030678,0,403,0,895,22,0
ENSMUSG00000030680,14,99,441,9,6,0
ENSMUSG00000030681,0,0,0,10,0,0
ENSMUSG00000030682,0,453,31,227,134,0
ENSMUSG00000030683,0,4,0,0,1,0
ENSMUSG00000030685,0,44,0,3,17,0
ENSMUSG00000030688,0,9,0,92,10,0
ENSMUSG00000030689,0,274,0,191,68,0
ENSMUSG00000030691,0,6,0,935,5,0
ENSMUSG00000030695,0,247,0,129,45,0
ENSMUSG00000030704,0,673,164,658,25,0
ENSMUSG00000030706,0,422,668,373,53,0
ENSMUSG00000030707,0,6,0,31,1,0
ENSMUSG00000030714,18,0,0,21,2,0
ENSMUSG00000030718,0,1,166,27,24,0
ENSMUSG00000030720,0,0,0,28,0,0
ENSMUSG00000030722,0,0,0,7,0,0
ENSMUSG00000030725,0,86,0,8,3,0
ENSMUSG00000030726,0,8,0,309,0,0
ENSMUSG00000030727,0,0,0,0,19,0
ENSMUSG00000030729,5,2371,27,1458,196,0
ENSMUSG00000030731,0,37,0,0,32,0
ENSMUSG00000030733,0,305,0,112,4,0
ENSMUSG00000030738,0,158,0,0,0,0
ENSMUSG00000030739,0,48,0,133,9,0
ENSMUSG00000030741,0,11,0,0,2,0
ENSMUSG00000030742,0,0,0,271,0,0
ENSMUSG00000030744,6,511,0,427,62,0
ENSMUSG00000030747,0,249,0,22,79,0
ENSMUSG00000030750,0,88,73,570,20,0
ENSMUSG00000030751,0,199,0,261,32,0
ENSMUSG00000030752,0,0,0,0,1,0
ENSMUSG00000030753,0,478,0,73,51,0
ENSMUSG00000030754,0,0,0,0,6,0
ENSMUSG00000030757,0,7,0,0,8,0
ENSMUSG00000030759,0,2,0,4,0,0
ENSMUSG00000030760,0,81,24,16,46,0
ENSMUSG00000030763,62,641,0,1192,77,0
ENSMUSG00000030768,0,41,0,205,0,0
ENSMUSG00000030770,0,45,0,0,0,0
ENSMUSG00000030772,0,118,0,15,4,0
ENSMUSG00000030774,10,494,0,101,61,0
ENSMUSG00000030779,0,118,0,8,0,0
ENSMUSG00000030780,0,0,0,1,0,0
ENSMUSG00000030782,0,109,58,165,79,0
ENSMUSG00000030785,0,31,0,251,44,0
ENSMUSG00000030787,0,2,0,0,0,0
ENSMUSG00000030788,0,221,0,659,56,0
ENSMUSG00000030795,0,6,85,1,0,0
ENSMUSG00000030801,0,30,0,0,5,0
ENSMUSG00000030802,0,2,0,0,0,0
ENSMUSG00000030804,0,1,0,0,2,0
ENSMUSG00000030805,0,143,0,46,9,0
ENSMUSG00000030806,0,146,0,198,19,0
ENSMUSG00000030811,2,316,0,32,13,0
ENSMUSG00000030814,5,363,0,112,22,0
ENSMUSG00000030815,0,66,0,41,35,0
ENSMUSG00000030816,0,4,0,11,0,0
ENSMUSG00000030822,0,13,0,2,0,0
ENSMUSG00000030823,0,0,23,0,0,0
ENSMUSG00000030824,0,8,0,0,0,0
ENSMUSG00000030826,0,0,0,48,1,0
ENSMUSG00000030835,0,380,0,16,26,62
ENSMUSG00000030839,0,3,0,4,0,0
ENSMUSG00000030842,16,2061,79,3037,187,23
ENSMUSG00000030844,0,0,0,64,5,0
ENSMUSG00000030846,0,86,0,18,25,0
ENSMUSG00000030850,0,48,2,70,13,0
ENSMUSG00000030852,0,12,12,39,13,0
ENSMUSG00000030854,0,597,0,713,0,0
ENSMUSG00000030861,0,6,0,67,1,0
ENSMUSG00000030867,0,0,0,0,0,1
ENSMUSG00000030868,0,277,0,385,42,0
ENSMUSG00000030869,3,64,3,482,10,0
ENSMUSG00000030870,0,8,155,623,173,1
ENSMUSG00000030871,0,9,0,0,0,0
ENSMUSG00000030872,0,99,0,1,38,0
ENSMUSG00000030876,4,248,0,327,28,0
ENSMUSG00000030879,0,100,0,333,6,0
ENSMUSG00000030880,0,27,0,7,12,0
ENSMUSG00000030881,0,212,0,89,8,0
ENSMUSG00000030884,0,264,0,707,26,0
ENSMUSG00000030887,0,28,0,2,0,0
ENSMUSG00000030888,0,29,0,31,7,0
ENSMUSG00000030890,2,362,0,191,153,0
ENSMUSG00000030894,0,3,0,0,0,0
ENSMUSG00000030898,0,0,0,24,0,0
ENSMUSG00000030905,0,25,0,14,1,0
ENSMUSG00000030917,0,133,0,0,0,0
ENSMUSG00000030922,0,89,0,32,1,0
ENSMUSG00000030924,0,22,0,0,0,0
ENSMUSG00000030929,0,4,0,105,0,0
ENSMUSG00000030930,0,0,0,312,0,0
ENSMUSG00000030934,0,26,0,53,0,0
ENSMUSG00000030935,0,0,0,3,0,0
ENSMUSG00000030942,5,428,0,217,37,0
ENSMUSG00000030946,0,0,0,213,10,0
ENSMUSG00000030956,0,230,0,5,10,0
ENSMUSG00000030960,0,34,0,3,23,0
ENSMUSG00000030965,0,27,0,0,0,0
ENSMUSG00000030967,0,187,128,3,61,0
ENSMUSG00000030970,0,50,0,38,4,0
ENSMUSG00000030979,0,6,0,4,38,0
ENSMUSG00000030980,0,159,0,30,19,0
ENSMUSG00000030982,0,151,0,36,5,0
ENSMUSG00000030983,0,4,175,0,0,0
ENSMUSG00000030986,0,6,0,0,128,0
ENSMUSG00000030987,0,124,0,120,3,0
ENSMUSG00000030990,0,574,0,59,24,0
ENSMUSG00000031007,0,281,9,230,0,0
ENSMUSG00000031010,0,14,0,10,11,0
ENSMUSG00000031012,0,70,0,84,28,0
ENSMUSG00000031021,0,206,0,391,25,0
ENSMUSG00000031023,0,18,0,66,5,0
ENSMUSG00000031026,0,30,0,0,2,0
ENSMUSG00000031027,0,0,0,0,13,0
ENSMUSG00000031028,0,94,0,17,8,0
ENSMUSG00000031029,0,302,0,84,51,5
ENSMUSG00000031059,0,198,0,74,29,0
ENSMUSG00000031065,0,381,0,70,179,0
ENSMUSG00000031066,0,56,0,42,19,0
ENSMUSG00000031068,30,736,704,339,129,7
ENSMUSG00000031072,0,0,0,13,0,0
ENSMUSG00000031078,0,360,2,27,75,0
ENSMUSG00000031099,0,66,0,12,0,0
ENSMUSG00000031104,0,34,0,0,0,0
ENSMUSG00000031105,0,231,0,120,0,0
ENSMUSG00000031107,0,24,0,112,1,0
ENSMUSG00000031109,0,7,0,0,0,0
ENSMUSG00000031129,0,7,0,0,0,0
ENSMUSG00000031134,0,18,0,0,1,0
ENSMUSG00000031137,0,123,0,81,22,0
ENSMUSG00000031143,0,31,0,29,0,0
ENSMUSG00000031144,0,17,0,0,87,0
ENSMUSG00000031145,0,2,0,4,0,0
ENSMUSG00000031146,0,102,0,596,87,0
ENSMUSG00000031148,0,71,0,0,5,0
ENSMUSG00000031149,0,202,45,1,19,0
ENSMUSG00000031150,0,18,0,9,0,0
ENSMUSG00000031153,0,37,0,15,0,0
ENSMUSG00000031154,0,35,0,0,84,0
ENSMUSG00000031155,0,55,0,53,32,0
ENSMUSG00000031156,0,3,0,0,0,0
ENSMUSG00000031157,0,29,0,5,0,0
ENSMUSG00000031158,0,521,0,261,30,0
ENSMUSG00000031161,8,34,0,0,0,0
ENSMUSG00000031165,0,0,0,0,2,0
ENSMUSG00000031166,0,69,0,1002,45,0
ENSMUSG00000031167,5,370,0,76,5,0
ENSMUSG00000031168,0,156,0,0,0,0
ENSMUSG00000031171,0,13,0,0,0,0
ENSMUSG00000031174,0,55,11,3,0,0
ENSMUSG00000031176,3,752,0,762,92,0
ENSMUSG00000031189,0,8,1,0,0,0
ENSMUSG00000031197,0,113,0,42,8,0
ENSMUSG00000031198,0,102,0,25,5,0
ENSMUSG00000031200,0,0,0,0,13,0
ENSMUSG00000031201,0,23,0,8,9,0
ENSMUSG00000031202,0,186,0,41,0,0
ENSMUSG00000031210,0,4,0,0,0,0
ENSMUSG00000031214,0,40,0,0,0,0
ENSMUSG00000031217,0,7,0,0,4,0
ENSMUSG00000031221,0,13,205,0,0,0
ENSMUSG00000031224,0,14,0,0,0,0
ENSMUSG00000031226,0,164,0,8,0,0
ENSMUSG00000031227,0,58,0,206,15,0
ENSMUSG00000031229,0,34,0,59,6,0
ENSMUSG00000031231,0,169,0,203,9,0
ENSMUSG00000031232,0,20,0,65,0,0
ENSMUSG00000031242,0,11,0,0,0,0
ENSMUSG00000031246,2,499,6,161,0,2
ENSMUSG00000031256,0,1,0,0,0,0
ENSMUSG00000031266,0,0,21,0,0,0
ENSMUSG00000031278,0,2,0,10,1,0
ENSMUSG00000031284,0,409,0,127,20,0
ENSMUSG00000031285,0,473,19,154,58,2
ENSMUSG00000031286,0,5,0,11,0,0
ENSMUSG00000031290,0,8,0,0,0,0
ENSMUSG00000031292,16,894,14,1947,126,13
ENSMUSG00000031298,0,0,0,4,0,0
ENSMUSG00000031299,0,573,0,275,17,0
ENSMUSG00000031302,0,87,21,252,17,0
ENSMUSG00000031303,0,6,0,1,0,0
ENSMUSG00000031309,0,40,0,153,22,0
ENSMUSG00000031310,0,239,0,151,7,0
ENSMUSG00000031311,0,77,0,66,43,0
ENSMUSG00000031314,0,14,0,10,0,0
ENSMUSG00000031320,11,1711,255,1051,129,0
ENSMUSG00000031327,0,93,24,51,21,0
ENSMUSG00000031328,0,64,0,10,0,0
ENSMUSG00000031342,0,93,0,0,15,0
ENSMUSG00000031347,0,45,0,33,15,0
ENSMUSG00000031349,0,445,0,59,54,36
ENSMUSG00000031352,0,20,0,0,0,0
ENSMUSG00000031353,0,136,0,7,9,0
ENSMUSG00000031357,0,8,0,0,0,0
ENSMUSG00000031358,0,145,0,56,10,5
ENSMUSG00000031360,0,17,0,0,0,0
ENSMUSG00000031365,0,0,0,76,4,0
ENSMUSG00000031367,0,19,0,7,0,0
ENSMUSG00000031370,0,98,0,36,16,0
ENSMUSG00000031371,0,0,0,101,0,0
ENSMUSG00000031373,0,33,0,4,0,0
ENSMUSG00000031376,0,0,0,31,0,0
ENSMUSG00000031378,0,4,0,0,0,0
ENSMUSG00000031380,0,10,0,0,0,0
ENSMUSG00000031381,0,11,0,0,0,0
ENSMUSG00000031386,0,1,0,0,0,0
ENSMUSG00000031388,0,496,0,1,43,0
ENSMUSG00000031389,0,6,0,0,0,0
ENSMUSG00000031391,0,232,0,83,53,0
ENSMUSG00000031392,0,26,0,50,11,0
ENSMUSG00000031393,0,105,0,108,35,0
ENSMUSG00000031400,0,0,0,0,1,0
ENSMUSG00000031403,36,95,3,122,2,0
ENSMUSG00000031409,0,78,0,48,23,0
ENSMUSG00000031422,0,59,0,191,43,0
ENSMUSG00000031428,0,706,222,3225,81,3
ENSMUSG00000031429,21,190,0,43,52,0
ENSMUSG00000031431,0,46,0,6,17,0
ENSMUSG00000031432,0,410,0,102,1,0
ENSMUSG00000031433,0,8,0,0,0,0
ENSMUSG00000031434,1,1,0,7,0,0
ENSMUSG00000031438,0,3,0,0,0,0
ENSMUSG00000031441,0,33,10,32,6,0
ENSMUSG00000031442,0,0,0,155,0,0
ENSMUSG00000031444,0,0,0,1,0,0
ENSMUSG00000031446,0,3,0,4,3,11
ENSMUSG00000031447,22,771,0,351,73,0
ENSMUSG00000031451,0,0,0,0,5,0
ENSMUSG00000031453,0,29,0,401,0,0
ENSMUSG00000031458,0,377,0,225,26,0
ENSMUSG00000031461,0,1,0,0,0,0
ENSMUSG00000031467,0,107,32,133,110,0
ENSMUSG00000031479,0,31,37,122,3,0
ENSMUSG00000031482,0,76,0,10,0,0
ENSMUSG00000031483,0,2,19,0,3,0
ENSMUSG00000031485,0,25,0,15,55,2
ENSMUSG00000031486,0,0,0,0,25,0
ENSMUSG00000031487,0,24,0,0,13,0
ENSMUSG00000031490,18,105,0,34,0,0
ENSMUSG00000031505,0,631,271,487,75,0
ENSMUSG00000031506,0,1,0,0,0,0
ENSMUSG00000031508,0,53,0,30,43,0
ENSMUSG00000031511,0,216,0,41,16,0
ENSMUSG00000031513,0,605,1084,295,159,0
ENSMUSG00000031516,0,85,817,248,14,0
ENSMUSG00000031517,0,461,0,176,19,0
ENSMUSG00000031519,0,109,0,1,0,0
ENSMUSG00000031523,0,4,14,9,27,0
ENSMUSG00000031527,0,22,0,11,17,0
ENSMUSG00000031529,0,134,0,162,64,0
ENSMUSG00000031530,0,0,117,0,14,0
ENSMUSG00000031532,0,185,789,45,26,0
ENSMUSG00000031533,0,28,0,0,0,0
ENSMUSG00000031534,0,44,0,258,88,0
ENSMUSG00000031536,7,247,0,119,2,0
ENSMUSG00000031537,0,22,0,96,0,0
ENSMUSG00000031538,0,25,0,0,0,0
ENSMUSG00000031539,0,89,0,13,24,7
ENSMUSG00000031540,0,49,0,3,26,0
ENSMUSG00000031545,0,215,0,826,46,0
ENSMUSG00000031546,0,93,0,556,2,0
ENSMUSG00000031548,0,6,0,0,0,0
ENSMUSG00000031549,0,0,0,2,4,0
ENSMUSG00000031555,0,0,0,43,0,0
ENSMUSG00000031556,0,550,13945,248,28,0
ENSMUSG00000031557,0,7,0,0,0,0
ENSMUSG00000031561,0,10,0,10,6,0
ENSMUSG00000031562,0,39,0,0,0,0
ENSMUSG00000031563,0,96,0,73,17,0
ENSMUSG00000031565,0,95,0,0,0,0
ENSMUSG00000031568,0,123,0,141,9,0
ENSMUSG00000031570,0,141,1,107,91,0
ENSMUSG00000031574,0,14,0,6,0,0
ENSMUSG00000031575,0,139,0,11,1,0
ENSMUSG00000031576,0,84,0,0,7,0
ENSMUSG00000031577,0,20,0,0,11,0
ENSMUSG00000031578,0,83,0,5,12,0
ENSMUSG00000031583,0,1,0,0,0,0
ENSMUSG00000031584,0,1,0,0,5,0
ENSMUSG00000031585,0,239,0,67,7,0
ENSMUSG00000031590,0,0,0,0,4,0
ENSMUSG00000031591,0,34,0,0,0,0
ENSMUSG00000031592,0,26,0,51,12,0
ENSMUSG00000031600,0,495,22,153,25,0
ENSMUSG00000031601,0,80,30,11,1,0
ENSMUSG00000031603,0,0,0,0,4,0
ENSMUSG00000031604,0,478,84,183,1,0
ENSMUSG00000031605,0,42,0,345,27,0
ENSMUSG00000031609,0,3,0,0,0,0
ENSMUSG00000031617,0,109,0,0,0,0
ENSMUSG00000031618,0,0,0,1,0,0
ENSMUSG00000031622,0,2,0,0,0,0
ENSMUSG00000031626,0,35,0,53,45,0
ENSMUSG00000031627,0,36,0,48,24,0
ENSMUSG00000031628,0,430,0,21,4,0
ENSMUSG00000031629,0,0,0,105,0,0
ENSMUSG00000031631,0,99,0,3,39,0
ENSMUSG00000031633,152,5081,5157,1427,319,3
ENSMUSG00000031634,0,12,9,5,7,0
ENSMUSG00000031641,0,12,0,5,9,0
ENSMUSG00000031642,0,52,0,0,26,0
ENSMUSG00000031644,0,0,0,28,0,0
ENSMUSG00000031647,0,210,11,97,5,0
ENSMUSG00000031652,0,46,0,127,169,0
ENSMUSG00000031654,0,15,0,4,0,0
ENSMUSG00000031657,0,0,0,0,6,0
ENSMUSG00000031660,0,87,0,0,14,0
ENSMUSG00000031661,0,81,0,0,5,0
ENSMUSG00000031662,0,3,0,1,0,0
ENSMUSG00000031666,0,18,0,0,0,0
ENSMUSG00000031667,0,1466,203,465,63,0
ENSMUSG00000031668,0,0,0,5,0,0
ENSMUSG00000031671,0,1,0,26,0,0
ENSMUSG00000031672,0,243,155,597,7,0
ENSMUSG00000031681,0,69,0,6,37,0
ENSMUSG00000031683,0,1564,39,386,66,0
ENSMUSG00000031684,0,85,0,0,2,0
ENSMUSG00000031691,0,120,0,137,23,0
ENSMUSG00000031696,0,87,0,0,0,0
ENSMUSG00000031697,2,11,0,46,9,7
ENSMUSG00000031700,0,0,0,2,0,0
ENSMUSG00000031701,0,316,0,42,19,0
ENSMUSG00000031703,0,59,0,30,1,0
ENSMUSG00000031706,0,2,0,13,0,0
ENSMUSG00000031708,23,648,1,160,72,0
ENSMUSG00000031709,0,132,0,83,4,3
ENSMUSG00000031711,0,535,14,271,46,0
ENSMUSG00000031715,0,0,631,7,0,0
ENSMUSG00000031723,0,25,0,0,0,0
ENSMUSG00000031728,0,215,0,167,3,0
ENSMUSG00000031729,0,480,3307,37,1,0
ENSMUSG00000031730,0,1,35,0,1,0
ENSMUSG00000031731,0,42,0,7,14,0
ENSMUSG00000031732,0,47,18,598,36,0
ENSMUSG00000031748,16,3731,6128,8533,1004,11
ENSMUSG00000031749,0,170,13,0,10,0
ENSMUSG00000031750,0,9,0,280,0,0
ENSMUSG00000031751,0,95,0,44,6,0
ENSMUSG00000031753,0,0,0,6,4,0
ENSMUSG00000031754,0,182,0,247,13,0
ENSMUSG00000031758,0,0,0,0,129,0
ENSMUSG00000031760,5,387,0,321,272,10
ENSMUSG00000031762,0,22,12,12,0,0
ENSMUSG00000031765,0,338,23,522,133,1
ENSMUSG00000031770,0,111,0,11,8,0
ENSMUSG00000031774,0,78,11,15,9,0
ENSMUSG00000031775,0,36,0,0,0,0
ENSMUSG00000031776,0,598,913,687,83,0
ENSMUSG00000031778,0,4,0,6,7,0
ENSMUSG00000031780,0,7,0,21,1,0
ENSMUSG00000031781,0,162,60,352,12,0
ENSMUSG00000031782,0,32,0,0,6,0
ENSMUSG00000031783,0,339,0,91,229,0
ENSMUSG00000031785,0,59,0,10,6,0
ENSMUSG00000031787,0,15,0,0,0,0
ENSMUSG00000031788,0,17,0,281,0,0
ENSMUSG00000031791,71,1146,0,2001,297,9
ENSMUSG00000031792,0,271,0,265,204,0
ENSMUSG00000031796,0,122,0,13,0,0
ENSMUSG00000031799,0,7,0,193,2,0
ENSMUSG00000031807,0,209,8,285,45,3
ENSMUSG00000031808,0,1,0,91,2,0
ENSMUSG00000031812,7,1871,167,2406,112,0
ENSMUSG00000031813,44,25,0,23,15,0
ENSMUSG00000031816,0,84,0,555,53,0
ENSMUSG00000031818,1,499,0,237,74,6
ENSMUSG00000031819,0,472,0,29,25,0
ENSMUSG00000031820,1,59,0,4,3,0
ENSMUSG00000031821,0,31,0,0,7,0
ENSMUSG00000031822,0,10,0,0,6,0
ENSMUSG00000031823,0,127,14,47,68,0
ENSMUSG00000031824,0,16,0,55,16,0
ENSMUSG00000031826,0,276,0,9,46,0
ENSMUSG00000031827,0,66,0,0,2,0
ENSMUSG00000031831,6,21,0,0,25,0
ENSMUSG00000031832,32,142,0,54,173,0
ENSMUSG00000031833,0,90,0,0,18,0
ENSMUSG00000031834,0,623,52,85,61,22
ENSMUSG00000031835,0,10,0,17,0,0
ENSMUSG00000031837,0,421,0,303,17,0
ENSMUSG00000031839,24,1663,1715,1580,257,57
ENSMUSG00000031840,0,1130,0,1045,255,0
ENSMUSG00000031841,2,429,0,18,121,0
ENSMUSG00000031842,0,1,0,7,0,0
ENSMUSG00000031847,0,88,0,55,0,0
ENSMUSG00000031848,32,891,0,3472,146,0
ENSMUSG00000031851,0,699,1,402,16,0
ENSMUSG00000031858,0,99,0,488,41,0
ENSMUSG00000031860,0,260,41,803,23,0
ENSMUSG00000031861,0,10,0,0,0,0
ENSMUSG00000031862,0,0,0,28,2,0
ENSMUSG00000031864,0,84,0,6,0,0
ENSMUSG00000031865,0,368,2296,499,68,0
ENSMUSG00000031870,0,31,0,119,1,0
ENSMUSG00000031872,0,299,0,206,121,0
ENSMUSG00000031875,0,0,0,3,0,0
ENSMUSG00000031878,0,62,0,5,0,0
ENSMUSG00000031879,0,79,10,231,49,0
ENSMUSG00000031883,0,0,2,13,5,0
ENSMUSG00000031885,0,0,131,11,0,0
ENSMUSG00000031887,0,53,0,67,0,0
ENSMUSG00000031889,0,2,0,0,0,0
ENSMUSG00000031896,0,2,0,0,0,0
ENSMUSG00000031897,44,642,0,1059,119,0
ENSMUSG00000031901,0,284,0,177,10,0
ENSMUSG00000031902,0,160,0,3,0,0
ENSMUSG00000031903,0,0,0,25,4,0
ENSMUSG00000031904,0,0,0,5,0,0
ENSMUSG00000031906,0,187,0,1785,33,0
ENSMUSG00000031907,0,48,0,1,0,0
ENSMUSG00000031913,0,306,0,142,64,0
ENSMUSG00000031916,0,147,0,30,38,0
ENSMUSG00000031917,0,210,363,162,16,0
ENSMUSG00000031918,0,7,0,2,0,0
ENSMUSG00000031921,0,26,0,15,26,0
ENSMUSG00000031922,0,35,0,1,9,0
ENSMUSG00000031924,0,481,0,99,40,0
ENSMUSG00000031928,0,60,1,2,3,0
ENSMUSG00000031930,0,32,0,0,8,0
ENSMUSG00000031931,0,343,0,410,18,0
ENSMUSG00000031934,0,103,0,988,99,0
ENSMUSG00000031935,0,0,0,31,0,0
ENSMUSG00000031937,0,1,16,28,0,0
ENSMUSG00000031938,0,16,0,1,2,0
ENSMUSG00000031939,0,57,0,36,6,0
ENSMUSG00000031948,0,0,55,21,0,0
ENSMUSG00000031949,0,3,0,9,9,0
ENSMUSG00000031950,2,251,23,561,12,0
ENSMUSG00000031951,0,9,11,10,2,0
ENSMUSG00000031952,0,0,0,0,6,0
ENSMUSG00000031954,0,110,0,31,0,0
ENSMUSG00000031955,0,159,0,0,0,0
ENSMUSG00000031958,0,130,0,317,6,0
ENSMUSG00000031959,0,249,0,34,0,0
ENSMUSG00000031960,0,275,0,104,25,0
ENSMUSG00000031962,0,77,0,5,55,0
ENSMUSG00000031967,0,0,37,69,75,0
ENSMUSG00000031969,0,42,0,0,34,0
ENSMUSG00000031970,0,65,0,22,5,0
ENSMUSG00000031971,0,80,0,8,58,0
ENSMUSG00000031972,0,59,0,14,16,0
ENSMUSG00000031974,0,89,0,0,1,0
ENSMUSG00000031979,0,0,0,1,0,0
ENSMUSG00000031982,0,110,0,0,0,0
ENSMUSG00000031983,0,21,15,1664,77,0
ENSMUSG00000031984,0,156,2,295,41,3
ENSMUSG00000031985,0,232,0,130,0,0
ENSMUSG00000031986,0,182,0,5,9,0
ENSMUSG00000031987,20,384,0,56,38,0
ENSMUSG00000031988,0,342,0,1041,52,0
ENSMUSG00000031990,0,62,0,0,5,0
ENSMUSG00000031996,0,6,0,16,25,0
ENSMUSG00000032000,0,0,0,11,4,0
ENSMUSG00000032002,0,63,0,54,27,0
ENSMUSG00000032009,0,87,0,349,24,0
ENSMUSG00000032010,6,1447,281,970,305,0
ENSMUSG00000032011,0,163,2831,343,242,0
ENSMUSG00000032012,0,112,0,274,54,0
ENSMUSG00000032017,0,0,0,0,1,0
ENSMUSG00000032018,5,184,59,78,11,0
ENSMUSG00000032020,0,60,0,280,30,13
ENSMUSG00000032024,1,233,130,9,21,1
ENSMUSG00000032026,0,78,0,730,24,0
ENSMUSG00000032030,0,53,0,63,0,0
ENSMUSG00000032033,0,7,0,27,9,0
ENSMUSG00000032038,0,52,0,0,0,0
ENSMUSG00000032040,0,23,0,0,6,0
ENSMUSG00000032042,0,100,0,0,8,0
ENSMUSG00000032044,0,12,0,0,0,0
ENSMUSG00000032046,0,250,0,179,1,0
ENSMUSG00000032047,5,46,0,16,7,0
ENSMUSG00000032050,0,39,0,23,0,0
ENSMUSG00000032051,0,2,0,0,3,0
ENSMUSG00000032058,0,62,0,1,5,0
ENSMUSG00000032059,0,29,0,71,0,0
ENSMUSG00000032060,0,170,0,41,27,0
