"Gene","GeneName","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000054523","KIF1B",8.03522448915522,-2.26203065690963,0.92080249979544,0.000601667635683243,0.0318741261104342
"ENSG00000075618","FSCN1",5.81812476373706,-2.6383157427332,1.05673493663569,0.00065121112949287,0.032645822120085
"ENSG00000079102","RUNX1T1",3.09168404753141,-5.81367091054687,2.69609722503438,0.000102926432631349,0.0121844047982917
"ENSG00000099194","SCD",3.39310941684837,-3.31536602812579,1.91628739283847,0.00113297758872937,0.0420145855820473
"ENSG00000100354","TNRC6B",10.2767479211497,-2.38771422317822,0.71385693906903,7.20583951701722e-05,0.0121844047982917
"ENSG00000100804","PSMB5",2.28259740839568,-5.13851938383863,2.6760663774786,0.000564014645227106,0.0318741261104342
"ENSG00000101115","SALL4",6.62512511893843,-5.0069355577056,1.54504355450298,2.75683477496633e-06,0.00100285896317612
"ENSG00000103160","HSDL1",2.97569327463346,-3.95885752293139,1.69020961737396,0.000556700269176407,0.0318741261104342
"ENSG00000103994","ZNF106",9.40096522147024,-2.57385169854754,0.829847832675022,0.000151805575326331,0.014073641879212
"ENSG00000104341","LAPTM4B",6.57994949294358,-2.16714574817594,0.805448408444246,0.000486031770010271,0.0300394635631348
"ENSG00000104886","PLEKHJ1",20.5916286725909,-2.57640658659422,0.90007553244273,0.000137509328794646,0.0139071934803676
"ENSG00000106245","BUD31",2.48514675186568,-5.21852048235503,2.78415094907059,0.000814292959960678,0.0337129866790372
"ENSG00000108828","VAT1",5.51643537884688,-3.36372594315687,1.57636046610635,0.000430131477551208,0.0290282201322624
"ENSG00000114503","NCBP2",4.39926850352728,-4.73836668601746,1.57659967326451,3.4769018486468e-05,0.00859567401471015
"ENSG00000117450","PRDX1",6.17140320492777,-7.14712824505551,2.82857652581369,2.88731245194783e-06,0.00100285896317612
"ENSG00000118689","FOXO3",7.40470106552296,-2.5263531230162,1.09573039584186,0.00119029471935066,0.0427162217831487
"ENSG00000122694","GLIPR2",5.77939746728006,-3.00005747460274,1.25081861777797,0.000229185344247799,0.0175840479638397
"ENSG00000125445","MRPS7",3.56735073823739,-4.14680810206048,1.50849423832336,6.30439365433541e-05,0.0121844047982917
"ENSG00000127946","HIP1",5.21361247664496,-2.62254204191572,1.20034388849487,0.000936827186331219,0.0353294998235078
"ENSG00000128928","IVD",6.0322871521457,-3.13491020442469,1.05467476796824,8.8546737112436e-05,0.0121844047982917
"ENSG00000130414","NDUFA10",7.38254200729929,1.72555231635422,0.692699151034039,0.000878810439273778,0.0337129866790372
"ENSG00000134817","APLNR",6.78598429245345,-7.37832245649888,2.81814679950162,7.01364307547616e-07,0.000390133896073361
"ENSG00000135245","HILPDA",17.5826226349018,-2.69243862334848,0.896642604870099,8.7576886401051e-05,0.0121844047982917
"ENSG00000135821","GLUL",3.89553267619985,-6.07615143489365,2.88459461830123,0.000211001318090947,0.0167670690268699
"ENSG00000137409","MTCH1",4.12130611001571,-3.38972940002262,1.24474276177696,0.000100179561537084,0.0121844047982917
"ENSG00000138758","SEPTIN11",4.22659626817246,-2.82852661465738,1.54839873174587,0.000792794459480305,0.0337129866790372
"ENSG00000143319","ISG20L2",49.8001448893893,-1.2000136506872,0.479552658546022,0.00143726747851233,0.0499675021826551
"ENSG00000143761","ARF1",3.27919153881112,-3.48435920609586,1.79209021806422,0.000788319568433602,0.0337129866790372
"ENSG00000145907","G3BP1",4.14562911399726,-6.53357940912849,2.66238955678283,3.15506190662149e-06,0.00100285896317612
"ENSG00000148331","ASB6",4.59695692249571,-3.39401853859653,1.12059995067125,0.000105672118572628,0.0121844047982917
"ENSG00000149357","LAMTOR1",16.6209893498551,-2.2810458313929,0.993818852965703,0.000832772282055069,0.0337129866790372
"ENSG00000151789","ZNF385D",2.76261170413207,-3.35141364830753,1.62477564792704,0.000589324807600655,0.0318741261104342
"ENSG00000155366","RHOC",2.24494863591231,-5.03590059975171,2.71701543151263,0.000856273373186968,0.0337129866790372
"ENSG00000158195","WASF2",3.45542646768871,-3.44622762788233,1.57573010640828,0.00125216902040849,0.04422342968903
"ENSG00000160014","CALM3",6.727242483409,-2.73916186045096,1.26436110131604,0.000794636941016435,0.0337129866790372
"ENSG00000163132","MSX1",2.90404937953418,-5.45998177077033,2.86666576038582,0.000728217214155172,0.0337129866790372
"ENSG00000163960","UBXN7",7.16291899405224,-7.56962537033031,2.74367550808162,2.06745289979754e-08,2.30348539155883e-05
"ENSG00000164091","WDR82",8.40312954779282,-2.66969463189543,0.864752848532027,0.000107971776987777,0.0121844047982917
"ENSG00000166275","BORCS7",13.4154483909176,-4.19107207080795,0.804028922137335,3.1058229998546e-08,2.30348539155883e-05
"ENSG00000166823","MESP1",4.64912321859463,-6.60172487898765,2.79292193262503,1.83220829367684e-05,0.0050958293167887
"ENSG00000167193","CRK",31.6606959902837,-1.53565741686392,0.56623984780208,0.000570276206235214,0.0318741261104342
"ENSG00000167693","NXN",5.06261854477698,-3.27646909062892,1.5267494410294,0.000430530905332431,0.0290282201322624
"ENSG00000167874","TMEM88",2.84859789414495,-5.40492378055435,2.82876646082023,0.000660252582203966,0.032645822120085
"ENSG00000168615","ADAM9",4.31966054932901,4.67590565333002,1.56411572201636,0.000107397096234951,0.0121844047982917
"ENSG00000169714","CNBP",14.8899428909826,-2.08828796461912,0.648145232197023,7.44607952995311e-05,0.0121844047982917
"ENSG00000176871","WSB2",2.71833455849678,-5.38143778332109,2.81468588917012,0.000675464185864126,0.032671908990167
"ENSG00000180185","FAHD1",11.807148781959,-2.3061221091322,1.02688799251052,0.000871881070306179,0.0337129866790372
"ENSG00000182963","GJC1",4.04614221933591,-4.05905521006883,1.62774063718467,0.000115905859254296,0.0122805017543242
"ENSG00000185155","MIXL1",15.7576963412151,-5.74086086623086,1.28003939692069,2.77565221417014e-08,2.30348539155883e-05
"ENSG00000185298","CCDC137",3.38907738453889,-3.57829263660772,1.76305151305422,0.000617106321811914,0.0319316643263142
"ENSG00000185414","MRPL30",19.1588075414736,2.79022549122619,0.982172740592442,0.000205815719535536,0.0167670690268699
"ENSG00000185651","UBE2L3",2.55104292267478,-5.34793676680361,2.73435452931073,0.000485759204373827,0.0300394635631348
"ENSG00000187492","CDHR4",5.42550341743005,1.76544920680261,0.73240943480151,0.00117420614796804,0.0427162217831487
"ENSG00000188095","MESP2",4.30709793976409,-3.72327289176374,1.91696070374824,0.0006016688973655,0.0318741261104342
"ENSG00000188112","C6orf132",7.66696726540745,-2.43249966668338,0.786236353241333,0.000180248199398392,0.0154250862946701
"ENSG00000189403","HMGB1",15.3549936201251,-1.97541771855227,0.667325610705638,0.000160908380404968,0.0143208458560421
"ENSG00000196214","ZNF766",9.63013859396199,-1.69606311051241,0.672743245069375,0.000803986206119626,0.0337129866790372
"ENSG00000196363","WDR5",3.00217307457469,-5.75225844946243,2.68191801682292,0.000109522739759925,0.0121844047982917
"ENSG00000196605","ZNF846",15.5586427355281,1.502839322681,0.47597253138905,0.00014881393039855,0.014073641879212
"ENSG00000198830","HMGN2",23.6312519205194,-1.81272805599387,0.689673721123757,0.000467927614691773,0.0300394635631348
"ENSG00000205060","SLC35B4",2.5315825949584,-5.20705096733128,2.79379532369721,0.00084740670511144,0.0337129866790372
