"Gene","X25L007996","X25L007997","X25L007998","X25L008008","X25L008009","X25L008010"
"ENSMUSG00000000149",0,5.23203781835385,0,0,0,0
"ENSMUSG00000000374",0,0,0,0,0,4.96960544524277
"ENSMUSG00000000378",0,0,0.284374675783221,0,0,0
"ENSMUSG00000000560",0,0.373716987025275,0,0,0,0
"ENSMUSG00000000740",0,0,0,0,0,3.10600340327673
"ENSMUSG00000000976",0,0,0,0,0,12.4240136131069
"ENSMUSG00000001017",0,0,0.213281006837416,0,0,0
"ENSMUSG00000001158",35.954054333585,0,0,0,0,0
"ENSMUSG00000001248",0,0,4.0523391299109,0,18.6931021881625,0
"ENSMUSG00000001419",0,0,2.13281006837416,0,0,0
"ENSMUSG00000001472",0,1.86858493512638,0,0,0,0
"ENSMUSG00000001729",0,0,1.99062273048255,0,0,0
"ENSMUSG00000001794",11.9846847778617,0,0,0,0,0
"ENSMUSG00000001802",0,0,0,8.92818798887681,0,0
"ENSMUSG00000001911",0,53.8152461316396,0,0,0,0
"ENSMUSG00000002297",0,0,0,0,0,3.10600340327673
"ENSMUSG00000002379",0,0,0,0,0,44.726449007185
"ENSMUSG00000002768",0,2.61601890917693,0,0,0,0
"ENSMUSG00000002799",0,0,0,0,0,3.72720408393208
"ENSMUSG00000002968",0,0,0,2.97606266295894,0,0
"ENSMUSG00000003072",0,0,0,0,7.00991332056094,0
"ENSMUSG00000003352",0,0,0,0,0,5.59080612589812
"ENSMUSG00000003363",0,0,0,0,0,0.621200680655347
"ENSMUSG00000003380",0,0,0,0,0,97.5285068628894
"ENSMUSG00000003410",0,0,1.06640503418708,0,0,0
"ENSMUSG00000003429",0,0,0,0,0,4.34840476458743
"ENSMUSG00000003863",0,0,0,23.8085013036715,0,0
"ENSMUSG00000003868",0,31.3922269101231,2.41718474415738,0,0,0
"ENSMUSG00000003970",31.9591594076311,2.61601890917693,0,0,0,0
"ENSMUSG00000004031",0,0,0,0,0,137.285350424832
"ENSMUSG00000004100",0,0,0,0,0,0.621200680655347
"ENSMUSG00000004568",0,0,0,0,0,0.621200680655347
"ENSMUSG00000004980",35.954054333585,0,0,0,0,0
"ENSMUSG00000005034",0,0,0,0,0,7.45440816786416
"ENSMUSG00000005161",0,0,0.995311365241273,0,0,0
"ENSMUSG00000005299",63.9183188152622,0,0,0,0,0
"ENSMUSG00000005354",0,18.6858493512638,0,0,0,0
"ENSMUSG00000005417",0,0,0,0,0,6.83320748720881
"ENSMUSG00000005442",0,175.646983901879,6.8249922187973,0,0,0
"ENSMUSG00000005483",0,0,0,0,0,3.10600340327673
"ENSMUSG00000005583",0,1.4948679481011,0,0,0,0
"ENSMUSG00000005656",3.99489492595389,0,0,0,0,0
"ENSMUSG00000005813",0,2.61601890917693,0,0,0,0
"ENSMUSG00000005871",3.99489492595389,0,0,11.9042506518358,0,0
"ENSMUSG00000005982",0,0,1.06640503418708,0,0,0
"ENSMUSG00000006058",0,0,0,0,0,18.0148197390051
