,25L007993,25L007994,25L007995,25L008005,25L008006,25L008007
ENSMUSG00000045968,0,1,0,0,0,0
ENSMUSG00000045969,673,7,99,21,21,65
ENSMUSG00000045973,47,0,4,13,32,174
ENSMUSG00000045975,74,0,0,2,16,0
ENSMUSG00000045980,0,0,211,0,0,0
ENSMUSG00000045983,299,0,33,11,21,32
ENSMUSG00000045994,1006,64,19,7,0,73
ENSMUSG00000045996,3,0,6,3,14,0
ENSMUSG00000046008,0,0,0,8,0,0
ENSMUSG00000046010,1,6,0,0,55,21
ENSMUSG00000046020,5,0,0,0,0,0
ENSMUSG00000046032,0,0,0,36,0,3
ENSMUSG00000046034,30,0,9,0,58,1
ENSMUSG00000046056,77,0,274,0,0,7
ENSMUSG00000046058,122,4,90,28,0,6
ENSMUSG00000046062,0,0,0,0,5,12
ENSMUSG00000046079,111,0,0,0,0,6
ENSMUSG00000046082,16,0,0,0,0,0
ENSMUSG00000046093,429,0,9,0,24,61
ENSMUSG00000046096,35,0,0,1,7,39
ENSMUSG00000046101,0,0,9,0,0,0
ENSMUSG00000046110,0,0,8,1,0,20
ENSMUSG00000046111,26,1,1,12,135,0
ENSMUSG00000046139,0,0,0,2,0,0
ENSMUSG00000046157,2548,2,0,239,62,204
ENSMUSG00000046159,0,0,0,28,4,11
ENSMUSG00000046182,0,0,0,18,0,0
ENSMUSG00000046185,1,0,0,3,0,7
ENSMUSG00000046201,32,0,0,0,0,18
ENSMUSG00000046204,7,23,2,41,19,56
ENSMUSG00000046215,505,43,57,83,6,78
ENSMUSG00000046229,8,1,121,0,0,9
ENSMUSG00000046230,3,0,0,0,0,19
ENSMUSG00000046269,20,0,1,15,0,0
ENSMUSG00000046287,0,0,25,16,7,8
ENSMUSG00000046311,19,0,0,11,0,13
ENSMUSG00000046318,0,0,0,12,0,0
ENSMUSG00000046321,202,9,38,7,10,42
ENSMUSG00000046324,0,0,0,20,0,0
ENSMUSG00000046329,2,0,9,5,0,260
ENSMUSG00000046330,1235,79,451,330,211,522
ENSMUSG00000046345,14,1,7,7,2,0
ENSMUSG00000046351,53,0,188,37,16,37
ENSMUSG00000046364,1120,16,68,45,0,53
ENSMUSG00000046378,2,11,0,6,0,66
ENSMUSG00000046404,16,0,0,9,0,5
ENSMUSG00000046432,1383,65,669,223,72,364
ENSMUSG00000046434,23,0,8,1,0,11
ENSMUSG00000046442,0,0,0,62,0,22
ENSMUSG00000046447,957,7,159,102,13,108
ENSMUSG00000046449,0,0,12,72,9,13
ENSMUSG00000046450,3,0,0,1,14,2
ENSMUSG00000046456,2,0,0,0,0,0
ENSMUSG00000046460,6,0,27,0,0,0
ENSMUSG00000046491,142,0,0,0,0,0
ENSMUSG00000046516,48,1,9,44,25,19
ENSMUSG00000046523,4,0,0,0,0,0
ENSMUSG00000046532,0,0,2,0,0,0
ENSMUSG00000046541,315,0,0,0,0,87
ENSMUSG00000046550,0,0,0,0,5,0
ENSMUSG00000046556,102,0,1,17,0,38
ENSMUSG00000046562,86,0,110,61,26,452
ENSMUSG00000046567,0,0,0,0,0,1
ENSMUSG00000046572,3,0,0,9,0,6
ENSMUSG00000046573,9,0,17,0,3,3
ENSMUSG00000046574,66,0,0,0,0,0
ENSMUSG00000046591,1,0,0,0,3,0
ENSMUSG00000046598,32,8,5,79,65,229
ENSMUSG00000046603,0,3,0,8,0,14
ENSMUSG00000046605,0,0,0,2,0,0
ENSMUSG00000046607,0,0,6,6,17,22
ENSMUSG00000046613,0,0,0,1,7,0
ENSMUSG00000046658,12,6,15,19,0,27
ENSMUSG00000046668,0,0,0,10,0,4
ENSMUSG00000046671,192,7,215,50,29,88
ENSMUSG00000046675,68,0,0,30,3,23
ENSMUSG00000046691,0,5,0,2,15,7
ENSMUSG00000046699,2,0,10,2,0,0
ENSMUSG00000046707,121,0,2,6,18,18
ENSMUSG00000046709,1,11,19,116,7,18
ENSMUSG00000046711,71,2,2,82,19,69
ENSMUSG00000046719,0,0,0,0,0,23
ENSMUSG00000046722,742,13,418,29,3,178
ENSMUSG00000046727,8,0,0,69,14,1
ENSMUSG00000046733,0,0,0,3,0,0
ENSMUSG00000046743,0,0,0,0,0,1
ENSMUSG00000046753,6,0,0,11,4,0
ENSMUSG00000046756,47,16,25,162,124,158
ENSMUSG00000046785,179,0,34,56,0,8
ENSMUSG00000046791,0,0,2,97,8,76
ENSMUSG00000046792,391,23,7,25,27,25
ENSMUSG00000046798,0,0,0,0,17,0
ENSMUSG00000046806,11,0,0,0,0,5
ENSMUSG00000046807,230,32,226,20,29,32
ENSMUSG00000046808,24,0,0,0,0,0
ENSMUSG00000046822,0,0,40,2,0,43
ENSMUSG00000046836,3,2,0,7,29,24
ENSMUSG00000046841,523,95,570,76,0,99
ENSMUSG00000046861,0,0,0,1,0,0
ENSMUSG00000046862,4,0,0,0,0,5
ENSMUSG00000046865,12,0,0,3,0,0
ENSMUSG00000046873,16,0,0,3,7,2
ENSMUSG00000046876,70,24,348,82,23,39
ENSMUSG00000046897,1,0,0,0,0,0
ENSMUSG00000046908,124,0,0,0,0,0
ENSMUSG00000046909,0,0,0,1,0,0
ENSMUSG00000046922,0,0,0,0,0,57
ENSMUSG00000046962,2,0,0,24,11,2
ENSMUSG00000046982,0,1,3,0,0,12
ENSMUSG00000046985,0,0,0,15,0,0
ENSMUSG00000046991,76,0,32,8,0,0
ENSMUSG00000046994,0,0,0,5,0,0
ENSMUSG00000047003,0,0,0,0,7,3
ENSMUSG00000047013,0,6,0,110,14,24
ENSMUSG00000047022,0,0,0,0,0,4
ENSMUSG00000047030,275,0,9,15,20,8
ENSMUSG00000047036,3,0,11,26,61,0
ENSMUSG00000047037,0,0,12,24,49,98
ENSMUSG00000047044,0,0,0,75,5,47
ENSMUSG00000047045,0,0,0,16,8,76
ENSMUSG00000047067,0,0,11,12,0,0
ENSMUSG00000047084,310,0,10,25,21,116
ENSMUSG00000047098,77,0,0,0,0,0
ENSMUSG00000047126,16,18,8,22,1,17
ENSMUSG00000047139,103,1,57,12,0,22
ENSMUSG00000047141,0,0,0,1,0,0
ENSMUSG00000047146,29,0,0,5,7,4
ENSMUSG00000047153,1347,8,122,61,6,65
ENSMUSG00000047181,43,84,96,45,85,147
ENSMUSG00000047182,0,0,0,0,5,0
ENSMUSG00000047187,124,1,138,7,33,81
ENSMUSG00000047197,438,0,0,0,0,0
ENSMUSG00000047205,1,0,20,2,111,61
ENSMUSG00000047213,6,0,7,4,37,7
ENSMUSG00000047215,211,0,24,4,0,9
ENSMUSG00000047220,106,9,20,27,57,198
ENSMUSG00000047228,0,0,0,0,0,3
ENSMUSG00000047238,66,0,0,0,0,14
ENSMUSG00000047242,0,0,0,50,0,20
ENSMUSG00000047246,22,0,0,0,6,0
ENSMUSG00000047259,0,0,0,14,16,13
ENSMUSG00000047260,517,117,188,26,68,128
ENSMUSG00000047261,82176,7692,25345,8151,7100,16677
ENSMUSG00000047264,325,7,34,42,58,47
ENSMUSG00000047284,49,0,10,2,11,0
ENSMUSG00000047344,0,0,0,0,0,21
ENSMUSG00000047363,11,0,0,0,0,0
ENSMUSG00000047368,68,0,4,8,2,7
ENSMUSG00000047369,0,0,1,3,0,3
ENSMUSG00000047371,134,0,0,0,0,11
ENSMUSG00000047379,0,0,196,5,38,0
ENSMUSG00000047388,36,0,27,58,3,20
ENSMUSG00000047409,0,0,0,1,1,7
ENSMUSG00000047412,540,0,0,10,5,0
ENSMUSG00000047414,5,0,0,2,0,5
ENSMUSG00000047415,0,12,0,0,0,0
ENSMUSG00000047417,0,0,0,0,0,13
ENSMUSG00000047423,70,7,0,0,4,48
ENSMUSG00000047428,70,0,0,0,0,0
ENSMUSG00000047434,0,0,0,0,0,6
ENSMUSG00000047446,135,0,8,72,25,108
ENSMUSG00000047454,21,0,0,0,14,8
ENSMUSG00000047459,789,6,139,82,38,114
ENSMUSG00000047466,0,0,0,14,4,5
ENSMUSG00000047473,239,0,0,3,16,241
ENSMUSG00000047485,0,0,0,0,23,15
ENSMUSG00000047495,0,4,0,12,28,70
ENSMUSG00000047496,0,0,0,0,24,5
ENSMUSG00000047514,6,0,0,0,6,26
ENSMUSG00000047515,0,0,0,7,0,0
ENSMUSG00000047528,0,0,0,0,1,0
ENSMUSG00000047539,8,9,0,31,41,18
ENSMUSG00000047547,186,0,17,101,20,102
ENSMUSG00000047554,0,0,0,8,0,7
ENSMUSG00000047583,0,0,0,0,0,13
ENSMUSG00000047594,1,0,0,0,0,0
ENSMUSG00000047603,12,0,16,0,0,0
ENSMUSG00000047606,0,0,0,0,0,9
ENSMUSG00000047613,463,0,46,41,41,6
ENSMUSG00000047617,2125,178,3,72,51,199
ENSMUSG00000047635,21,1,64,18,0,0
ENSMUSG00000047648,208,0,0,0,0,0
ENSMUSG00000047649,443,2,19,25,62,304
ENSMUSG00000047654,0,14,83,0,46,0
ENSMUSG00000047656,0,0,0,0,0,77
ENSMUSG00000047658,0,0,0,0,11,0
ENSMUSG00000047675,724,15,397,433,157,300
ENSMUSG00000047694,121,0,2,0,0,4
ENSMUSG00000047710,10,0,35,88,42,2
ENSMUSG00000047712,0,0,0,0,11,0
ENSMUSG00000047714,5,0,1,67,0,28
ENSMUSG00000047721,281,31,152,130,23,73
ENSMUSG00000047731,244,0,0,43,13,256
ENSMUSG00000047747,0,0,0,0,0,7
ENSMUSG00000047766,22,0,33,9,2,0
ENSMUSG00000047767,3,0,6,0,0,2
ENSMUSG00000047777,18,0,4,15,6,5
ENSMUSG00000047786,257,1,0,13,14,24
ENSMUSG00000047787,0,0,0,3,0,0
ENSMUSG00000047789,0,0,0,26,0,31
ENSMUSG00000047804,0,0,0,0,0,23
ENSMUSG00000047824,24,10,123,31,33,27
ENSMUSG00000047832,0,0,0,3,0,0
ENSMUSG00000047842,321,132,24,53,71,33
ENSMUSG00000047843,570,20,742,26,65,127
ENSMUSG00000047844,0,0,3,15,1,2
ENSMUSG00000047854,0,0,0,0,0,4
ENSMUSG00000047866,0,0,0,0,0,1
ENSMUSG00000047875,6,0,0,3,6,12
ENSMUSG00000047879,4,0,4,29,5,82
ENSMUSG00000047881,0,0,0,8,0,41
ENSMUSG00000047888,3106,0,5,101,0,32
ENSMUSG00000047904,0,0,0,0,0,12
ENSMUSG00000047907,0,0,39,72,3,22
ENSMUSG00000047921,67,0,0,0,1,45
ENSMUSG00000047945,17,0,39,24,25,45
ENSMUSG00000047953,4,0,0,2,0,0
ENSMUSG00000047976,0,0,37,16,0,11
ENSMUSG00000047977,3,0,0,0,0,0
ENSMUSG00000047986,56,0,13,0,0,11
ENSMUSG00000047989,0,0,0,5,4,0
ENSMUSG00000048000,63,8,0,0,5,0
ENSMUSG00000048004,172,0,16,133,7,94
ENSMUSG00000048007,63,0,1,9,0,7
ENSMUSG00000048012,5,0,0,0,0,0
ENSMUSG00000048022,12,0,0,0,0,0
ENSMUSG00000048027,9,0,3,36,0,0
ENSMUSG00000048039,0,0,0,4,0,0
ENSMUSG00000048040,23,0,0,5,0,17
ENSMUSG00000048047,60,0,0,0,0,0
ENSMUSG00000048058,0,0,0,20,4,0
ENSMUSG00000048076,1150,19,258,162,214,433
ENSMUSG00000048078,0,0,0,70,18,46
ENSMUSG00000048087,0,0,0,3,0,0
ENSMUSG00000048100,6,0,0,3,0,0
ENSMUSG00000048108,70,0,0,0,0,0
ENSMUSG00000048109,0,0,0,1,0,0
ENSMUSG00000048118,0,0,1,10,11,31
ENSMUSG00000048142,8,149,183,53,39,277
ENSMUSG00000048154,14,0,0,0,0,6
ENSMUSG00000048163,5,0,0,0,0,0
ENSMUSG00000048170,0,0,0,7,17,11
ENSMUSG00000048175,491,5,0,198,20,90
ENSMUSG00000048200,0,0,0,3,0,6
ENSMUSG00000048216,6,0,88,100,32,89
ENSMUSG00000048218,0,0,0,0,0,5
ENSMUSG00000048222,36,0,2,35,4,36
ENSMUSG00000048232,940,0,0,0,0,22
ENSMUSG00000048240,225,0,95,128,40,338
ENSMUSG00000048249,0,0,0,0,0,10
ENSMUSG00000048251,919,0,0,32,6,24
ENSMUSG00000048264,47,0,0,2,1,94
ENSMUSG00000048271,0,3,0,0,0,0
ENSMUSG00000048279,0,0,0,48,0,16
ENSMUSG00000048280,0,0,0,1,0,1
ENSMUSG00000048285,0,0,0,0,0,14
ENSMUSG00000048307,28,0,119,62,48,39
ENSMUSG00000048310,0,0,0,42,5,0
ENSMUSG00000048330,6,0,0,0,0,0
ENSMUSG00000048332,0,0,5,0,0,0
ENSMUSG00000048351,16,11,3,99,63,27
ENSMUSG00000048355,0,0,0,0,0,3
ENSMUSG00000048368,1,0,2,7,0,1
ENSMUSG00000048371,41,0,34,3,14,0
ENSMUSG00000048379,2,0,0,5,0,0
ENSMUSG00000048385,28,5,3,22,5,5
ENSMUSG00000048388,243,0,9,71,0,13
ENSMUSG00000048416,0,0,0,0,0,6
ENSMUSG00000048429,46,3,1,10,0,10
ENSMUSG00000048440,0,0,5,0,0,0
ENSMUSG00000048445,0,0,0,22,0,0
ENSMUSG00000048458,273,0,0,3,0,12
ENSMUSG00000048481,363,1,426,41,11,52
ENSMUSG00000048482,0,0,0,299,134,210
ENSMUSG00000048486,0,0,0,31,0,111
ENSMUSG00000048490,18,0,0,37,0,0
ENSMUSG00000048495,0,4,0,14,0,67
ENSMUSG00000048497,0,12,0,11,5,0
ENSMUSG00000048503,339,0,0,4,0,0
ENSMUSG00000048534,0,0,0,0,0,2
ENSMUSG00000048537,0,0,4,0,0,12
ENSMUSG00000048546,0,0,0,26,33,32
ENSMUSG00000048578,315,0,0,20,10,16
ENSMUSG00000048581,124,0,0,3,0,0
ENSMUSG00000048582,209,0,0,0,0,0
ENSMUSG00000048583,4,0,0,0,0,0
ENSMUSG00000048644,5594,401,1176,94,440,612
ENSMUSG00000048647,2,0,1,5,5,0
ENSMUSG00000048668,397,2,77,9,65,15
ENSMUSG00000048696,71,0,0,4,0,0
ENSMUSG00000048701,107,0,3,26,87,10
ENSMUSG00000048706,7,0,0,0,0,0
ENSMUSG00000048720,0,0,0,9,0,20
ENSMUSG00000048721,0,0,0,0,0,28
ENSMUSG00000048728,0,0,0,7,0,0
ENSMUSG00000048731,1,4,5,0,0,10
ENSMUSG00000048732,0,0,0,0,24,0
ENSMUSG00000048755,841,0,6,66,19,91
ENSMUSG00000048756,19,0,0,0,4,12
ENSMUSG00000048758,1898,117,220,560,165,360
ENSMUSG00000048772,0,0,0,0,0,30
ENSMUSG00000048787,29,0,18,4,0,0
ENSMUSG00000048794,0,0,0,12,0,0
ENSMUSG00000048796,0,0,4,2,0,0
ENSMUSG00000048799,93,0,21,27,17,36
ENSMUSG00000048814,0,0,0,25,40,60
ENSMUSG00000048826,262,120,0,0,0,0
ENSMUSG00000048832,558,50,42,61,32,105
ENSMUSG00000048833,0,8,0,41,0,0
ENSMUSG00000048856,0,0,0,0,0,11
ENSMUSG00000048874,0,3,0,0,7,0
ENSMUSG00000048878,16,0,0,0,5,19
ENSMUSG00000048895,1294,0,86,63,57,67
ENSMUSG00000048897,0,0,0,0,0,41
ENSMUSG00000048899,0,0,237,63,0,12
ENSMUSG00000048911,0,0,2,0,0,26
ENSMUSG00000048915,244,0,0,7,0,13
ENSMUSG00000048920,1,0,8,5,0,24
ENSMUSG00000048921,0,0,0,1,0,76
ENSMUSG00000048965,0,0,0,14,0,0
ENSMUSG00000048967,9,3,0,59,10,48
ENSMUSG00000048978,50,24,219,517,201,296
ENSMUSG00000048988,0,14,0,0,0,0
ENSMUSG00000048997,0,0,0,13,0,0
ENSMUSG00000049036,1,0,0,0,0,1
ENSMUSG00000049038,0,0,0,13,0,0
ENSMUSG00000049044,0,0,0,2,0,2
ENSMUSG00000049047,113,0,0,9,0,38
ENSMUSG00000049076,2,0,0,19,5,0
ENSMUSG00000049086,0,0,3,0,0,0
ENSMUSG00000049091,0,0,0,0,0,24
ENSMUSG00000049092,11,0,0,0,0,0
ENSMUSG00000049097,227,8,53,36,114,1
ENSMUSG00000049100,0,0,41,2,0,3
ENSMUSG00000049106,18,0,5,43,21,9
ENSMUSG00000049112,0,0,0,0,1,0
ENSMUSG00000049119,157,0,9,13,15,4
ENSMUSG00000049122,108,4,2,6,6,3
ENSMUSG00000049134,0,0,0,84,0,0
ENSMUSG00000049164,0,0,0,8,1,0
ENSMUSG00000049176,0,0,0,0,0,10
ENSMUSG00000049184,0,0,0,0,8,7
ENSMUSG00000049225,0,0,16,7,1,6
ENSMUSG00000049230,0,0,0,1,2,0
ENSMUSG00000049232,0,0,1,0,9,0
ENSMUSG00000049235,0,0,0,1,18,0
ENSMUSG00000049265,2411,146,254,53,196,394
ENSMUSG00000049280,15,0,0,0,0,0
ENSMUSG00000049281,13,0,7,48,9,14
ENSMUSG00000049285,164,3,0,15,65,56
ENSMUSG00000049287,50,0,0,8,18,16
ENSMUSG00000049288,0,0,0,0,0,15
ENSMUSG00000049295,0,0,30,0,28,6
ENSMUSG00000049299,176,0,20,11,3,36
ENSMUSG00000049300,0,0,0,0,2,0
ENSMUSG00000049303,0,5,0,4,5,25
ENSMUSG00000049305,107,1,1,51,29,50
ENSMUSG00000049313,6,0,22,27,7,3
ENSMUSG00000049321,0,0,0,97,0,0
ENSMUSG00000049323,3,0,6,0,0,0
ENSMUSG00000049327,447,11,30,26,52,27
ENSMUSG00000049336,23,0,1,0,1,0
ENSMUSG00000049339,532,26,112,207,10,151
ENSMUSG00000049354,593,17,684,35,18,67
ENSMUSG00000049401,2,0,122,71,18,76
ENSMUSG00000049411,0,0,0,0,0,14
ENSMUSG00000049421,141,9,199,80,0,32
ENSMUSG00000049422,72,14,14,6,5,0
ENSMUSG00000049439,46,2,8,11,2,6
ENSMUSG00000049470,8,0,7,115,28,133
ENSMUSG00000049482,30,12,0,17,0,71
ENSMUSG00000049488,0,0,0,0,0,1
ENSMUSG00000049493,0,0,0,19,0,0
ENSMUSG00000049504,69,0,41,0,2,53
ENSMUSG00000049511,7,0,0,3,3,0
ENSMUSG00000049516,0,0,0,36,15,0
ENSMUSG00000049517,151,0,1,0,2,14
ENSMUSG00000049526,0,0,1,0,0,5
ENSMUSG00000049532,30,0,0,0,0,10
ENSMUSG00000049536,5,10,0,0,0,8
ENSMUSG00000049550,0,0,0,0,0,12
ENSMUSG00000049551,0,0,0,37,0,0
ENSMUSG00000049553,0,0,0,11,37,1
ENSMUSG00000049555,7,43,78,8,27,48
ENSMUSG00000049556,216,18,112,141,79,458
ENSMUSG00000049580,0,0,6,0,0,0
ENSMUSG00000049583,38,1,0,55,26,35
ENSMUSG00000049600,225,0,10,3,2,20
ENSMUSG00000049606,7,0,22,17,0,8
ENSMUSG00000049612,0,0,11,2,0,1
ENSMUSG00000049624,0,0,0,1,0,0
ENSMUSG00000049630,0,0,0,53,8,28
ENSMUSG00000049643,0,0,0,0,8,1
ENSMUSG00000049649,0,0,0,3,28,165
ENSMUSG00000049657,0,4,45,212,7,29
ENSMUSG00000049658,0,0,4,12,20,21
ENSMUSG00000049659,13,0,0,18,0,16
ENSMUSG00000049670,113,10,0,66,58,104
ENSMUSG00000049672,9,0,0,6,1,2
ENSMUSG00000049674,0,4,0,1,0,0
ENSMUSG00000049680,29,5,0,131,18,24
ENSMUSG00000049686,0,0,0,5,0,0
ENSMUSG00000049690,8,0,0,0,0,0
ENSMUSG00000049717,0,0,12,0,0,0
ENSMUSG00000049721,0,0,0,0,0,5
ENSMUSG00000049728,0,0,0,42,0,0
ENSMUSG00000049734,0,0,0,0,0,32
ENSMUSG00000049739,3,0,0,0,0,3
ENSMUSG00000049751,153,5,38,2,0,2
ENSMUSG00000049755,0,0,0,16,12,1
ENSMUSG00000049760,141,2,2,54,20,71
ENSMUSG00000049764,0,0,0,2,121,0
ENSMUSG00000049775,136,0,10,9,2,52
ENSMUSG00000049792,40,0,0,22,0,0
ENSMUSG00000049796,0,0,0,95,98,379
ENSMUSG00000049800,1,0,4,16,0,9
ENSMUSG00000049804,0,0,0,0,0,13
ENSMUSG00000049807,27,0,0,79,9,2
ENSMUSG00000049811,0,0,0,0,0,6
ENSMUSG00000049858,0,0,0,0,0,5
ENSMUSG00000049866,2189,38,1,270,66,131
ENSMUSG00000049871,48,4,6,2,7,11
ENSMUSG00000049878,0,0,0,50,0,0
ENSMUSG00000049882,6,0,0,9,0,21
ENSMUSG00000049892,0,0,0,20,2,3
ENSMUSG00000049904,0,0,28,0,0,0
ENSMUSG00000049907,0,12,0,53,117,25
ENSMUSG00000049922,33,0,0,0,0,0
ENSMUSG00000049932,6,0,18,0,0,0
ENSMUSG00000049940,213,0,1,26,3,16
ENSMUSG00000049946,0,0,0,2,0,0
ENSMUSG00000049950,0,0,2,5,0,0
ENSMUSG00000049957,2,0,0,16,18,27
ENSMUSG00000049960,1,0,60,101,23,67
ENSMUSG00000049969,4,0,0,3,0,0
ENSMUSG00000049971,0,0,0,7,0,3
ENSMUSG00000049999,0,0,0,1,0,0
ENSMUSG00000050002,801,37,0,330,285,270
ENSMUSG00000050010,0,0,0,0,0,12
ENSMUSG00000050017,117,40,6,217,21,16
ENSMUSG00000050022,835,0,0,16,16,0
ENSMUSG00000050029,0,0,0,7,0,9
ENSMUSG00000050043,23,6,22,52,34,79
ENSMUSG00000050052,78,0,0,6,12,12
ENSMUSG00000050064,0,4,62,43,8,1
ENSMUSG00000050069,0,0,9,1,8,0
ENSMUSG00000050071,153,64,46,42,97,137
ENSMUSG00000050079,161,11,22,61,17,96
ENSMUSG00000050087,0,0,0,0,16,0
ENSMUSG00000050105,13,0,76,0,7,0
ENSMUSG00000050132,0,0,0,0,0,22
ENSMUSG00000050138,4,0,0,0,0,0
ENSMUSG00000050144,834,7,32,12,57,61
ENSMUSG00000050148,47,0,5,86,31,11
ENSMUSG00000050164,0,0,0,10,0,13
ENSMUSG00000050188,0,34,3,14,0,3
ENSMUSG00000050192,0,0,0,27,0,0
ENSMUSG00000050211,0,0,1,0,0,0
ENSMUSG00000050213,3,0,0,0,3,7
ENSMUSG00000050222,188,20,4,6,0,41
ENSMUSG00000050229,0,0,0,14,0,0
ENSMUSG00000050240,0,0,0,14,0,3
ENSMUSG00000050272,0,0,0,0,4,0
ENSMUSG00000050310,0,0,2,5,3,1
ENSMUSG00000050312,2299,0,0,0,0,2
ENSMUSG00000050321,27,0,0,0,8,15
ENSMUSG00000050323,28,0,0,0,0,0
ENSMUSG00000050332,0,0,2,51,0,5
ENSMUSG00000050335,0,0,0,27,0,0
ENSMUSG00000050357,22,0,40,0,0,19
ENSMUSG00000050373,16,26,33,112,31,16
ENSMUSG00000050379,60,0,0,0,0,0
ENSMUSG00000050390,1,0,9,0,0,17
ENSMUSG00000050394,0,0,0,35,0,0
ENSMUSG00000050395,0,0,0,11,0,0
ENSMUSG00000050428,5,0,4,2,0,0
ENSMUSG00000050447,0,0,0,0,4,0
ENSMUSG00000050471,56,0,36,18,0,31
ENSMUSG00000050530,0,3,6,7,0,24
ENSMUSG00000050538,4,9,1,13,0,29
ENSMUSG00000050549,357,7,0,0,0,6
ENSMUSG00000050552,844,99,462,176,124,362
ENSMUSG00000050555,6,12,0,0,0,3
ENSMUSG00000050556,208,0,16,22,0,60
ENSMUSG00000050565,12,0,5,53,48,86
ENSMUSG00000050567,0,0,0,125,0,0
ENSMUSG00000050587,0,0,0,12,15,26
ENSMUSG00000050608,1006,3,39,28,51,129
ENSMUSG00000050621,141,2,66,17,5,20
ENSMUSG00000050627,0,0,29,0,0,8
ENSMUSG00000050628,0,0,0,0,0,33
ENSMUSG00000050640,0,0,1,114,9,5
ENSMUSG00000050663,0,0,0,15,0,0
ENSMUSG00000050668,168,0,223,8,14,34
ENSMUSG00000050697,164,0,20,13,0,0
ENSMUSG00000050705,2910,0,0,20,0,42
ENSMUSG00000050708,31639,1170,12346,2179,976,2495
ENSMUSG00000050711,0,0,0,284,73,90
ENSMUSG00000050714,0,0,0,2,2,3
ENSMUSG00000050721,0,0,0,0,22,6
ENSMUSG00000050737,0,0,0,0,0,10
ENSMUSG00000050751,1,0,0,6,0,0
ENSMUSG00000050761,116,88,164,64,81,85
ENSMUSG00000050772,0,0,4,1,0,6
ENSMUSG00000050786,0,0,0,5,0,40
ENSMUSG00000050796,0,9,0,2,0,0
ENSMUSG00000050799,5,0,0,0,0,2
ENSMUSG00000050812,112,0,0,6,0,6
ENSMUSG00000050815,0,0,2,0,0,0
ENSMUSG00000050821,112,0,0,15,10,14
ENSMUSG00000050822,2032,0,0,0,15,34
ENSMUSG00000050830,0,0,0,0,0,13
ENSMUSG00000050846,0,0,3,0,0,25
ENSMUSG00000050855,32,0,1,44,58,36
ENSMUSG00000050856,2650,150,920,701,256,548
ENSMUSG00000050860,0,0,0,6,12,0
ENSMUSG00000050875,0,0,0,0,13,0
ENSMUSG00000050876,6,0,0,1,0,19
ENSMUSG00000050890,51,8,6,18,0,32
ENSMUSG00000050891,122,0,0,0,1,0
ENSMUSG00000050896,0,0,0,1,0,0
ENSMUSG00000050908,961,0,0,51,40,13
ENSMUSG00000050930,0,0,0,1,0,0
ENSMUSG00000050944,0,0,0,0,0,6
ENSMUSG00000050947,0,0,0,0,0,13
ENSMUSG00000050963,0,0,0,0,8,0
ENSMUSG00000050965,237,3,49,58,14,8
ENSMUSG00000050967,6,0,0,8,13,2
ENSMUSG00000050973,14,0,0,5,8,5
ENSMUSG00000050989,0,0,0,0,0,3
ENSMUSG00000051007,576,0,51,68,25,53
ENSMUSG00000051022,6,0,0,3,0,0
ENSMUSG00000051034,0,0,0,24,0,0
ENSMUSG00000051067,0,0,1,3,0,8
ENSMUSG00000051095,0,0,0,8,0,0
ENSMUSG00000051098,0,0,8,108,24,3
ENSMUSG00000051111,0,0,0,25,0,8
ENSMUSG00000051113,65,0,0,8,0,0
ENSMUSG00000051118,0,0,0,15,7,11
ENSMUSG00000051136,0,0,0,0,4,0
ENSMUSG00000051146,87,16,215,183,19,83
ENSMUSG00000051149,24,0,3,12,0,10
ENSMUSG00000051154,36,4,207,101,28,75
ENSMUSG00000051166,0,1,0,0,7,0
ENSMUSG00000051169,0,0,0,3,0,0
ENSMUSG00000051177,0,0,0,0,3,0
ENSMUSG00000051185,0,0,0,20,0,1
ENSMUSG00000051212,0,0,0,0,8,0
ENSMUSG00000051223,160,10,14,71,7,59
ENSMUSG00000051232,0,3,46,1,73,12
ENSMUSG00000051234,405,1,62,30,202,103
ENSMUSG00000051235,2,0,4,0,0,0
ENSMUSG00000051238,0,0,11,10,28,0
ENSMUSG00000051243,252,0,0,0,9,0
ENSMUSG00000051246,0,0,0,0,0,17
ENSMUSG00000051256,220,0,17,75,0,62
ENSMUSG00000051285,78,0,15,17,36,9
ENSMUSG00000051306,0,0,4,0,0,0
ENSMUSG00000051316,0,0,1,0,0,18
ENSMUSG00000051319,166,5,18,24,68,60
ENSMUSG00000051323,0,0,0,5,4,0
ENSMUSG00000051329,0,0,0,0,1,35
ENSMUSG00000051331,0,0,9,0,14,0
ENSMUSG00000051335,33,33,113,73,2,42
ENSMUSG00000051339,1027,13,102,19,79,73
ENSMUSG00000051341,0,0,0,13,0,0
ENSMUSG00000051343,1386,0,0,1,32,22
ENSMUSG00000051344,1,0,0,0,0,3
ENSMUSG00000051346,18,0,1,4,0,126
ENSMUSG00000051351,0,0,87,5,0,21
ENSMUSG00000051355,0,0,0,0,2,0
ENSMUSG00000051359,249,66,0,273,51,120
ENSMUSG00000051373,0,0,0,3,19,0
ENSMUSG00000051379,0,0,2,2,0,0
ENSMUSG00000051390,0,0,5,0,0,4
ENSMUSG00000051391,1078,46,75,374,337,506
ENSMUSG00000051396,23,3,0,20,10,14
ENSMUSG00000051401,0,0,0,0,0,5
ENSMUSG00000051403,0,31,0,15,0,6
ENSMUSG00000051413,19,0,0,0,0,15
