"Gene","GeneName","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000000003","TSPAN6",1042.67798864624,-8.59136934127317e-07,0.00144266547105304,0.85089751373042,0.999297472959936
"ENSG00000000005","TNMD",0.208003850404365,-1.62240592811732e-07,0.00144269501153405,0.559936217065589,0.999297472959936
"ENSG00000000419","DPM1",31.1992861285977,-1.67697962645109e-07,0.00144268745887233,0.941427341311296,0.999297472959936
"ENSG00000000457","SCYL3",8.75509045802393,8.97920787847465e-07,0.00144269267129653,0.508387857426374,0.999297472959936
"ENSG00000000460","C1orf112",51.0537767442572,2.37344058261024e-06,0.00144268831447617,0.317965007877952,0.999297472959936
"ENSG00000000971","CFH",2.75134461566509,9.67903830155092e-07,0.00144269452041125,0.187627131087584,0.999297472959936
"ENSG00000001036","FUCA2",482.431507723562,4.73553686093217e-06,0.00144266522313565,0.33751731486999,0.999297472959936
"ENSG00000001084","GCLC",51.6682122619726,1.85110285787639e-06,0.00144268609200368,0.478942559157136,0.999297472959936
"ENSG00000001167","NFYA",39.7613313971285,-1.88763197260647e-06,0.00144268873659023,0.397677410145653,0.999297472959936
"ENSG00000001460","STPG1",50.8207988376497,9.46384100099214e-07,0.00144268774983797,0.68730469697561,0.999297472959936
"ENSG00000001461","NIPAL3",79.2933378994824,-3.09214523192556e-06,0.00144268028167518,0.366668934755353,0.999297472959936
"ENSG00000001497","LAS1L",442.460149850491,-4.22509984645755e-06,0.00144267098208857,0.337400175821424,0.999297472959936
"ENSG00000001561","ENPP4",35.788997877519,-5.13051451450797e-07,0.00144268692449912,0.829989032103477,0.999297472959936
"ENSG00000001617","SEMA3F",1.24499896805292,-9.44769222459516e-08,0.00144269465604616,0.852950780858627,0.999297472959936
"ENSG00000001626","CFTR",0.252833538583901,1.33563784266548e-07,0.00144269500258544,0.835150206368769,0.999297472959936
"ENSG00000001629","ANKIB1",31.2142484952946,1.49612766883706e-06,0.00144268739742087,0.538919936990164,0.999297472959936
"ENSG00000001630","CYP51A1",36.1096556222162,2.92202675285052e-06,0.00144268889094832,0.216638540129283,0.999297472959936
"ENSG00000001631","KRIT1",46.5337448184393,8.25483255756171e-10,0.00144268458559204,0.998305644437787,0.99946694272268
"ENSG00000002016","RAD52",8.21822216252385,-1.71699231498657e-06,0.00144269343835498,0.168708321746663,0.999297472959936
"ENSG00000002330","BAD",170.764487465673,-3.50745436450195e-06,0.00144268178977723,0.292562634995495,0.999297472959936
"ENSG00000002549","LAP3",456.3758132764,-2.48396034017068e-06,0.00144265979064091,0.625108480977358,0.999297472959936
"ENSG00000002586","CD99",73.6794566538762,-1.68157090505353e-06,0.00144268154508038,0.595655316377215,0.999297472959936
"ENSG00000002587","HS3ST1",1.84812614904478,-3.92143765620074e-09,0.00144269493680406,0.994841248338333,0.999412091043785
"ENSG00000002726","AOC1",0.365596836648518,-5.54264947625132e-08,0.0014426949509494,0.713619508324242,0.999297472959936
"ENSG00000002745","WNT16",0.415469623838399,-7.87165679735133e-08,0.00144269494011089,0.64077829355135,0.999297472959936
"ENSG00000002746","HECW1",3.41229626602515,1.50069274956124e-07,0.00144269404331013,0.864637952401288,0.999297472959936
"ENSG00000002822","MAD1L1",25.0732451572886,2.74801894984481e-06,0.00144269222312151,0.104834782152549,0.999297472959936
"ENSG00000002834","LASP1",19.7650461429762,4.43810782071823e-07,0.00144268974205973,0.824399726162062,0.999297472959936
"ENSG00000002919","SNX11",75.5449497520038,1.03063307314212e-06,0.0014426805357949,0.752556404976119,0.999297472959936
"ENSG00000003056","M6PR",138.061568858024,1.87809446602468e-05,0.00144273390816915,0.15028234846595,0.999297472959936
"ENSG00000003096","KLHL13",51.1311877765375,1.73369025272178e-06,0.00144268770376423,0.468840708017875,0.999297472959936
"ENSG00000003137","CYP26B1",1.17270755023968,1.31203447950502e-07,0.00144269480897571,0.79750368601779,0.999297472959936
"ENSG00000003147","ICA1",8.92918671005863,1.08900979920713e-07,0.0014426924099814,0.939421431822022,0.999297472959936
"ENSG00000003249","DBNDD1",78.0475499464704,2.21985423367273e-06,0.00144268317908322,0.244693648503813,0.999297472959936
"ENSG00000003393","ALS2",66.0039456690762,-8.44328300024874e-07,0.00144268337641959,0.769376113660908,0.999297472959936
"ENSG00000003400","CASP10",13.8444373948518,4.15787014556754e-07,0.00144269167239504,0.790364062126896,0.999297472959936
"ENSG00000003402","CFLAR",52.3713268589105,-2.05757818234358e-06,0.00144268427281243,0.474716049429851,0.999297472959936
"ENSG00000003436","TFPI",13.979853881093,-1.64539604274464e-06,0.00144269195434985,0.309472693161674,0.999297472959936
"ENSG00000003509","NDUFAF7",73.586086416908,-4.27357048794184e-06,0.00144268303230113,0.870922093004132,0.999297472959936
"ENSG00000003756","RBM5",58.8986766777571,-1.29057937424379e-06,0.00144268430761853,0.64523150891626,0.999297472959936
"ENSG00000003987","MTMR7",1.16092120700503,-1.43335925677759e-07,0.00144269468587244,0.774940485962351,0.999297472959936
"ENSG00000003989","SLC7A2",8.34340843329666,-8.55449552009712e-07,0.00144269301643319,0.490306517480159,0.999297472959936
"ENSG00000004059","ARF5",680.088124723083,-1.14557577028319e-05,0.001442686042085,0.797847981940744,0.999297472959936
"ENSG00000004139","SARM1",14.8125069613701,-7.94160513016193e-07,0.00144269147212103,0.621394277998685,0.999297472959936
"ENSG00000004142","POLDIP2",397.239180410556,1.3150895235067e-05,0.00144269863331912,0.656059641945182,0.999297472959936
"ENSG00000004399","PLXND1",7.44180458120331,-1.92531443259542e-06,0.00144269354958834,0.127165428762598,0.999297472959936
"ENSG00000004455","AK2",1007.10131598551,-1.17791894232607e-06,0.00144264843886656,0.837976752282263,0.999297472959936
"ENSG00000004468","CD38",0.938659446731071,-4.54590830174209e-08,0.00144269480253231,0.876676247650436,0.999297472959936
"ENSG00000004478","FKBP4",490.76920431225,1.04061097293295e-06,0.00144266901266369,0.812259828288832,0.999297472959936
"ENSG00000004487","KDM1A",54.9778476686617,-2.34538172832646e-06,0.00144268638917868,0.371371862922508,0.999297472959936
"ENSG00000004534","RBM6",115.43711959129,4.16471712189154e-06,0.0014426834591083,0.199715779395186,0.999297472959936
"ENSG00000004660","CAMKK1",14.6094873985364,-1.85837604166527e-06,0.00144269238271171,0.226057446184005,0.999297472959936
"ENSG00000004700","RECQL",140.00247983433,3.07852323597434e-07,0.00144267774897937,0.932555180376346,0.999297472959936
"ENSG00000004766","VPS50",17.4677813227823,2.52564355809076e-06,0.00144269202527332,0.153085615721184,0.999297472959936
"ENSG00000004776","HSPB6",0.315185972488306,1.42004801914447e-07,0.00144269500434341,0.777608168323736,0.999297472959936
"ENSG00000004777","ARHGAP33",9.07448693900436,-4.6085361837771e-08,0.00144269273173711,0.969432278063007,0.999297472959936
"ENSG00000004779","NDUFAB1",347.746718400024,3.5582225270014e-06,0.00144266535121519,0.460672907964775,0.999297472959936
"ENSG00000004799","PDK4",4.07192943813915,3.71759709584116e-07,0.00144269411308369,0.653273010875319,0.999297472959936
"ENSG00000004838","ZMYND10",1.05985877720261,-1.1124017373183e-07,0.00144269471446575,0.796183177437293,0.999297472959936
"ENSG00000004846","ABCB5",1.42260455374089,-9.56432896918515e-08,0.00144269464652863,0.869735504297916,0.999297472959936
"ENSG00000004864","SLC25A13",98.5499732477043,7.96193062044254e-07,0.00144268004845477,0.811430008723942,0.999297472959936
"ENSG00000004866","ST7",39.2477678305309,1.29637150124432e-07,0.00144268584451864,0.961909658836738,0.999297472959936
"ENSG00000004897","CDC27",241.718178230098,-6.03729814218393e-06,0.00144267146753208,0.194377685561487,0.999297472959936
"ENSG00000004939","SLC4A1",0.752411793039888,-2.97082016476087e-07,0.00144269489237857,0.339035015601743,0.999297472959936
"ENSG00000004948","CALCR",1.17229173844565,-4.48392532918613e-07,0.00144269500388299,0.137459404935908,0.999297472959936
"ENSG00000004961","HCCS",92.521820115277,-2.85014235945217e-06,0.00144268200253387,0.379818428894765,0.999297472959936
"ENSG00000004975","DVL2",47.7416349725325,2.24987816372175e-06,0.00144268684228768,0.374526925709993,0.999297472959936
"ENSG00000005007","UPF1",83.1266455126333,-6.9199364634499e-08,0.00144267913376839,0.981815770571848,0.999297472959936
"ENSG00000005020","SKAP2",89.2627109822092,1.94676178106388e-06,0.00144268488457917,0.487688608835795,0.999297472959936
"ENSG00000005022","SLC25A5",764.169610990078,-4.39211479318979e-06,0.00144266443269375,0.374125761943479,0.999297472959936
"ENSG00000005059","MCUB",56.142410356013,-3.00503520436256e-07,0.00144268466189706,0.911169113199999,0.999297472959936
"ENSG00000005073","HOXA11",6.23865484230674,1.12189953537792e-06,0.00144269365941477,0.30217437309136,0.999297472959936
"ENSG00000005075","POLR2J",290.810815837973,-1.64699626892106e-06,0.00144266424062509,0.727029911058142,0.999297472959936
"ENSG00000005100","DHX33",83.9804578193038,9.37613602047153e-07,0.00144268138097783,0.767372543002566,0.999297472959936
"ENSG00000005108","THSD7A",1.55847221284157,-2.75051265461264e-08,0.00144269468695086,0.9720431779643,0.999297472959936
"ENSG00000005156","LIG3",60.8592769647316,1.83846000465602e-06,0.00144268319095023,0.541366186603075,0.999297472959936
"ENSG00000005175","RPAP3",259.515016086783,1.42589674847673e-06,0.00144267587944514,0.706715976144845,0.999297472959936
"ENSG00000005187","ACSM3",4.26227087216433,-8.859683925112e-07,0.00144269443655674,0.23939205297102,0.999297472959936
"ENSG00000005189","REXO5",27.836436052336,-8.97310389376673e-08,0.0014426911294907,0.954687654196368,0.999297472959936
"ENSG00000005194","CIAPIN1",870.173345597506,2.61948909034199e-07,0.00144265077385385,0.964568396963367,0.999297472959936
"ENSG00000005206","SPPL2B",31.7960080434336,-1.88760638686553e-06,0.00144268881418736,0.395007274126764,0.999297472959936
"ENSG00000005238","FAM214B",2.60881709554902,-3.40189916499435e-07,0.00144269450778041,0.579283456578639,0.999297472959936
"ENSG00000005249","PRKAR2B",8.64247013842466,-7.92940635659914e-07,0.00144269280001171,0.545426197659357,0.999297472959936
"ENSG00000005302","MSL3",40.9463255780414,-1.30491298645732e-07,0.0014426854831967,0.958459482468636,0.999297472959936
"ENSG00000005339","CREBBP",64.1721976518829,-2.32106079219601e-06,0.00144268165979905,0.470218029779145,0.999297472959936
"ENSG00000005379","TSPOAP1",0.315185972488306,1.42004801914447e-07,0.00144269500434341,0.777608168323736,0.999297472959936
"ENSG00000005381","MPO",0.416007700808731,-1.96628255296603e-07,0.00144269502108768,0.430049486561412,0.999297472959936
"ENSG00000005421","PON1",0.624011551213096,-2.85565215984662e-07,0.00144269501749114,0.289887808017673,0.999297472959936
"ENSG00000005436","GCFC2",111.94045705985,1.93837848828191e-06,0.00144268291427693,0.52572023910688,0.999297472959936
"ENSG00000005448","WDR54",149.847735277992,-5.22142488395342e-06,0.00144268036054864,0.163168787836353,0.999297472959936
"ENSG00000005469","CROT",13.8952387382545,-2.73284663496214e-07,0.00144269186350549,0.852276048451828,0.999297472959936
"ENSG00000005471","ABCB4",1.46386316912774,1.76009130545178e-07,0.00144269464296458,0.769671376403981,0.999297472959936
"ENSG00000005483","KMT2E",176.60686713262,-8.2263657326966e-06,0.00144268236940935,0.0514557647166463,0.999297472959936
"ENSG00000005486","RHBDD2",117.411744664981,-2.98503854479357e-06,0.00144267787461047,0.415908107314861,0.999297472959936
"ENSG00000005513","SOX8",5.5688977174561,-1.35990489453961e-06,0.00144269395081135,0.179598594863316,0.999297472959936
"ENSG00000005700","IBTK",14.9926090104188,1.10965706552643e-06,0.00144269194863336,0.479901817067124,0.999297472959936
"ENSG00000005801","ZNF195",132.700927793881,5.16887955853005e-06,0.00144268543232736,0.108925094619117,0.999297472959936
"ENSG00000005810","MYCBP2",169.933271450393,-2.14679455010549e-06,0.00144267758943652,0.55347581659522,0.999297472959936
"ENSG00000005812","FBXL3",39.0512869061824,3.93314635393623e-06,0.00144268903506468,0.116885817142412,0.999297472959936
"ENSG00000005844","ITGAL",1.82670199370565,-1.38657921714264e-08,0.0014426946003342,0.959485396939334,0.999297472959936
"ENSG00000005882","PDK2",61.283337312787,4.25796749869023e-07,0.00144268275460569,0.888324620205382,0.999297472959936
"ENSG00000005884","ITGA3",9.44960924326105,1.03004479182695e-06,0.0014426927800845,0.448554015909591,0.999297472959936
"ENSG00000005889","ZFX",56.1447872149851,-1.94309885238334e-06,0.0014426850920583,0.479976791838888,0.999297472959936
"ENSG00000005893","LAMP2",311.940837144064,7.02692896399687e-06,0.00144267974336086,0.0922227977450696,0.999297472959936
"ENSG00000005961","ITGA2B",4.89297356368341,-7.52893988774531e-07,0.00144269413807371,0.389171663936138,0.999297472959936
"ENSG00000006007","GDE1",151.048147091678,-5.75525678729912e-07,0.00144267914636129,0.862849031367993,0.999297472959936
"ENSG00000006015","REX1BD",44.2122203647562,-1.74834057138975e-07,0.00144268453752163,0.947667712403962,0.999297472959936
"ENSG00000006016","CRLF1",6.56972058435735,3.80041689623964e-07,0.00144269344343193,0.726569120082881,0.999297472959936
