,SN_S1_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S1_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S1_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S2_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S2_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S2_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S3_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S3_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S3_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S4_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S4_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S4_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S5_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S5_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S5_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S6_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S6_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S6_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S1_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S1_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S1_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S2_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S2_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S2_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S3_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S3_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S3_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S4_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S4_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S4_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S5_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S5_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S5_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S6_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S6_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S6_3_MKDL250005004-1A_22VVM5LT4_L5
ENSG00000103942,171.0,226.0,117.0,16.0,89.0,125.0,22.0,11.0,1.0,42.0,78.0,49.0,81.0,122.0,341.0,0.0,1.0,1.0,13.0,11.0,10.0,27.0,16.0,5.0,15.0,4.0,4.0,19.0,29.0,12.0,6.0,9.0,15.0,17.0,3.0,0.0
ENSG00000103966,32.0,21.0,6.0,0.0,11.0,17.0,12.0,21.0,15.0,3.0,22.0,3.0,2.0,2.0,65.0,1.0,0.0,0.0,11.0,8.0,12.0,22.0,30.0,8.0,13.0,6.0,12.0,14.0,12.0,3.0,0.0,4.0,4.0,4.0,19.0,4.0
ENSG00000103978,31.0,36.0,24.0,3.0,24.0,7.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,32.0,35.0,18.0,68.0,79.0,38.0,27.0,44.0,12.0,46.0,69.0,34.0,17.0,19.0,17.0,19.0,65.0,4.0
ENSG00000103994,1204.0,1975.0,883.0,112.0,810.0,636.0,46.0,60.0,10.0,283.0,1147.0,322.0,178.0,366.0,704.0,1.0,3.0,3.0,94.0,39.0,20.0,152.0,172.0,46.0,70.0,30.0,18.0,86.0,114.0,24.0,28.0,28.0,21.0,38.0,81.0,30.0
ENSG00000103995,10.0,2.0,22.0,1.0,7.0,12.0,2.0,5.0,1.0,0.0,3.0,2.0,9.0,13.0,62.0,0.0,0.0,0.0,51.0,14.0,27.0,67.0,144.0,58.0,33.0,12.0,12.0,50.0,80.0,26.0,17.0,17.0,16.0,12.0,75.0,3.0
ENSG00000104043,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ENSG00000104044,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000104047,46.0,70.0,54.0,0.0,6.0,6.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,17.0,10.0,63.0,54.0,36.0,22.0,28.0,5.0,51.0,47.0,5.0,12.0,15.0,2.0,25.0,41.0,8.0
ENSG00000104055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104059,1.0,0.0,0.0,0.0,4.0,2.0,9.0,11.0,3.0,1.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104064,14.0,12.0,3.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,32.0,18.0,13.0,51.0,48.0,26.0,29.0,22.0,21.0,40.0,61.0,16.0,19.0,13.0,13.0,17.0,68.0,15.0
ENSG00000104067,15.0,11.0,2.0,7.0,29.0,30.0,1.0,4.0,0.0,33.0,11.0,9.0,7.0,11.0,88.0,0.0,0.0,0.0,7.0,1.0,5.0,8.0,17.0,3.0,4.0,6.0,1.0,12.0,14.0,2.0,2.0,5.0,5.0,6.0,6.0,3.0
ENSG00000104081,2.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
ENSG00000104093,5.0,0.0,9.0,3.0,5.0,21.0,1.0,1.0,0.0,3.0,13.0,7.0,10.0,2.0,8.0,0.0,0.0,0.0,10.0,12.0,13.0,29.0,70.0,11.0,9.0,10.0,6.0,19.0,45.0,17.0,9.0,10.0,6.0,10.0,39.0,11.0
ENSG00000104112,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104129,39.0,58.0,36.0,8.0,8.0,21.0,1.0,0.0,4.0,4.0,10.0,3.0,10.0,25.0,32.0,0.0,0.0,0.0,29.0,4.0,6.0,44.0,29.0,15.0,23.0,9.0,11.0,47.0,23.0,16.0,11.0,16.0,9.0,25.0,47.0,9.0
ENSG00000104131,270.0,129.0,106.0,29.0,102.0,61.0,0.0,10.0,0.0,0.0,2.0,5.0,4.0,1.0,18.0,0.0,0.0,0.0,7.0,19.0,7.0,49.0,15.0,16.0,32.0,35.0,6.0,33.0,38.0,13.0,5.0,12.0,9.0,20.0,24.0,15.0
ENSG00000104133,80.0,88.0,22.0,9.0,34.0,12.0,48.0,47.0,2.0,14.0,50.0,23.0,0.0,18.0,2.0,4.0,1.0,7.0,27.0,10.0,10.0,33.0,49.0,8.0,26.0,12.0,8.0,39.0,44.0,8.0,3.0,8.0,23.0,12.0,25.0,7.0
ENSG00000104140,4.0,13.0,5.0,0.0,1.0,4.0,8.0,4.0,19.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,1.0,10.0,1.0,6.0,0.0,2.0,3.0,0.0,1.0,1.0,3.0
ENSG00000104142,21.0,12.0,2.0,9.0,8.0,7.0,11.0,17.0,31.0,11.0,7.0,3.0,9.0,4.0,62.0,1.0,0.0,0.0,6.0,0.0,1.0,6.0,16.0,1.0,16.0,6.0,5.0,4.0,18.0,0.0,0.0,3.0,1.0,1.0,4.0,3.0
ENSG00000104147,39.0,16.0,33.0,0.0,15.0,8.0,0.0,0.0,0.0,12.0,0.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,3.0,18.0,45.0,33.0,12.0,4.0,20.0,4.0,29.0,30.0,9.0,11.0,14.0,23.0,22.0,35.0,7.0
ENSG00000104154,54.0,61.0,51.0,9.0,45.0,28.0,24.0,32.0,4.0,5.0,34.0,17.0,0.0,7.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,5.0,6.0,5.0,5.0,3.0,1.0,8.0,9.0,2.0,1.0,3.0,1.0,5.0,0.0,0.0
ENSG00000104164,1318.0,1448.0,660.0,92.0,624.0,445.0,67.0,104.0,32.0,132.0,1441.0,264.0,45.0,449.0,285.0,8.0,12.0,58.0,15.0,26.0,8.0,63.0,52.0,31.0,27.0,42.0,29.0,58.0,42.0,17.0,17.0,23.0,15.0,38.0,55.0,16.0
ENSG00000104177,336.0,322.0,95.0,40.0,107.0,57.0,49.0,67.0,7.0,26.0,157.0,52.0,10.0,43.0,18.0,2.0,4.0,3.0,16.0,11.0,4.0,37.0,21.0,10.0,27.0,14.0,9.0,43.0,44.0,7.0,16.0,17.0,7.0,19.0,42.0,9.0
ENSG00000104205,405.0,564.0,169.0,6.0,73.0,24.0,22.0,45.0,5.0,11.0,91.0,30.0,0.0,16.0,12.0,3.0,0.0,2.0,16.0,13.0,19.0,21.0,50.0,20.0,26.0,7.0,12.0,17.0,44.0,16.0,5.0,5.0,6.0,19.0,24.0,5.0
ENSG00000104213,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,4.0,2.0,3.0,12.0,4.0,8.0,1.0,0.0,4.0,5.0,9.0,1.0,0.0,2.0,3.0,2.0,12.0,2.0
ENSG00000104218,454.0,541.0,137.0,23.0,173.0,87.0,217.0,296.0,28.0,76.0,406.0,105.0,15.0,89.0,118.0,12.0,9.0,20.0,33.0,13.0,24.0,39.0,29.0,30.0,31.0,21.0,9.0,20.0,29.0,12.0,10.0,12.0,20.0,24.0,71.0,18.0
ENSG00000104219,11.0,4.0,5.0,0.0,17.0,2.0,0.0,4.0,0.0,0.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,4.0,2.0,1.0,3.0,1.0,6.0,0.0,0.0,4.0,0.0,1.0,21.0,0.0
ENSG00000104221,27.0,1.0,2.0,8.0,6.0,12.0,26.0,2.0,6.0,5.0,10.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,10.0,5.0,0.0,37.0,13.0,2.0,11.0,3.0,3.0,14.0,12.0,5.0,2.0,8.0,9.0,3.0,10.0,0.0
ENSG00000104228,15.0,1.0,0.0,8.0,3.0,14.0,9.0,4.0,3.0,11.0,5.0,18.0,2.0,12.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,8.0,3.0,2.0,3.0,0.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,6.0,0.0
ENSG00000104231,57.0,42.0,15.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,101.0,63.0,61.0,302.0,286.0,117.0,169.0,118.0,79.0,202.0,170.0,49.0,79.0,67.0,43.0,210.0,188.0,64.0
ENSG00000104237,21.0,12.0,8.0,2.0,10.0,0.0,10.0,25.0,0.0,1.0,10.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ENSG00000104267,114.0,52.0,43.0,2.0,12.0,9.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,16.0,14.0,4.0,46.0,49.0,8.0,9.0,3.0,10.0,49.0,25.0,14.0,6.0,8.0,6.0,6.0,24.0,6.0
ENSG00000104290,267.0,313.0,159.0,2.0,39.0,43.0,41.0,27.0,19.0,23.0,52.0,12.0,0.0,14.0,32.0,0.0,7.0,1.0,33.0,44.0,17.0,117.0,158.0,32.0,42.0,42.0,19.0,65.0,117.0,22.0,17.0,22.0,26.0,32.0,84.0,34.0
ENSG00000104299,18.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,10.0,23.0,2.0,7.0,2.0,1.0,8.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0
ENSG00000104312,10.0,1.0,9.0,1.0,6.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,29.0,37.0,94.0,110.0,53.0,35.0,21.0,20.0,84.0,91.0,21.0,12.0,15.0,16.0,36.0,81.0,10.0
ENSG00000104313,37.0,21.0,23.0,0.0,4.0,2.0,13.0,4.0,9.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
ENSG00000104320,106.0,91.0,47.0,17.0,53.0,21.0,14.0,24.0,7.0,30.0,70.0,11.0,5.0,27.0,30.0,1.0,1.0,2.0,60.0,48.0,49.0,172.0,239.0,106.0,82.0,58.0,61.0,139.0,191.0,74.0,18.0,41.0,31.0,46.0,215.0,16.0
ENSG00000104321,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,8.0,1.0,5.0,2.0,0.0,1.0,9.0,1.0,1.0,0.0,2.0,7.0,6.0,0.0
ENSG00000104324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
ENSG00000104325,6.0,4.0,5.0,0.0,8.0,5.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,28.0,16.0,12.0,64.0,69.0,21.0,42.0,31.0,10.0,42.0,36.0,12.0,7.0,26.0,8.0,22.0,55.0,10.0
ENSG00000104327,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000104331,149.0,271.0,57.0,5.0,78.0,55.0,8.0,13.0,6.0,19.0,29.0,24.0,12.0,22.0,10.0,0.0,0.0,0.0,2.0,1.0,1.0,20.0,11.0,2.0,1.0,5.0,1.0,9.0,10.0,3.0,0.0,2.0,1.0,6.0,2.0,2.0
ENSG00000104332,37.0,23.0,22.0,12.0,13.0,12.0,17.0,0.0,2.0,35.0,86.0,31.0,0.0,0.0,22.0,0.0,0.0,0.0,6.0,3.0,2.0,27.0,8.0,11.0,13.0,0.0,0.0,3.0,8.0,5.0,7.0,6.0,9.0,4.0,4.0,1.0
ENSG00000104341,1420.0,489.0,312.0,535.0,1891.0,1035.0,97.0,42.0,36.0,754.0,4886.0,1518.0,335.0,847.0,637.0,1.0,2.0,2.0,769.0,320.0,556.0,1348.0,1838.0,728.0,992.0,497.0,385.0,1191.0,1296.0,425.0,302.0,370.0,300.0,1015.0,1749.0,202.0
ENSG00000104343,108.0,63.0,20.0,1.0,8.0,14.0,0.0,1.0,0.0,3.0,5.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,71.0,52.0,66.0,157.0,257.0,136.0,85.0,97.0,66.0,163.0,131.0,67.0,25.0,67.0,70.0,70.0,142.0,40.0
ENSG00000104356,40.0,33.0,22.0,4.0,17.0,52.0,9.0,0.0,0.0,28.0,32.0,20.0,12.0,10.0,69.0,0.0,0.0,0.0,18.0,2.0,3.0,24.0,23.0,2.0,12.0,3.0,0.0,6.0,16.0,5.0,5.0,5.0,0.0,6.0,20.0,4.0
ENSG00000104361,61.0,78.0,12.0,6.0,36.0,11.0,23.0,17.0,1.0,5.0,70.0,29.0,2.0,14.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,9.0,0.0,3.0,2.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0
ENSG00000104365,15.0,17.0,11.0,3.0,10.0,11.0,9.0,9.0,6.0,6.0,20.0,7.0,1.0,5.0,0.0,0.0,1.0,1.0,10.0,4.0,1.0,6.0,11.0,5.0,7.0,6.0,4.0,5.0,14.0,3.0,0.0,0.0,9.0,5.0,15.0,3.0
ENSG00000104368,51.0,67.0,20.0,9.0,31.0,34.0,11.0,19.0,3.0,26.0,81.0,10.0,9.0,22.0,71.0,1.0,1.0,1.0,92.0,49.0,35.0,201.0,97.0,32.0,65.0,37.0,19.0,120.0,67.0,23.0,28.0,32.0,36.0,55.0,85.0,16.0
ENSG00000104369,62.0,25.0,10.0,2.0,3.0,24.0,7.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,15.0,2.0,1.0,5.0,0.0,0.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000104371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104375,47.0,40.0,23.0,8.0,10.0,9.0,1.0,2.0,1.0,1.0,17.0,1.0,0.0,8.0,5.0,2.0,0.0,0.0,31.0,13.0,19.0,53.0,111.0,31.0,13.0,24.0,14.0,32.0,49.0,15.0,0.0,9.0,16.0,17.0,44.0,13.0
ENSG00000104381,113.0,78.0,33.0,23.0,68.0,93.0,38.0,23.0,12.0,39.0,396.0,46.0,15.0,39.0,25.0,5.0,6.0,13.0,10.0,7.0,6.0,52.0,20.0,5.0,29.0,10.0,8.0,30.0,45.0,8.0,5.0,4.0,10.0,21.0,10.0,11.0
ENSG00000104388,80.0,61.0,70.0,20.0,52.0,55.0,14.0,3.0,0.0,10.0,13.0,17.0,1.0,2.0,12.0,0.0,0.0,0.0,131.0,107.0,74.0,289.0,245.0,78.0,197.0,80.0,51.0,174.0,180.0,65.0,48.0,53.0,67.0,130.0,223.0,39.0
ENSG00000104408,1359.0,1359.0,464.0,84.0,616.0,336.0,288.0,537.0,44.0,207.0,917.0,225.0,24.0,207.0,120.0,10.0,10.0,27.0,639.0,596.0,848.0,2082.0,2385.0,980.0,975.0,1025.0,683.0,1725.0,1807.0,448.0,515.0,681.0,447.0,1122.0,1982.0,441.0
ENSG00000104412,66.0,75.0,53.0,12.0,22.0,22.0,2.0,8.0,0.0,2.0,3.0,1.0,1.0,2.0,38.0,0.0,0.0,0.0,62.0,43.0,31.0,158.0,91.0,61.0,103.0,53.0,23.0,122.0,49.0,25.0,14.0,47.0,57.0,85.0,110.0,39.0
ENSG00000104413,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104415,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104419,467.0,256.0,154.0,52.0,107.0,113.0,13.0,9.0,19.0,50.0,100.0,61.0,15.0,30.0,128.0,2.0,0.0,6.0,77.0,43.0,47.0,211.0,288.0,38.0,101.0,17.0,35.0,158.0,181.0,75.0,26.0,59.0,47.0,85.0,116.0,22.0
ENSG00000104427,53.0,28.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,23.0,64.0,62.0,24.0,27.0,22.0,16.0,26.0,46.0,16.0,15.0,18.0,8.0,36.0,54.0,21.0
ENSG00000104432,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104442,75.0,85.0,37.0,16.0,18.0,15.0,0.0,0.0,0.0,11.0,0.0,7.0,1.0,2.0,29.0,0.0,0.0,0.0,34.0,25.0,25.0,137.0,125.0,56.0,49.0,26.0,24.0,67.0,55.0,10.0,25.0,24.0,21.0,36.0,53.0,24.0
ENSG00000104447,18.0,19.0,5.0,0.0,10.0,10.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,10.0,10.0,1.0,3.0,2.0,1.0,5.0,11.0,1.0,1.0,0.0,12.0,0.0,8.0,0.0
ENSG00000104450,2.0,1.0,8.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,8.0,2.0,2.0,6.0,1.0,3.0,8.0,6.0,1.0,0.0,0.0,1.0,3.0,5.0,2.0
ENSG00000104472,75.0,62.0,15.0,7.0,12.0,3.0,13.0,7.0,2.0,2.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,8.0,23.0,31.0,4.0,8.0,2.0,0.0,20.0,8.0,1.0,2.0,10.0,2.0,15.0,16.0,3.0
ENSG00000104490,23.0,21.0,20.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,5.0,0.0,2.0,1.0,4.0,1.0,1.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0
ENSG00000104497,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,15.0,18.0,3.0,9.0,9.0,5.0,9.0,36.0,4.0,3.0,8.0,2.0,7.0,20.0,5.0
ENSG00000104499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104517,26.0,51.0,1.0,10.0,29.0,83.0,4.0,8.0,0.0,26.0,15.0,16.0,21.0,0.0,250.0,1.0,0.0,0.0,28.0,19.0,20.0,77.0,35.0,23.0,30.0,8.0,4.0,39.0,53.0,19.0,20.0,17.0,18.0,13.0,46.0,11.0
ENSG00000104518,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104522,18.0,18.0,6.0,1.0,6.0,12.0,31.0,16.0,19.0,1.0,6.0,5.0,0.0,2.0,22.0,0.0,0.0,0.0,58.0,22.0,49.0,128.0,140.0,40.0,98.0,24.0,39.0,106.0,82.0,25.0,12.0,23.0,17.0,67.0,183.0,13.0
ENSG00000104524,49.0,48.0,35.0,9.0,24.0,32.0,84.0,96.0,98.0,4.0,31.0,16.0,1.0,3.0,19.0,0.0,1.0,0.0,36.0,22.0,19.0,111.0,90.0,23.0,68.0,25.0,24.0,69.0,60.0,20.0,9.0,22.0,5.0,24.0,70.0,23.0
ENSG00000104529,1369.0,1631.0,1414.0,185.0,966.0,1806.0,64.0,43.0,31.0,94.0,296.0,97.0,55.0,82.0,924.0,3.0,2.0,6.0,952.0,287.0,460.0,1834.0,1742.0,628.0,1172.0,444.0,403.0,1500.0,1527.0,411.0,253.0,441.0,280.0,848.0,1731.0,297.0
ENSG00000104537,2.0,4.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ENSG00000104549,282.0,110.0,113.0,114.0,409.0,478.0,175.0,53.0,83.0,234.0,358.0,274.0,117.0,88.0,392.0,1.0,0.0,0.0,337.0,115.0,132.0,602.0,756.0,224.0,411.0,121.0,99.0,467.0,544.0,132.0,94.0,145.0,112.0,299.0,467.0,108.0
ENSG00000104611,34.0,22.0,7.0,0.0,13.0,3.0,15.0,12.0,1.0,16.0,16.0,14.0,0.0,25.0,30.0,0.0,0.0,0.0,11.0,21.0,4.0,13.0,16.0,6.0,4.0,1.0,3.0,2.0,7.0,4.0,1.0,8.0,0.0,2.0,4.0,6.0
ENSG00000104613,154.0,73.0,36.0,16.0,55.0,33.0,12.0,13.0,2.0,9.0,48.0,28.0,8.0,52.0,39.0,1.0,0.0,1.0,22.0,18.0,12.0,43.0,51.0,10.0,16.0,17.0,16.0,44.0,31.0,6.0,4.0,21.0,15.0,34.0,60.0,6.0
ENSG00000104626,43.0,24.0,9.0,2.0,22.0,9.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,26.0,0.0,0.0,0.0,6.0,8.0,6.0,29.0,32.0,10.0,19.0,7.0,3.0,9.0,15.0,9.0,7.0,4.0,1.0,8.0,16.0,3.0
ENSG00000104635,14.0,5.0,0.0,10.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,34.0,31.0,19.0,5.0,6.0,5.0,25.0,35.0,5.0,2.0,5.0,6.0,12.0,14.0,3.0
ENSG00000104643,543.0,695.0,204.0,41.0,235.0,120.0,125.0,160.0,11.0,98.0,443.0,111.0,9.0,57.0,20.0,4.0,3.0,5.0,20.0,9.0,4.0,22.0,26.0,12.0,12.0,7.0,5.0,26.0,20.0,14.0,8.0,5.0,6.0,9.0,22.0,5.0
ENSG00000104660,119.0,48.0,43.0,7.0,41.0,35.0,24.0,17.0,0.0,13.0,32.0,16.0,2.0,1.0,3.0,0.0,2.0,0.0,26.0,17.0,17.0,45.0,46.0,15.0,20.0,12.0,5.0,16.0,28.0,3.0,11.0,3.0,7.0,28.0,11.0,2.0
