,25L008070,25L008071,25L008072,25L008073,25L008074,25L008075,25L008076,25L008077,25L008078,25L008079,25L008080,25L008081,25L008082,25L008083,25L008084,25L008085,25L008086,25L008087,25L008088,25L008089,25L008090,25L008091,25L008092,25L008093,25L008094,25L008095,25L008096,25L008097,25L008098,25L008099,25L008100,25L008101,25L008102,25L008103,25L008104,25L008105,25L008106,25L008107,25L008110,25L008111
ENSG00000038002,32.0,152.0,54.0,54.0,98.0,74.0,67.0,256.0,121.0,220.0,16.0,44.0,64.0,0.0,0.0,0.0,0.0,15.0,12.0,21.0,15.0,13.0,6.0,20.0,6.0,9.0,9.0,9.0,7.0,17.0,29.0,13.0,1.0,12.0,79.0,0.0,8.0,11.0,0.0,12.0
ENSG00000038210,52.0,93.0,72.0,223.0,294.0,160.0,178.0,138.0,137.0,254.0,95.0,176.0,204.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,1.0,1.0,5.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,4.0,296.0,0.0,0.0,10.0,0.0,13.0
ENSG00000038219,53.0,125.0,73.0,125.0,140.0,169.0,59.0,1046.0,823.0,1013.0,67.0,81.0,168.0,0.0,0.0,0.0,0.0,10.0,17.0,24.0,17.0,5.0,6.0,26.0,15.0,10.0,3.0,9.0,14.0,20.0,17.0,11.0,2.0,11.0,132.0,0.0,5.0,23.0,0.0,15.0
ENSG00000038274,640.0,1734.0,857.0,2157.0,2941.0,3490.0,1550.0,5313.0,2747.0,4726.0,440.0,910.0,1140.0,8.0,0.0,0.0,3.0,54.0,25.0,63.0,39.0,41.0,18.0,64.0,33.0,31.0,22.0,45.0,17.0,52.0,69.0,36.0,4.0,58.0,2791.0,0.0,15.0,36.0,1.0,287.0
ENSG00000038295,0.0,1.0,0.0,41.0,30.0,32.0,3.0,10.0,27.0,25.0,6.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,1.0,0.0,9.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,22.0,0.0,0.0,3.0,0.0,6.0
ENSG00000038358,2.0,45.0,24.0,142.0,195.0,300.0,223.0,324.0,154.0,288.0,27.0,40.0,85.0,0.0,0.0,0.0,0.0,28.0,28.0,57.0,49.0,48.0,31.0,56.0,22.0,32.0,30.0,22.0,28.0,66.0,88.0,43.0,6.0,51.0,457.0,0.0,13.0,29.0,0.0,55.0
ENSG00000038382,7.0,43.0,82.0,260.0,324.0,244.0,165.0,330.0,202.0,318.0,106.0,184.0,193.0,0.0,0.0,0.0,0.0,7.0,17.0,30.0,26.0,19.0,8.0,38.0,19.0,20.0,2.0,6.0,12.0,21.0,22.0,5.0,0.0,12.0,265.0,0.0,4.0,12.0,0.0,34.0
ENSG00000038427,36.0,9.0,11.0,108.0,123.0,214.0,65.0,335.0,182.0,292.0,70.0,131.0,164.0,0.0,0.0,0.0,0.0,30.0,30.0,58.0,47.0,49.0,14.0,61.0,27.0,35.0,31.0,33.0,13.0,53.0,57.0,34.0,7.0,50.0,154.0,0.0,19.0,68.0,0.0,28.0
ENSG00000038532,8.0,10.0,40.0,231.0,179.0,335.0,193.0,194.0,111.0,293.0,43.0,106.0,62.0,0.0,0.0,0.0,6.0,19.0,20.0,60.0,66.0,25.0,27.0,42.0,18.0,32.0,14.0,17.0,23.0,27.0,29.0,24.0,3.0,27.0,456.0,0.0,7.0,29.0,0.0,51.0
ENSG00000038945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000039068,0.0,5.0,1.0,6.0,0.0,6.0,6.0,6.0,0.0,4.0,4.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,5.0,3.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,4.0
ENSG00000039123,135.0,324.0,80.0,164.0,160.0,218.0,175.0,1736.0,970.0,1628.0,106.0,161.0,317.0,0.0,0.0,0.0,0.0,10.0,12.0,13.0,18.0,11.0,10.0,31.0,7.0,9.0,10.0,13.0,17.0,11.0,20.0,5.0,2.0,10.0,359.0,0.0,7.0,12.0,0.0,23.0
ENSG00000039139,0.0,1.0,1.0,0.0,2.0,0.0,0.0,23.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0
ENSG00000039319,78.0,114.0,79.0,163.0,270.0,186.0,113.0,367.0,173.0,395.0,173.0,264.0,372.0,0.0,0.0,0.0,1.0,14.0,17.0,43.0,24.0,19.0,23.0,45.0,24.0,14.0,9.0,12.0,13.0,28.0,23.0,8.0,3.0,17.0,217.0,0.0,6.0,19.0,0.0,24.0
ENSG00000039523,5.0,14.0,46.0,279.0,333.0,955.0,377.0,405.0,222.0,513.0,85.0,34.0,144.0,0.0,0.0,0.0,0.0,11.0,7.0,33.0,23.0,11.0,10.0,27.0,12.0,12.0,12.0,18.0,13.0,18.0,19.0,11.0,1.0,25.0,584.0,0.0,7.0,22.0,0.0,91.0
ENSG00000039537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000039560,558.0,1015.0,620.0,1928.0,2142.0,3630.0,1035.0,3179.0,1940.0,3174.0,395.0,568.0,1003.0,0.0,1.0,2.0,0.0,26.0,19.0,42.0,42.0,48.0,22.0,67.0,11.0,27.0,30.0,45.0,32.0,45.0,76.0,33.0,2.0,49.0,2088.0,0.0,7.0,31.0,0.0,225.0
ENSG00000039600,1.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
ENSG00000039650,19.0,20.0,6.0,182.0,158.0,246.0,180.0,131.0,41.0,93.0,53.0,78.0,233.0,0.0,0.0,0.0,4.0,49.0,55.0,98.0,61.0,48.0,36.0,69.0,38.0,32.0,46.0,60.0,52.0,70.0,77.0,34.0,4.0,47.0,208.0,0.0,30.0,32.0,1.0,28.0
ENSG00000039987,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000040199,108.0,392.0,244.0,671.0,602.0,870.0,648.0,1351.0,657.0,1238.0,163.0,355.0,505.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,9.0,5.0,5.0,8.0,4.0,5.0,8.0,6.0,1.0,7.0,2.0,0.0,0.0,0.0,1427.0,0.0,1.0,6.0,0.0,138.0
ENSG00000040275,567.0,1186.0,803.0,1539.0,1899.0,1801.0,707.0,2676.0,1424.0,3102.0,914.0,1498.0,2228.0,0.0,0.0,0.0,1.0,90.0,63.0,110.0,102.0,65.0,56.0,162.0,72.0,60.0,49.0,85.0,78.0,121.0,175.0,75.0,16.0,117.0,1307.0,0.0,33.0,115.0,2.0,153.0
ENSG00000040341,207.0,451.0,189.0,444.0,396.0,447.0,261.0,492.0,256.0,594.0,177.0,329.0,339.0,0.0,0.0,0.0,0.0,20.0,17.0,14.0,21.0,13.0,9.0,18.0,10.0,12.0,7.0,13.0,5.0,11.0,8.0,8.0,0.0,16.0,398.0,0.0,1.0,20.0,0.0,49.0
ENSG00000040487,137.0,117.0,151.0,264.0,269.0,594.0,324.0,234.0,77.0,288.0,206.0,248.0,484.0,0.0,0.0,0.0,70.0,41.0,31.0,71.0,78.0,60.0,36.0,75.0,38.0,56.0,35.0,41.0,39.0,59.0,88.0,33.0,5.0,60.0,530.0,0.0,17.0,52.0,1.0,44.0
ENSG00000040531,19.0,134.0,23.0,134.0,85.0,335.0,135.0,151.0,77.0,111.0,47.0,99.0,112.0,0.0,0.0,0.0,0.0,6.0,3.0,24.0,4.0,9.0,7.0,21.0,8.0,21.0,15.0,12.0,16.0,12.0,30.0,10.0,0.0,11.0,268.0,0.0,3.0,16.0,0.0,25.0
ENSG00000040608,0.0,45.0,8.0,77.0,154.0,158.0,75.0,29.0,23.0,52.0,31.0,103.0,203.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,6.0,5.0,0.0,3.0,170.0,0.0,0.0,8.0,0.0,22.0
ENSG00000040633,91.0,441.0,181.0,1191.0,1455.0,2329.0,1290.0,756.0,525.0,1042.0,388.0,414.0,1326.0,0.0,0.0,0.0,0.0,39.0,19.0,45.0,62.0,44.0,31.0,84.0,26.0,41.0,71.0,35.0,37.0,39.0,80.0,37.0,1.0,30.0,2784.0,0.0,31.0,52.0,0.0,282.0
ENSG00000040731,0.0,6.0,1.0,0.0,0.0,3.0,0.0,7.0,1.0,9.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
ENSG00000040933,89.0,134.0,98.0,328.0,324.0,358.0,272.0,281.0,260.0,283.0,101.0,134.0,317.0,0.0,0.0,0.0,0.0,12.0,9.0,15.0,18.0,5.0,4.0,17.0,9.0,17.0,2.0,10.0,7.0,16.0,19.0,3.0,4.0,8.0,396.0,0.0,2.0,14.0,0.0,38.0
ENSG00000041353,0.0,9.0,5.0,30.0,43.0,29.0,14.0,13.0,26.0,40.0,2.0,26.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0
ENSG00000041357,1575.0,3033.0,2000.0,4025.0,4913.0,4694.0,2245.0,13678.0,5347.0,9961.0,1409.0,2283.0,3837.0,3.0,0.0,0.0,6.0,3765.0,2405.0,4091.0,3206.0,1739.0,1393.0,2779.0,1789.0,2232.0,2847.0,2488.0,1548.0,2106.0,1642.0,1189.0,51.0,2223.0,3947.0,14.0,891.0,2307.0,11.0,488.0
ENSG00000041515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000041802,459.0,839.0,550.0,862.0,921.0,1851.0,518.0,1107.0,814.0,1178.0,347.0,290.0,872.0,0.0,0.0,0.0,0.0,24.0,14.0,26.0,18.0,22.0,22.0,36.0,15.0,19.0,5.0,22.0,15.0,30.0,57.0,29.0,2.0,31.0,1282.0,0.0,9.0,34.0,0.0,128.0
ENSG00000041880,0.0,0.0,0.0,116.0,83.0,103.0,49.0,33.0,44.0,13.0,43.0,34.0,57.0,0.0,0.0,0.0,0.0,8.0,3.0,15.0,6.0,6.0,7.0,9.0,7.0,5.0,5.0,3.0,5.0,10.0,18.0,3.0,0.0,13.0,119.0,0.0,2.0,7.0,0.0,10.0
ENSG00000041982,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0
ENSG00000041988,325.0,1403.0,482.0,902.0,1171.0,1967.0,1047.0,841.0,461.0,715.0,571.0,617.0,1380.0,1.0,4.0,2.0,0.0,91.0,43.0,89.0,55.0,56.0,40.0,111.0,53.0,65.0,64.0,70.0,54.0,85.0,141.0,63.0,5.0,101.0,2153.0,0.0,29.0,61.0,0.0,283.0
ENSG00000042062,1.0,3.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,7.0,6.0,4.0,4.0,6.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000042088,30.0,53.0,77.0,225.0,362.0,371.0,207.0,190.0,106.0,224.0,113.0,131.0,336.0,0.0,0.0,0.0,0.0,8.0,11.0,23.0,21.0,20.0,15.0,29.0,3.0,12.0,10.0,10.0,13.0,18.0,22.0,9.0,2.0,22.0,473.0,0.0,8.0,12.0,0.0,51.0
ENSG00000042286,49.0,95.0,11.0,162.0,281.0,306.0,195.0,156.0,106.0,93.0,21.0,1.0,125.0,0.0,0.0,0.0,0.0,4.0,2.0,9.0,14.0,4.0,2.0,10.0,0.0,2.0,8.0,4.0,0.0,8.0,12.0,0.0,1.0,8.0,348.0,0.0,1.0,5.0,0.0,29.0
ENSG00000042317,68.0,77.0,80.0,157.0,115.0,187.0,107.0,460.0,296.0,568.0,158.0,194.0,398.0,0.0,0.0,0.0,0.0,9.0,2.0,5.0,6.0,2.0,7.0,11.0,3.0,4.0,4.0,3.0,4.0,6.0,10.0,1.0,2.0,3.0,192.0,0.0,1.0,7.0,0.0,18.0
ENSG00000042429,15.0,52.0,46.0,112.0,208.0,236.0,76.0,96.0,65.0,214.0,107.0,306.0,350.0,0.0,0.0,0.0,0.0,10.0,9.0,22.0,19.0,15.0,17.0,14.0,19.0,15.0,17.0,14.0,7.0,14.0,15.0,15.0,2.0,9.0,216.0,0.0,5.0,16.0,0.0,14.0
ENSG00000042445,1.0,26.0,8.0,125.0,90.0,207.0,166.0,121.0,40.0,124.0,33.0,13.0,49.0,0.0,0.0,0.0,0.0,14.0,8.0,18.0,16.0,15.0,7.0,13.0,10.0,8.0,12.0,11.0,3.0,12.0,24.0,8.0,2.0,19.0,255.0,0.0,4.0,15.0,0.0,35.0
ENSG00000042493,39.0,4.0,1.0,40.0,45.0,136.0,69.0,264.0,68.0,65.0,15.0,6.0,32.0,0.0,0.0,0.0,0.0,92.0,39.0,80.0,63.0,42.0,27.0,64.0,34.0,41.0,72.0,47.0,40.0,66.0,47.0,23.0,2.0,48.0,101.0,0.0,10.0,44.0,0.0,11.0
ENSG00000042753,4861.0,7900.0,5120.0,4945.0,6499.0,7669.0,4517.0,12030.0,7839.0,12060.0,3005.0,3179.0,6567.0,0.0,0.0,3.0,57.0,648.0,436.0,943.0,522.0,517.0,365.0,809.0,567.0,563.0,803.0,523.0,511.0,652.0,1309.0,735.0,63.0,852.0,7750.0,8.0,316.0,863.0,6.0,997.0
ENSG00000042781,0.0,3.0,0.0,2.0,1.0,6.0,0.0,2.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
ENSG00000042813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000042832,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
ENSG00000042980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000043039,20.0,47.0,49.0,135.0,160.0,98.0,83.0,53.0,20.0,44.0,19.0,70.0,55.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,1.0,3.0,6.0,3.0,0.0,3.0,1.0,0.0,1.0,7.0,3.0,0.0,5.0,182.0,0.0,2.0,2.0,0.0,20.0
ENSG00000043093,359.0,706.0,391.0,815.0,1093.0,874.0,557.0,1080.0,650.0,1157.0,291.0,641.0,757.0,0.0,0.0,4.0,1.0,39.0,18.0,49.0,52.0,28.0,10.0,40.0,18.0,14.0,27.0,31.0,23.0,42.0,16.0,16.0,0.0,25.0,998.0,0.0,15.0,30.0,0.0,110.0
ENSG00000043143,10.0,1.0,64.0,93.0,198.0,151.0,85.0,85.0,56.0,92.0,25.0,8.0,51.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,5.0,5.0,2.0,6.0,1.0,8.0,7.0,4.0,4.0,8.0,8.0,1.0,0.0,3.0,232.0,0.0,6.0,7.0,0.0,32.0
ENSG00000043355,97.0,192.0,117.0,1176.0,1343.0,915.0,586.0,174.0,145.0,232.0,384.0,607.0,903.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,1.0,1.0,2.0,2.0,5.0,3.0,0.0,1.0,3.0,1.0,5.0,3.0,1.0,3.0,1511.0,0.0,0.0,4.0,0.0,127.0
ENSG00000043462,0.0,0.0,0.0,1.0,2.0,10.0,2.0,1.0,6.0,2.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000043514,52.0,160.0,62.0,270.0,418.0,370.0,172.0,374.0,165.0,372.0,87.0,109.0,225.0,0.0,0.0,0.0,0.0,9.0,6.0,7.0,8.0,8.0,2.0,10.0,6.0,7.0,8.0,5.0,3.0,7.0,19.0,3.0,0.0,7.0,339.0,0.0,1.0,4.0,0.0,30.0
ENSG00000043591,1.0,9.0,2.0,58.0,34.0,34.0,18.0,4.0,1.0,6.0,32.0,28.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,9.0
ENSG00000044012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000044090,9.0,19.0,1.0,66.0,64.0,155.0,109.0,168.0,32.0,142.0,27.0,29.0,91.0,0.0,0.0,0.0,0.0,26.0,21.0,38.0,22.0,22.0,15.0,25.0,19.0,25.0,39.0,11.0,16.0,25.0,32.0,21.0,2.0,25.0,168.0,0.0,9.0,29.0,0.0,22.0
ENSG00000044115,203.0,299.0,110.0,453.0,516.0,729.0,361.0,577.0,393.0,556.0,168.0,216.0,526.0,0.0,0.0,0.0,0.0,53.0,29.0,79.0,47.0,52.0,45.0,86.0,48.0,33.0,31.0,45.0,31.0,61.0,160.0,72.0,1.0,93.0,696.0,0.0,8.0,66.0,0.0,84.0
ENSG00000044446,8.0,29.0,17.0,52.0,61.0,141.0,62.0,124.0,55.0,117.0,21.0,3.0,41.0,0.0,0.0,0.0,0.0,24.0,12.0,30.0,25.0,24.0,9.0,37.0,8.0,26.0,13.0,18.0,13.0,20.0,28.0,8.0,1.0,14.0,110.0,0.0,1.0,14.0,0.0,6.0
ENSG00000044459,310.0,607.0,285.0,511.0,602.0,637.0,222.0,786.0,356.0,786.0,208.0,207.0,431.0,0.0,0.0,0.0,0.0,58.0,70.0,151.0,114.0,60.0,49.0,130.0,69.0,67.0,25.0,47.0,44.0,62.0,87.0,49.0,3.0,83.0,402.0,0.0,33.0,72.0,0.0,37.0
ENSG00000044524,8.0,39.0,24.0,9.0,27.0,38.0,21.0,36.0,6.0,67.0,31.0,61.0,74.0,0.0,0.0,0.0,0.0,6.0,24.0,32.0,27.0,14.0,7.0,25.0,10.0,21.0,9.0,31.0,5.0,30.0,21.0,5.0,1.0,12.0,39.0,0.0,5.0,18.0,0.0,7.0
ENSG00000044574,322.0,348.0,261.0,1313.0,1475.0,2227.0,787.0,3668.0,1704.0,3177.0,243.0,268.0,490.0,0.0,0.0,0.0,61.0,463.0,308.0,636.0,482.0,485.0,348.0,1053.0,249.0,227.0,203.0,617.0,266.0,794.0,1226.0,510.0,44.0,642.0,1665.0,0.0,110.0,577.0,6.0,214.0
ENSG00000046604,450.0,754.0,430.0,696.0,901.0,1462.0,391.0,964.0,520.0,886.0,408.0,592.0,1177.0,0.0,0.0,0.0,0.0,77.0,58.0,119.0,106.0,77.0,77.0,204.0,71.0,73.0,124.0,102.0,65.0,88.0,247.0,106.0,10.0,153.0,766.0,0.0,50.0,95.0,0.0,115.0
ENSG00000046647,53.0,161.0,69.0,162.0,160.0,214.0,130.0,272.0,211.0,305.0,284.0,299.0,488.0,0.0,0.0,0.0,0.0,39.0,18.0,56.0,43.0,26.0,25.0,34.0,10.0,22.0,29.0,35.0,14.0,17.0,59.0,25.0,2.0,38.0,163.0,0.0,6.0,24.0,0.0,16.0
ENSG00000046651,76.0,55.0,53.0,173.0,145.0,111.0,52.0,825.0,502.0,873.0,87.0,125.0,205.0,0.0,0.0,0.0,0.0,73.0,59.0,99.0,80.0,70.0,48.0,121.0,65.0,60.0,67.0,42.0,40.0,68.0,69.0,25.0,6.0,53.0,102.0,0.0,17.0,47.0,1.0,11.0
ENSG00000046653,255.0,185.0,135.0,337.0,411.0,704.0,117.0,520.0,323.0,542.0,73.0,118.0,232.0,0.0,0.0,0.0,0.0,32.0,15.0,51.0,39.0,26.0,23.0,48.0,28.0,16.0,22.0,26.0,12.0,28.0,48.0,22.0,0.0,48.0,212.0,0.0,3.0,48.0,1.0,22.0
ENSG00000046774,1.0,5.0,4.0,56.0,30.0,68.0,26.0,56.0,37.0,31.0,7.0,34.0,11.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0,1.0,8.0,1.0,0.0,4.0,42.0,0.0,0.0,2.0,0.0,0.0
ENSG00000046889,7.0,39.0,10.0,55.0,58.0,52.0,17.0,144.0,77.0,163.0,15.0,29.0,33.0,0.0,0.0,0.0,0.0,5.0,8.0,19.0,23.0,7.0,9.0,16.0,6.0,12.0,8.0,1.0,4.0,12.0,9.0,4.0,0.0,3.0,53.0,0.0,1.0,9.0,0.0,3.0
ENSG00000047056,184.0,313.0,77.0,458.0,421.0,792.0,394.0,1352.0,872.0,1072.0,69.0,76.0,251.0,0.0,0.0,0.0,0.0,13.0,16.0,23.0,25.0,15.0,10.0,26.0,10.0,6.0,7.0,6.0,12.0,18.0,14.0,6.0,0.0,12.0,838.0,0.0,6.0,6.0,1.0,98.0
ENSG00000047188,45.0,79.0,46.0,127.0,133.0,136.0,78.0,507.0,352.0,575.0,49.0,98.0,169.0,0.0,0.0,0.0,0.0,83.0,57.0,84.0,69.0,54.0,51.0,112.0,46.0,63.0,39.0,43.0,31.0,87.0,106.0,35.0,4.0,77.0,114.0,0.0,10.0,66.0,0.0,5.0
ENSG00000047230,4.0,25.0,16.0,99.0,124.0,145.0,68.0,175.0,114.0,155.0,47.0,100.0,80.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,14.0,7.0,1.0,7.0,5.0,4.0,4.0,6.0,6.0,4.0,7.0,4.0,0.0,6.0,173.0,0.0,1.0,5.0,1.0,18.0
ENSG00000047249,43.0,70.0,86.0,86.0,130.0,116.0,109.0,349.0,292.0,566.0,41.0,49.0,106.0,0.0,0.0,0.0,0.0,2.0,1.0,13.0,8.0,6.0,7.0,10.0,3.0,5.0,5.0,2.0,4.0,8.0,8.0,4.0,0.0,12.0,198.0,0.0,0.0,9.0,0.0,11.0
ENSG00000047315,116.0,239.0,85.0,471.0,533.0,427.0,232.0,1982.0,1052.0,1961.0,71.0,91.0,161.0,0.0,1.0,0.0,0.0,63.0,28.0,79.0,72.0,39.0,40.0,135.0,34.0,46.0,54.0,41.0,33.0,65.0,88.0,49.0,7.0,77.0,476.0,0.0,25.0,63.0,1.0,53.0
ENSG00000047346,3.0,31.0,20.0,109.0,157.0,181.0,124.0,89.0,91.0,107.0,39.0,147.0,137.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,0.0,2.0,2.0,7.0,0.0,0.0,117.0,0.0,0.0,5.0,0.0,10.0
ENSG00000047365,47.0,88.0,5.0,84.0,206.0,140.0,89.0,297.0,106.0,300.0,83.0,92.0,95.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,6.0,1.0,0.0,3.0,128.0,0.0,2.0,3.0,0.0,12.0
ENSG00000047410,90.0,174.0,97.0,348.0,422.0,413.0,170.0,2044.0,1294.0,2797.0,69.0,156.0,328.0,0.0,0.0,1.0,0.0,97.0,86.0,153.0,142.0,115.0,64.0,203.0,102.0,91.0,76.0,77.0,56.0,140.0,168.0,98.0,5.0,139.0,346.0,0.0,44.0,128.0,4.0,28.0
ENSG00000047457,1.0,1.0,0.0,3.0,7.0,0.0,4.0,1.0,2.0,1.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0
ENSG00000047578,28.0,34.0,21.0,71.0,84.0,83.0,67.0,83.0,25.0,132.0,52.0,26.0,69.0,0.0,0.0,0.0,0.0,8.0,5.0,11.0,8.0,8.0,2.0,5.0,10.0,4.0,2.0,2.0,9.0,1.0,3.0,0.0,0.0,6.0,112.0,0.0,7.0,6.0,0.0,21.0
ENSG00000047579,229.0,601.0,290.0,1008.0,1341.0,1722.0,1057.0,3394.0,2185.0,2911.0,396.0,341.0,806.0,0.0,0.0,0.0,0.0,34.0,25.0,65.0,43.0,39.0,28.0,74.0,22.0,32.0,41.0,34.0,24.0,29.0,69.0,30.0,2.0,36.0,1998.0,0.0,14.0,54.0,0.0,239.0
ENSG00000047597,7.0,20.0,4.0,80.0,71.0,113.0,27.0,99.0,35.0,129.0,32.0,44.0,40.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,5.0,2.0,4.0,0.0,0.0,6.0,1.0,0.0,3.0,2.0,2.0,0.0,2.0,132.0,0.0,1.0,3.0,0.0,14.0
