"Gene","X25L007999","X25L008000","X25L008001","X25L008011","X25L008012","X25L008013"
"ENSMUSG00000000001",0,1.92493426760838,0,0.12980783969065,0,0
"ENSMUSG00000000028",0,0,0,0.519231358762599,0,0
"ENSMUSG00000000037",0,4.49151329108622,0,0,0,0
"ENSMUSG00000000056",0,74.815778534379,0,37.6442735102884,90.2317771891929,0
"ENSMUSG00000000078",7.47219441675316,309.529430231428,0,217.298323642148,153.223772585422,75.4360089507198
"ENSMUSG00000000085",0,13.089553019737,0,38.6827362278136,4.25621590515061,0
"ENSMUSG00000000088",0,64.6777913916416,490.908952309752,10.9038585340146,6.80994544824097,0
"ENSMUSG00000000125",0,2.56657902347784,0,0,21.281079525753,0
"ENSMUSG00000000126",0,0.256657902347784,0,0,0,0
"ENSMUSG00000000127",0,0,0,14.7980937247341,0,0
"ENSMUSG00000000131",0,0.769973707043352,0,5.32212142731664,0,0
"ENSMUSG00000000134",0,4.49151329108622,0,8.30770174020159,0.851243181030121,0
"ENSMUSG00000000148",0,1.92493426760838,0,5.97116062576989,0,0
"ENSMUSG00000000149",0,1.6682763652606,0,26.7404149762739,80.0168590168314,0
"ENSMUSG00000000168",0,54.0264884442085,0,0.908654877834549,8.51243181030121,0
"ENSMUSG00000000171",0,64.4211334892938,0,87.2308682721167,375.398242834284,0
"ENSMUSG00000000184",7.47219441675316,17.5810663108232,2.79986094473243,70.3558491123322,19.5785931636928,0
"ENSMUSG00000000194",0,30.6706193305602,2.17766962368078,0.2596156793813,3.40497272412049,0
"ENSMUSG00000000197",0,0.64164475586946,0,0,12.7686477154518,0
"ENSMUSG00000000202",0,0,0,18.5625210757629,0,0
"ENSMUSG00000000223",59.7775553340253,4.8765001446079,0,0.519231358762599,0,0
"ENSMUSG00000000247",0,18.3510400178666,0,2.3365411144317,3.40497272412049,0
"ENSMUSG00000000253",0,21.6875927483878,0,1.0384627175252,29.7935113360542,0
"ENSMUSG00000000266",0,0.384986853521676,2.17766962368078,0.2596156793813,0.851243181030121,0
"ENSMUSG00000000276",0,2.30992112113006,0,79.4423978906777,6.80994544824097,0
"ENSMUSG00000000278",0,1.28328951173892,9.33286981577475,0,4.25621590515061,0
"ENSMUSG00000000282",0,58.1330148817731,0,14.9279015644247,67.2482113013796,0
"ENSMUSG00000000295",254.054610169608,18.992684773736,0,2.8557724731943,11.0661613533916,0
"ENSMUSG00000000296",0,13.4745398732587,0,0,0,0
"ENSMUSG00000000301",0,0.769973707043352,0,0,3.40497272412049,0
