condition,dataset,recall,precision
IFNg,original,1.0,0.0021147237642083
IFNg,original,1.0,0.0021148635252131384
IFNg,original,1.0,0.0021150033046926637
IFNg,original,1.0,0.0021151431026505386
IFNg,original,1.0,0.0021152829190904283
IFNg,original,1.0,0.0021154227540159977
IFNg,original,1.0,0.002115562607430914
IFNg,original,1.0,0.002115702479338843
IFNg,original,1.0,0.0021158423697434543
IFNg,original,1.0,0.002115982278648416
IFNg,original,1.0,0.0021161222060573997
IFNg,original,1.0,0.002116262151974076
IFNg,original,1.0,0.0021164021164021165
IFNg,original,1.0,0.0021165420993451947
IFNg,original,1.0,0.002116682100806985
IFNg,original,1.0,0.002116822120791162
IFNg,original,1.0,0.0021169621593014024
IFNg,original,1.0,0.002117102216341383
IFNg,original,1.0,0.002117242291914781
IFNg,original,1.0,0.002117382386025276
IFNg,original,1.0,0.0021175224986765486
IFNg,original,1.0,0.0021176626298722787
IFNg,original,1.0,0.0021178027796161483
IFNg,original,1.0,0.0021179429479118404
IFNg,original,1.0,0.0021180831347630395
IFNg,original,1.0,0.0021182233401734296
IFNg,original,1.0,0.0021183635641466966
IFNg,original,1.0,0.002118503806686528
IFNg,original,1.0,0.00211864406779661
IFNg,original,1.0,0.002118784347480633
IFNg,original,1.0,0.002118924645742286
IFNg,original,1.0,0.0021190649625852593
IFNg,original,1.0,0.002119205298013245
IFNg,original,1.0,0.0021193456520299356
IFNg,original,1.0,0.002119486024639025
IFNg,original,1.0,0.0021196264158442075
IFNg,original,1.0,0.0021197668256491787
IFNg,original,1.0,0.002119907254057635
IFNg,original,1.0,0.002120047701073274
IFNg,original,1.0,0.0021201881666997944
IFNg,original,1.0,0.0021203286509408957
IFNg,original,1.0,0.0021204691538002783
IFNg,original,1.0,0.0021206096752816434
IFNg,original,1.0,0.0021207502153886937
IFNg,original,1.0,0.0021208907741251328
IFNg,original,1.0,0.0021210313514946643
IFNg,original,1.0,0.002121171947500994
IFNg,original,1.0,0.002121312562147829
IFNg,original,1.0,0.0021214531954388757
IFNg,original,1.0,0.0021215938473778426
IFNg,original,1.0,0.002121734517968439
IFNg,original,1.0,0.0021218752072143755
IFNg,original,1.0,0.002122015915119363
IFNg,original,1.0,0.0021221566416871145
IFNg,original,1.0,0.002122297386921342
IFNg,original,1.0,0.002122438150825761
IFNg,original,1.0,0.0021225789334040858
IFNg,original,1.0,0.0021227197346600332
IFNg,original,1.0,0.0021228605545973197
IFNg,original,1.0,0.002123001393219664
IFNg,original,1.0,0.0021231422505307855
IFNg,original,1.0,0.0021232831265344037
IFNg,original,1.0,0.00212342402123424
IFNg,original,1.0,0.002123564934634017
IFNg,original,1.0,0.002123705866737457
IFNg,original,1.0,0.0021238468175482843
IFNg,original,1.0,0.0021239877870702245
IFNg,original,1.0,0.002124128775307003
IFNg,original,1.0,0.002124269782262347
IFNg,original,1.0,0.0021244108079399855
IFNg,original,1.0,0.0021245518523436463
IFNg,original,1.0,0.00212469291547706
IFNg,original,1.0,0.0021248339973439574
