,25L007990,25L007991,25L007992,25L008002,25L008003,25L008004
ENSMUSG00000030772,0,0,0,0,12,0
ENSMUSG00000030774,0,0,0,6,11,0
ENSMUSG00000030782,0,8,27,0,270,0
ENSMUSG00000030785,0,10,0,0,244,12
ENSMUSG00000030788,0,0,0,0,2,0
ENSMUSG00000030792,0,0,0,0,22,0
ENSMUSG00000030795,0,0,0,0,0,53
ENSMUSG00000030802,0,0,0,0,0,18
ENSMUSG00000030804,0,0,0,0,0,8
ENSMUSG00000030805,0,0,0,0,52,13
ENSMUSG00000030806,0,2,0,0,5,0
ENSMUSG00000030811,0,2,0,0,9,10
ENSMUSG00000030814,0,2,0,0,12,17
ENSMUSG00000030815,0,0,8,0,92,0
ENSMUSG00000030816,0,0,0,0,4,0
ENSMUSG00000030824,0,0,0,0,8,0
ENSMUSG00000030826,0,0,0,0,12,0
ENSMUSG00000030830,0,0,0,0,13,0
ENSMUSG00000030835,0,0,0,0,189,2
ENSMUSG00000030839,0,0,0,0,0,9
ENSMUSG00000030842,0,11,0,13,1256,289
ENSMUSG00000030844,0,0,0,10,0,31
ENSMUSG00000030854,0,0,0,6,109,6
ENSMUSG00000030861,0,0,0,10,0,0
ENSMUSG00000030868,0,0,0,4,145,58
ENSMUSG00000030869,0,0,0,10,11,5
ENSMUSG00000030870,0,0,0,0,27,0
ENSMUSG00000030872,0,0,0,0,1,0
ENSMUSG00000030876,0,0,8,0,26,0
ENSMUSG00000030879,0,0,0,8,8,0
ENSMUSG00000030880,0,0,0,0,127,1
ENSMUSG00000030881,0,2,0,0,0,0
ENSMUSG00000030882,0,0,0,0,8,0
ENSMUSG00000030884,0,0,0,0,58,0
ENSMUSG00000030888,0,0,0,0,65,0
ENSMUSG00000030890,0,0,0,0,151,17
ENSMUSG00000030922,0,0,0,0,94,0
ENSMUSG00000030929,0,1,0,0,0,0
ENSMUSG00000030942,0,0,0,14,38,0
ENSMUSG00000030946,0,0,0,0,8,0
ENSMUSG00000030956,0,0,0,0,0,19
ENSMUSG00000030967,0,0,0,0,6,0
ENSMUSG00000030970,0,0,0,0,28,1
ENSMUSG00000030980,0,0,0,0,73,1
ENSMUSG00000030982,0,0,0,0,26,0
ENSMUSG00000030990,0,0,0,0,282,127
ENSMUSG00000031007,0,0,0,0,9,0
ENSMUSG00000031010,0,0,0,0,37,0
ENSMUSG00000031012,0,0,0,0,53,22
ENSMUSG00000031021,0,0,0,0,37,9
ENSMUSG00000031023,0,2,0,0,0,0
ENSMUSG00000031028,0,0,0,0,11,11
ENSMUSG00000031029,0,0,0,6,0,0
ENSMUSG00000031059,0,11,2,9,52,0
ENSMUSG00000031065,0,0,120,25,71,124
ENSMUSG00000031068,0,0,90,13,132,38
ENSMUSG00000031072,0,5,0,0,0,0
ENSMUSG00000031077,0,0,0,0,21,0
ENSMUSG00000031078,0,3,0,1,46,62
ENSMUSG00000031105,0,0,0,1,0,0
ENSMUSG00000031137,0,0,0,30,8,0
ENSMUSG00000031143,0,0,0,0,11,0
ENSMUSG00000031146,0,0,0,0,184,0
ENSMUSG00000031149,0,0,0,3,0,29
ENSMUSG00000031150,0,0,0,0,173,0
ENSMUSG00000031153,0,0,0,0,74,5
ENSMUSG00000031154,0,0,0,0,0,66
ENSMUSG00000031156,0,0,0,0,19,0
ENSMUSG00000031158,0,0,0,0,166,97
ENSMUSG00000031161,48,0,0,0,0,0
ENSMUSG00000031166,0,5,0,0,1,0
ENSMUSG00000031167,0,0,1,0,89,0
ENSMUSG00000031176,0,0,12,7,481,6
ENSMUSG00000031197,0,0,0,6,0,2
ENSMUSG00000031201,0,0,0,26,16,4
ENSMUSG00000031202,0,0,0,0,29,0
ENSMUSG00000031217,0,0,0,0,0,33
ENSMUSG00000031226,0,0,0,0,0,10
ENSMUSG00000031227,0,3,0,0,0,3
ENSMUSG00000031229,0,0,0,0,2,0
ENSMUSG00000031231,0,0,19,3,37,0
ENSMUSG00000031242,0,0,0,0,0,22
ENSMUSG00000031246,0,0,0,0,5,0
ENSMUSG00000031256,0,0,0,0,38,0
ENSMUSG00000031257,0,0,0,0,3,0
ENSMUSG00000031284,0,0,7,0,0,8
ENSMUSG00000031285,0,0,0,0,16,0
ENSMUSG00000031292,0,4,0,0,65,28
ENSMUSG00000031299,0,0,0,0,74,0
ENSMUSG00000031302,0,0,0,0,11,4
ENSMUSG00000031309,9,0,0,3,12,0
ENSMUSG00000031310,0,0,0,0,35,0
ENSMUSG00000031314,0,0,0,0,12,0
ENSMUSG00000031320,0,2,0,0,265,91
ENSMUSG00000031328,0,0,0,0,10,0
ENSMUSG00000031337,0,0,0,0,32,0
ENSMUSG00000031342,0,0,0,0,12,0
ENSMUSG00000031347,0,0,0,9,170,0
ENSMUSG00000031349,0,0,0,0,47,0
ENSMUSG00000031352,0,0,0,0,128,6
ENSMUSG00000031358,0,0,0,0,23,0
ENSMUSG00000031360,0,0,0,0,0,3
ENSMUSG00000031371,0,0,0,0,27,0
ENSMUSG00000031382,0,0,0,0,12,0
ENSMUSG00000031388,0,0,0,45,83,7
ENSMUSG00000031389,0,0,0,1,0,0
ENSMUSG00000031391,0,0,0,0,111,0
ENSMUSG00000031392,0,0,0,0,21,0
ENSMUSG00000031393,0,2,0,43,50,7
ENSMUSG00000031399,0,0,0,0,0,9
ENSMUSG00000031402,0,0,0,0,9,0
ENSMUSG00000031403,0,0,0,0,14,0
ENSMUSG00000031409,0,5,0,0,149,8
ENSMUSG00000031422,0,0,0,0,27,1
ENSMUSG00000031428,0,0,0,6,15,3
ENSMUSG00000031433,0,0,0,0,35,0
ENSMUSG00000031441,0,0,0,0,13,0
ENSMUSG00000031447,0,0,4,5,45,16
ENSMUSG00000031451,0,0,0,33,0,5
ENSMUSG00000031458,0,17,19,6,47,18
ENSMUSG00000031467,0,41,0,3,86,5
ENSMUSG00000031479,0,0,0,0,15,0
ENSMUSG00000031482,0,0,11,0,0,0
ENSMUSG00000031485,0,0,0,0,73,0
ENSMUSG00000031487,0,0,0,0,17,0
ENSMUSG00000031490,0,0,0,0,240,30
ENSMUSG00000031505,0,22,5,69,785,86
ENSMUSG00000031511,0,13,0,38,25,19
ENSMUSG00000031513,0,0,11,4,62,52
ENSMUSG00000031516,0,0,0,0,4,0
ENSMUSG00000031517,0,11,0,0,19,2
ENSMUSG00000031527,0,0,0,0,2,0
ENSMUSG00000031529,0,0,0,10,13,0
ENSMUSG00000031532,0,0,0,4,0,0
ENSMUSG00000031533,0,0,0,0,32,6
ENSMUSG00000031534,0,0,0,0,78,8
ENSMUSG00000031536,0,0,0,4,4,0
ENSMUSG00000031537,0,0,0,0,1,0
ENSMUSG00000031539,0,0,0,0,55,32
ENSMUSG00000031545,0,0,0,0,70,0
ENSMUSG00000031556,0,0,0,0,7,31
ENSMUSG00000031561,0,0,0,0,0,2
ENSMUSG00000031562,0,25,0,0,0,0
ENSMUSG00000031563,0,0,0,0,0,15
ENSMUSG00000031570,0,0,0,0,72,7
ENSMUSG00000031574,0,0,0,0,13,0
ENSMUSG00000031575,0,0,0,0,3,0
ENSMUSG00000031576,0,0,11,0,4,0
ENSMUSG00000031578,0,0,0,0,67,0
ENSMUSG00000031584,0,0,0,27,0,0
ENSMUSG00000031585,0,0,0,0,56,14
ENSMUSG00000031590,0,5,0,0,0,0
ENSMUSG00000031592,0,0,0,0,6,0
ENSMUSG00000031600,1,13,0,13,5,9
ENSMUSG00000031603,0,0,0,0,0,6
ENSMUSG00000031605,0,0,0,0,14,7
ENSMUSG00000031622,0,0,0,0,6,0
ENSMUSG00000031626,0,0,0,0,58,0
ENSMUSG00000031627,0,0,0,0,9,0
ENSMUSG00000031628,0,0,4,0,87,13
ENSMUSG00000031631,0,0,0,0,145,0
ENSMUSG00000031633,7,2,80,86,1364,194
ENSMUSG00000031634,0,0,0,0,43,0
ENSMUSG00000031652,0,0,0,0,157,91
ENSMUSG00000031654,0,0,0,2,0,0
ENSMUSG00000031657,0,1,5,0,0,0
ENSMUSG00000031661,0,0,0,0,0,14
ENSMUSG00000031667,0,0,8,15,216,425
ENSMUSG00000031672,0,0,0,0,333,0
ENSMUSG00000031683,0,8,64,4,106,37
ENSMUSG00000031697,0,0,0,0,9,3
ENSMUSG00000031700,0,0,0,0,12,0
ENSMUSG00000031701,0,0,0,0,7,6
ENSMUSG00000031708,0,0,0,10,134,56
ENSMUSG00000031711,0,0,0,0,183,0
ENSMUSG00000031723,0,0,0,0,44,0
ENSMUSG00000031728,0,0,0,0,4,22
ENSMUSG00000031729,0,0,15,0,0,0
ENSMUSG00000031730,0,0,0,9,0,0
ENSMUSG00000031731,0,0,0,0,4,6
ENSMUSG00000031748,0,106,51,87,1563,1055
ENSMUSG00000031749,0,0,0,0,5,0
ENSMUSG00000031753,0,0,0,0,5,0
ENSMUSG00000031754,0,0,0,12,0,0
ENSMUSG00000031760,9,0,0,57,1507,942
ENSMUSG00000031762,0,0,0,0,10,25
ENSMUSG00000031765,0,2,23,5,371,112
ENSMUSG00000031770,0,0,0,0,1,0
ENSMUSG00000031775,0,0,0,0,0,4
ENSMUSG00000031776,0,0,0,43,47,18
ENSMUSG00000031783,0,0,0,0,14,131
ENSMUSG00000031785,0,0,0,2,37,0
ENSMUSG00000031791,0,3,23,176,1092,622
ENSMUSG00000031792,0,0,0,0,8,0
ENSMUSG00000031799,0,0,0,9,0,0
ENSMUSG00000031807,0,0,0,15,198,19
ENSMUSG00000031808,0,0,0,0,20,0
ENSMUSG00000031812,1,0,0,53,337,73
ENSMUSG00000031816,0,0,0,0,232,0
ENSMUSG00000031818,0,5,12,5,301,60
ENSMUSG00000031819,0,10,0,2,9,143
ENSMUSG00000031820,0,0,0,0,5,0
ENSMUSG00000031823,0,0,0,0,48,19
ENSMUSG00000031824,0,9,0,0,46,61
ENSMUSG00000031826,0,0,0,0,0,9
ENSMUSG00000031827,0,0,0,0,0,3
ENSMUSG00000031831,0,0,0,14,11,0
ENSMUSG00000031832,0,0,0,45,72,0
ENSMUSG00000031833,0,0,0,0,36,0
ENSMUSG00000031834,0,0,4,20,271,4
ENSMUSG00000031837,0,0,0,0,12,0
ENSMUSG00000031839,21,8,0,12,304,130
ENSMUSG00000031840,19,0,0,7,257,42
ENSMUSG00000031841,0,0,0,1,0,150
ENSMUSG00000031848,15,73,19,50,634,339
ENSMUSG00000031851,0,0,0,18,12,0
ENSMUSG00000031858,0,0,0,0,19,0
ENSMUSG00000031860,0,0,0,1,270,124
ENSMUSG00000031862,0,0,0,0,26,0
ENSMUSG00000031865,0,0,0,59,615,129
ENSMUSG00000031872,0,1,15,5,231,243
ENSMUSG00000031878,0,0,0,0,68,0
ENSMUSG00000031879,0,0,0,2,140,43
ENSMUSG00000031885,0,0,0,0,14,0
ENSMUSG00000031887,0,0,0,0,9,0
ENSMUSG00000031897,98,84,81,72,729,248
ENSMUSG00000031901,0,0,0,5,13,0
ENSMUSG00000031906,0,0,0,22,37,8
ENSMUSG00000031913,0,0,0,0,12,12
ENSMUSG00000031916,0,0,0,1,74,0
ENSMUSG00000031917,0,0,0,5,2,0
ENSMUSG00000031918,0,0,0,0,14,0
ENSMUSG00000031921,0,0,0,0,2,0
ENSMUSG00000031922,0,0,0,0,1,9
ENSMUSG00000031924,0,0,0,0,66,4
ENSMUSG00000031928,0,0,0,0,0,15
ENSMUSG00000031931,0,69,14,3,40,3
ENSMUSG00000031934,0,0,0,0,56,60
ENSMUSG00000031937,0,0,0,0,1,19
ENSMUSG00000031938,0,0,0,0,28,0
ENSMUSG00000031939,0,9,0,0,1,0
ENSMUSG00000031950,0,0,0,6,54,0
ENSMUSG00000031954,0,0,0,0,26,0
ENSMUSG00000031958,0,0,0,3,0,0
ENSMUSG00000031959,0,0,16,4,0,0
ENSMUSG00000031962,0,0,0,0,2,0
ENSMUSG00000031967,90,0,0,0,26,74
ENSMUSG00000031969,0,0,0,0,4,11
ENSMUSG00000031970,0,0,0,0,0,10
ENSMUSG00000031971,0,0,0,8,0,0
ENSMUSG00000031972,0,0,0,0,118,44
ENSMUSG00000031974,0,0,0,0,1,0
ENSMUSG00000031979,0,0,0,0,11,0
ENSMUSG00000031982,0,0,0,0,0,1
ENSMUSG00000031983,0,0,0,0,5,0
ENSMUSG00000031984,0,0,0,0,77,2
ENSMUSG00000031985,0,0,0,0,99,9
ENSMUSG00000031986,0,0,0,0,32,0
ENSMUSG00000031987,0,0,0,0,0,16
ENSMUSG00000031988,0,0,6,13,3,5
ENSMUSG00000031993,0,0,0,0,25,0
ENSMUSG00000032000,0,0,0,0,38,0
ENSMUSG00000032002,0,0,0,15,15,0
ENSMUSG00000032009,0,0,0,0,13,8
ENSMUSG00000032010,0,3,26,40,469,124
ENSMUSG00000032011,0,0,0,8,13,13
ENSMUSG00000032012,0,0,0,11,135,5
ENSMUSG00000032015,0,0,0,0,0,8
ENSMUSG00000032018,0,0,0,28,25,48
ENSMUSG00000032020,0,0,0,0,21,95
ENSMUSG00000032024,0,0,0,0,0,31
ENSMUSG00000032026,0,0,0,0,14,0
ENSMUSG00000032030,0,0,0,0,42,12
ENSMUSG00000032033,0,1,0,0,0,6
ENSMUSG00000032046,0,0,0,5,46,6
ENSMUSG00000032059,0,0,6,0,0,0
ENSMUSG00000032062,0,0,0,8,0,0
ENSMUSG00000032067,0,2,0,0,4,40
ENSMUSG00000032076,0,0,0,0,12,0
ENSMUSG00000032078,0,0,0,0,39,0
ENSMUSG00000032086,0,0,0,10,117,0
ENSMUSG00000032096,0,0,0,6,11,4
ENSMUSG00000032097,0,0,0,2,59,18
ENSMUSG00000032103,0,0,0,0,5,0
ENSMUSG00000032112,0,9,0,0,12,17
ENSMUSG00000032116,0,0,0,0,14,0
ENSMUSG00000032118,0,0,0,9,0,0
ENSMUSG00000032119,0,0,0,0,76,0
ENSMUSG00000032121,0,0,0,0,23,9
ENSMUSG00000032123,0,0,0,0,201,0
ENSMUSG00000032126,0,0,0,0,13,0
ENSMUSG00000032131,0,0,0,0,21,0
ENSMUSG00000032171,0,15,28,318,1053,358
ENSMUSG00000032177,0,0,0,15,30,5
ENSMUSG00000032178,0,0,0,0,0,38
ENSMUSG00000032180,0,0,0,0,12,0
ENSMUSG00000032181,0,0,0,0,41,0
ENSMUSG00000032184,0,0,0,0,16,57
ENSMUSG00000032186,0,0,0,13,304,49
ENSMUSG00000032187,0,0,0,0,13,0
ENSMUSG00000032192,0,0,0,0,11,12
ENSMUSG00000032193,0,0,0,5,0,0
ENSMUSG00000032199,0,1,0,7,143,268
ENSMUSG00000032202,0,0,0,0,0,4
ENSMUSG00000032212,1,0,0,0,0,0
ENSMUSG00000032215,0,0,0,1,83,0
ENSMUSG00000032216,0,0,2,1,143,13
ENSMUSG00000032217,0,0,0,8,0,0
ENSMUSG00000032221,0,0,7,0,0,0
ENSMUSG00000032224,0,9,0,16,126,21
ENSMUSG00000032238,0,0,0,0,27,0
ENSMUSG00000032239,0,6,0,6,102,0
ENSMUSG00000032244,0,0,0,0,59,0
ENSMUSG00000032249,0,0,27,1,51,0
ENSMUSG00000032251,9,62,0,3,396,68
ENSMUSG00000032261,0,0,0,0,66,0
ENSMUSG00000032262,3,4,0,7,83,1
ENSMUSG00000032271,0,0,0,0,133,28
ENSMUSG00000032279,0,0,0,1,92,0
ENSMUSG00000032280,0,0,0,0,0,7
ENSMUSG00000032285,0,0,0,11,3,0
ENSMUSG00000032288,0,0,0,0,43,0
ENSMUSG00000032294,12,2,0,30,395,133
ENSMUSG00000032295,0,0,0,0,1,0
ENSMUSG00000032297,0,0,0,33,15,0
ENSMUSG00000032299,0,0,3,12,246,31
ENSMUSG00000032300,0,0,0,0,25,0
ENSMUSG00000032301,0,0,3,55,22,13
ENSMUSG00000032305,0,0,0,24,325,0
ENSMUSG00000032306,0,0,0,0,6,0
ENSMUSG00000032309,0,0,0,0,115,0
ENSMUSG00000032311,0,0,0,0,1,0
ENSMUSG00000032313,0,0,0,0,0,6
ENSMUSG00000032316,0,0,0,0,24,0
ENSMUSG00000032324,0,0,4,3,0,2
ENSMUSG00000032328,0,0,0,0,2,0
ENSMUSG00000032329,0,0,0,0,25,11
ENSMUSG00000032330,0,0,0,5,129,7
ENSMUSG00000032333,0,0,0,0,106,10
ENSMUSG00000032336,0,0,0,0,53,0
ENSMUSG00000032344,0,0,0,1,0,0
ENSMUSG00000032349,0,0,0,0,130,0
ENSMUSG00000032350,0,0,0,0,0,3
ENSMUSG00000032352,0,0,0,11,0,0
ENSMUSG00000032353,0,0,0,0,6,4
ENSMUSG00000032355,0,0,15,0,42,0
ENSMUSG00000032356,0,0,0,0,14,0
ENSMUSG00000032366,0,0,0,0,32,0
ENSMUSG00000032370,0,0,0,0,1,0
ENSMUSG00000032376,0,0,0,0,406,20
ENSMUSG00000032381,0,0,0,0,0,20
ENSMUSG00000032383,0,0,0,0,14,0
ENSMUSG00000032386,0,11,0,0,41,0
ENSMUSG00000032398,0,0,95,0,11,4
ENSMUSG00000032399,0,0,0,14,40,5
ENSMUSG00000032403,0,15,0,3,30,5
ENSMUSG00000032407,0,0,0,0,36,0
ENSMUSG00000032410,0,0,0,0,7,0
ENSMUSG00000032412,0,0,0,1,32,16
ENSMUSG00000032415,0,0,5,0,4,0
ENSMUSG00000032423,0,0,0,0,152,0
ENSMUSG00000032425,0,0,0,0,10,0
ENSMUSG00000032435,0,1,0,2,21,7
ENSMUSG00000032437,0,0,0,0,0,25
ENSMUSG00000032449,0,0,0,2,20,0
ENSMUSG00000032458,0,0,0,0,0,28
ENSMUSG00000032463,0,0,0,6,0,0
ENSMUSG00000032468,0,0,0,0,11,0
ENSMUSG00000032470,0,0,15,0,0,0
ENSMUSG00000032478,0,0,0,7,12,0
ENSMUSG00000032479,0,0,0,0,37,0
ENSMUSG00000032480,0,0,0,4,0,0
ENSMUSG00000032481,0,0,0,0,137,63
ENSMUSG00000032495,0,0,0,0,37,0
ENSMUSG00000032497,0,0,0,0,0,20
ENSMUSG00000032498,0,0,0,0,0,12
ENSMUSG00000032503,0,0,0,0,25,81
ENSMUSG00000032504,0,0,0,0,62,0
ENSMUSG00000032512,0,0,0,0,110,0
ENSMUSG00000032513,0,12,0,0,247,0
ENSMUSG00000032515,0,0,0,0,0,33
ENSMUSG00000032518,25,119,38,195,1369,167
ENSMUSG00000032525,0,0,0,0,1,0
ENSMUSG00000032526,0,9,54,1,68,64
ENSMUSG00000032527,0,0,0,0,20,0
ENSMUSG00000032532,0,0,15,19,314,58
ENSMUSG00000032536,0,14,0,3,9,0
ENSMUSG00000032537,0,0,0,0,0,26
ENSMUSG00000032540,0,0,0,0,10,0
ENSMUSG00000032547,0,0,0,0,6,0
ENSMUSG00000032549,57,0,33,15,385,61
ENSMUSG00000032551,0,0,0,0,21,0
ENSMUSG00000032553,0,0,8,0,0,0
ENSMUSG00000032555,0,0,0,0,20,0
ENSMUSG00000032560,0,0,0,0,184,0
ENSMUSG00000032562,0,0,0,17,0,122
ENSMUSG00000032564,0,1,0,0,0,0
ENSMUSG00000032565,0,0,42,0,34,0
ENSMUSG00000032571,0,0,3,0,0,0
ENSMUSG00000032578,0,0,0,4,0,0
ENSMUSG00000032579,0,16,0,0,345,92
ENSMUSG00000032583,0,0,0,108,0,19
ENSMUSG00000032594,0,0,0,0,0,64
ENSMUSG00000032598,0,0,0,2,27,0
ENSMUSG00000032599,0,0,0,0,83,194
ENSMUSG00000032601,0,0,0,39,292,127
ENSMUSG00000032604,0,0,0,0,3,0
ENSMUSG00000032606,25,0,0,0,15,13
ENSMUSG00000032609,0,5,0,0,32,0
ENSMUSG00000032612,0,0,0,0,121,0
ENSMUSG00000032615,0,0,0,1,188,86
ENSMUSG00000032621,0,0,0,0,3,0
ENSMUSG00000032624,0,0,0,0,0,88
ENSMUSG00000032625,0,0,0,0,14,0
ENSMUSG00000032637,0,0,0,5,0,0
ENSMUSG00000032641,0,0,0,0,0,16
ENSMUSG00000032652,0,0,0,0,0,5
ENSMUSG00000032666,0,1,0,16,20,64
ENSMUSG00000032679,0,0,0,0,6,0
ENSMUSG00000032688,0,0,0,0,30,15
ENSMUSG00000032698,0,0,0,0,7,0
ENSMUSG00000032740,0,0,0,0,15,0
ENSMUSG00000032741,0,0,10,0,10,0
ENSMUSG00000032745,0,0,0,2,17,0
ENSMUSG00000032754,0,0,0,4,0,0
ENSMUSG00000032757,0,0,0,0,2,0
ENSMUSG00000032773,0,0,0,0,48,0
ENSMUSG00000032788,0,0,53,27,0,12
ENSMUSG00000032802,0,0,0,5,206,6
ENSMUSG00000032803,0,0,0,0,10,0
ENSMUSG00000032826,0,0,0,0,6,4
ENSMUSG00000032827,0,0,0,3,7,18
ENSMUSG00000032840,0,0,79,23,356,21
ENSMUSG00000032845,0,0,0,0,17,3
ENSMUSG00000032846,0,0,0,3,197,3
ENSMUSG00000032850,0,0,0,0,79,0
ENSMUSG00000032855,0,0,0,1,0,6
ENSMUSG00000032867,0,0,0,7,0,62
ENSMUSG00000032869,0,1,0,0,53,0
ENSMUSG00000032870,0,0,0,0,11,0
ENSMUSG00000032872,0,5,0,0,2,12
ENSMUSG00000032890,0,0,0,0,4,0
ENSMUSG00000032892,0,0,0,2,29,14
ENSMUSG00000032905,0,0,1,5,0,25
ENSMUSG00000032932,0,0,0,0,8,0
ENSMUSG00000032936,0,84,51,20,92,97
ENSMUSG00000032940,0,0,0,10,0,0
ENSMUSG00000032946,35,11,0,18,0,0
ENSMUSG00000032959,0,2,171,84,789,194
ENSMUSG00000032965,0,0,0,0,6,0
ENSMUSG00000032966,32,8,0,0,419,52
ENSMUSG00000032968,0,0,0,0,60,0
ENSMUSG00000032977,3,23,64,0,26,4
ENSMUSG00000032997,0,0,0,0,27,0
ENSMUSG00000032998,0,0,0,0,13,0
ENSMUSG00000033004,0,0,0,0,84,0
ENSMUSG00000033009,0,0,0,0,6,0
ENSMUSG00000033014,0,2,0,0,0,0
ENSMUSG00000033020,0,3,0,0,10,0
ENSMUSG00000033022,0,4,0,0,0,0
ENSMUSG00000033029,0,0,0,0,16,0
ENSMUSG00000033036,0,0,0,1,0,0
ENSMUSG00000033039,0,0,0,0,12,0
ENSMUSG00000033047,0,0,0,0,53,18
ENSMUSG00000033059,0,0,0,0,26,0
ENSMUSG00000033065,0,0,0,34,69,26
ENSMUSG00000033066,0,0,0,0,296,0
ENSMUSG00000033099,63,0,243,12,124,261
ENSMUSG00000033106,0,0,0,0,22,0
ENSMUSG00000033111,0,0,0,2,5,1
ENSMUSG00000033126,0,0,0,0,16,0
ENSMUSG00000033128,0,0,0,0,24,18
ENSMUSG00000033147,0,0,0,0,20,0
ENSMUSG00000033152,0,4,0,8,471,170
ENSMUSG00000033157,0,0,0,0,29,0
ENSMUSG00000033159,0,0,15,0,0,0
ENSMUSG00000033166,0,0,12,0,0,0
ENSMUSG00000033174,4,35,0,28,206,69
ENSMUSG00000033186,0,0,0,1,7,23
ENSMUSG00000033209,0,0,0,38,47,9
ENSMUSG00000033216,0,0,0,0,1,0
ENSMUSG00000033237,0,0,0,0,15,0
ENSMUSG00000033256,0,15,0,0,0,12
ENSMUSG00000033272,0,15,0,0,91,0
ENSMUSG00000033287,0,0,0,63,69,36
ENSMUSG00000033295,0,0,0,34,36,0
ENSMUSG00000033307,0,0,12,14,237,113
ENSMUSG00000033313,0,0,0,0,0,232
ENSMUSG00000033316,0,0,0,0,6,0
ENSMUSG00000033318,0,0,0,0,0,22
ENSMUSG00000033323,0,0,0,0,0,17
ENSMUSG00000033350,0,7,0,0,60,0
ENSMUSG00000033352,0,0,0,1,22,41
ENSMUSG00000033364,0,0,0,1,50,0
ENSMUSG00000033379,14,76,242,92,1724,407
ENSMUSG00000033389,0,2,0,0,0,11
ENSMUSG00000033400,0,0,0,0,15,0
ENSMUSG00000033411,0,0,0,0,2,0
ENSMUSG00000033416,0,0,0,0,473,0
ENSMUSG00000033417,0,0,0,0,0,16
ENSMUSG00000033419,0,3,0,0,85,0
ENSMUSG00000033423,0,0,1,0,4,0
ENSMUSG00000033430,0,0,0,0,403,0
ENSMUSG00000033434,0,0,17,42,309,131
ENSMUSG00000033436,0,0,0,0,8,0
ENSMUSG00000033467,31,0,0,0,128,0
ENSMUSG00000033475,3,8,0,0,371,79
ENSMUSG00000033487,0,0,0,0,4,0
ENSMUSG00000033499,0,7,0,81,132,76
ENSMUSG00000033526,0,0,0,0,1,0
ENSMUSG00000033530,0,0,13,4,77,44
ENSMUSG00000033543,0,0,24,2,1,0
ENSMUSG00000033545,0,0,0,42,86,0
ENSMUSG00000033554,0,0,0,0,3,3
ENSMUSG00000033557,0,0,0,15,100,211
ENSMUSG00000033565,6,0,0,15,102,0
ENSMUSG00000033595,0,0,0,0,16,0
ENSMUSG00000033597,0,26,0,11,455,14
ENSMUSG00000033615,0,0,0,15,32,42
ENSMUSG00000033623,0,0,0,0,3,0
ENSMUSG00000033658,0,0,0,0,0,26
ENSMUSG00000033676,0,0,0,0,81,66
ENSMUSG00000033684,7,0,0,0,0,0
ENSMUSG00000033701,0,0,0,0,0,7
ENSMUSG00000033706,0,0,0,0,0,91
ENSMUSG00000033707,0,0,0,0,0,11
ENSMUSG00000033720,0,0,0,3,16,37
ENSMUSG00000033726,0,0,0,0,1,0
ENSMUSG00000033728,0,0,0,2,441,3
ENSMUSG00000033730,0,0,0,4,46,0
ENSMUSG00000033732,0,0,0,0,12,0
ENSMUSG00000033735,0,0,476,31,5,33
ENSMUSG00000033751,0,0,0,0,246,24
ENSMUSG00000033768,0,1,228,44,25,12
ENSMUSG00000033769,0,0,0,0,0,8
ENSMUSG00000033781,0,0,0,5,0,0
ENSMUSG00000033805,0,0,0,0,11,0
ENSMUSG00000033813,0,0,0,0,31,0
ENSMUSG00000033819,0,0,0,13,37,107
ENSMUSG00000033845,0,0,0,0,57,0
ENSMUSG00000033854,0,0,0,7,12,0
ENSMUSG00000033857,0,0,0,0,0,184
ENSMUSG00000033862,0,0,0,0,14,11
ENSMUSG00000033863,13,3,4,5,212,57
ENSMUSG00000033883,0,0,0,0,12,0
ENSMUSG00000033885,0,0,0,5,0,26
ENSMUSG00000033900,0,0,0,2,1,0
ENSMUSG00000033910,0,0,0,12,0,97
ENSMUSG00000033917,0,3,0,10,116,11
ENSMUSG00000033933,0,0,0,0,1,0
ENSMUSG00000033938,18,4,0,27,637,318
ENSMUSG00000033940,0,15,34,17,476,98
ENSMUSG00000033943,0,0,0,0,2,11
ENSMUSG00000033949,0,0,0,1,6,0
ENSMUSG00000033953,0,0,0,6,59,3
ENSMUSG00000033955,0,2,0,0,0,0
ENSMUSG00000033964,0,0,0,0,3,0
ENSMUSG00000033981,0,0,0,12,0,0
ENSMUSG00000033983,0,0,0,0,49,0
ENSMUSG00000033991,0,0,0,0,10,0
ENSMUSG00000034006,29,14,0,53,459,184
ENSMUSG00000034021,0,0,0,0,2,0
ENSMUSG00000034022,0,3,0,0,0,0
ENSMUSG00000034042,0,0,0,0,0,1
ENSMUSG00000034064,0,0,0,20,123,0
ENSMUSG00000034066,0,0,0,0,0,7
ENSMUSG00000034083,0,0,9,0,22,21
ENSMUSG00000034105,0,0,0,0,76,0
ENSMUSG00000034108,0,0,0,0,0,35
ENSMUSG00000034110,0,0,0,0,3,4
ENSMUSG00000034120,0,0,0,0,43,50
ENSMUSG00000034135,0,0,0,2,53,26
ENSMUSG00000034152,0,1,0,38,12,8
ENSMUSG00000034157,0,0,0,9,0,0
ENSMUSG00000034158,0,0,0,0,17,2
ENSMUSG00000034160,0,0,0,0,13,0
ENSMUSG00000034165,0,0,0,0,11,31
ENSMUSG00000034168,0,0,0,0,7,15
ENSMUSG00000034173,0,2,0,20,170,195
ENSMUSG00000034175,0,0,15,45,0,0
ENSMUSG00000034185,0,0,0,0,0,3
