experiment,panel,sample_type,sample_num,label,position_relative_to_tes_bp,mean,ci_lower,ci_upper
SPAM,coverage,SN,4,HIV-gag WT-SN,-2365.0,0.3934352361465415,0.37517765750331933,0.4116928147897637
SPAM,coverage,SN,4,HIV-gag WT-SN,-2355.0,0.3940494832208689,0.3760982736598621,0.41200069278187573
SPAM,coverage,SN,4,HIV-gag WT-SN,-2345.0,0.3927638171022946,0.375025025620288,0.41050260858430115
SPAM,coverage,SN,4,HIV-gag WT-SN,-2335.0,0.39269369483465105,0.3749260890001905,0.41046130066911163
SPAM,coverage,SN,4,HIV-gag WT-SN,-2325.0,0.3893711136545965,0.37211963189116076,0.4066225954180322
SPAM,coverage,SN,4,HIV-gag WT-SN,-2315.0,0.38933231519055483,0.37200544145508574,0.40665918892602393
SPAM,coverage,SN,4,HIV-gag WT-SN,-2305.0,0.39162000703236305,0.37400235642287105,0.40923765764185505
SPAM,coverage,SN,4,HIV-gag WT-SN,-2295.0,0.3968089421813151,0.37853257350697106,0.4150853108556592
SPAM,coverage,SN,4,HIV-gag WT-SN,-2285.0,0.396614678283542,0.3785213300038049,0.41470802656327915
SPAM,coverage,SN,4,HIV-gag WT-SN,-2275.0,0.3997870617838566,0.38150160469892086,0.4180725188687923
SPAM,coverage,SN,4,HIV-gag WT-SN,-2265.0,0.4036371069968302,0.3847674147289965,0.4225067992646639
SPAM,coverage,SN,4,HIV-gag WT-SN,-2255.0,0.40444976525233517,0.38544409598004375,0.4234554345246266
SPAM,coverage,SN,4,HIV-gag WT-SN,-2245.0,0.40422629315407516,0.38536214423127196,0.42309044207687835
SPAM,coverage,SN,4,HIV-gag WT-SN,-2235.0,0.4058302433986463,0.38681440531311095,0.4248460814841817
SPAM,coverage,SN,4,HIV-gag WT-SN,-2225.0,0.4103960507417718,0.3912665961594586,0.42952550532408507
SPAM,coverage,SN,4,HIV-gag WT-SN,-2215.0,0.41367697853158514,0.3949798086812862,0.4323741483818841
SPAM,coverage,SN,4,HIV-gag WT-SN,-2205.0,0.4209344380018658,0.4018208872358903,0.4400479887678413
SPAM,coverage,SN,4,HIV-gag WT-SN,-2195.0,0.42425096697988646,0.4048930072214246,0.44360892673834834
SPAM,coverage,SN,4,HIV-gag WT-SN,-2185.0,0.42405426250092004,0.405087041366447,0.44302148363539307
SPAM,coverage,SN,4,HIV-gag WT-SN,-2175.0,0.42179436453174046,0.40322176590802655,0.44036696315545437
SPAM,coverage,SN,4,HIV-gag WT-SN,-2165.0,0.4259229429807511,0.40718449477403873,0.4446613911874635
SPAM,coverage,SN,4,HIV-gag WT-SN,-2155.0,0.4297586944762892,0.4108072153818325,0.44871017357074594
SPAM,coverage,SN,4,HIV-gag WT-SN,-2145.0,0.43594050445624044,0.41665038224660345,0.45523062666587744
SPAM,coverage,SN,4,HIV-gag WT-SN,-2135.0,0.43883752854457725,0.4196488957182112,0.4580261613709433
SPAM,coverage,SN,4,HIV-gag WT-SN,-2125.0,0.43800382257147646,0.41902601971269726,0.45698162543025567
SPAM,coverage,SN,4,HIV-gag WT-SN,-2115.0,0.4396209285950085,0.4203187622475517,0.4589230949424653
SPAM,coverage,SN,4,HIV-gag WT-SN,-2105.0,0.43875266203997954,0.4192863280429641,0.45821899603699495
SPAM,coverage,SN,4,HIV-gag WT-SN,-2095.0,0.4413871706534912,0.4218664137513237,0.4609079275556587
SPAM,coverage,SN,4,HIV-gag WT-SN,-2085.0,0.4430811690295106,0.4236892405346024,0.46247309752441884
SPAM,coverage,SN,4,HIV-gag WT-SN,-2075.0,0.4482115238053137,0.428515295684819,0.4679077519258084
SPAM,coverage,SN,4,HIV-gag WT-SN,-2065.0,0.4544807964768581,0.43419978363982525,0.4747618093138909
SPAM,coverage,SN,4,HIV-gag WT-SN,-2055.0,0.46090081798115595,0.44028704066257307,0.48151459529973883
SPAM,coverage,SN,4,HIV-gag WT-SN,-2045.0,0.4660697960288724,0.445181648023823,0.4869579440339218
SPAM,coverage,SN,4,HIV-gag WT-SN,-2035.0,0.46608852252995964,0.4454157344651587,0.4867613105947606
SPAM,coverage,SN,4,HIV-gag WT-SN,-2025.0,0.4631282809775218,0.4432006917403052,0.4830558702147384
SPAM,coverage,SN,4,HIV-gag WT-SN,-2015.0,0.46308231811476774,0.44335764733538674,0.48280698889414875
SPAM,coverage,SN,4,HIV-gag WT-SN,-2005.0,0.4661652254428789,0.4463659203819492,0.4859645305038086
SPAM,coverage,SN,4,HIV-gag WT-SN,-1995.0,0.46525146904508935,0.4456470900550663,0.4848558480351124
SPAM,coverage,SN,4,HIV-gag WT-SN,-1985.0,0.4675147667170537,0.44802725785656733,0.4870022755775401
SPAM,coverage,SN,4,HIV-gag WT-SN,-1975.0,0.4680727791534472,0.4484975389123984,0.487648019394496
SPAM,coverage,SN,4,HIV-gag WT-SN,-1965.0,0.4720992608430802,0.4524184718422905,0.49178004984386986
SPAM,coverage,SN,4,HIV-gag WT-SN,-1955.0,0.47525741144036937,0.4554730493714797,0.49504177350925904
SPAM,coverage,SN,4,HIV-gag WT-SN,-1945.0,0.47482315623898647,0.45516959619436853,0.4944767162836044
SPAM,coverage,SN,4,HIV-gag WT-SN,-1935.0,0.4800852458843022,0.4601683087195528,0.5000021830490516
SPAM,coverage,SN,4,HIV-gag WT-SN,-1925.0,0.48611005807853164,0.46593947393650187,0.5062806422205615
SPAM,coverage,SN,4,HIV-gag WT-SN,-1915.0,0.49129441463118606,0.4709985231485904,0.5115903061137818
SPAM,coverage,SN,4,HIV-gag WT-SN,-1905.0,0.4953263781316441,0.47477457309841536,0.5158781831648728
SPAM,coverage,SN,4,HIV-gag WT-SN,-1895.0,0.4957932577008746,0.4752897192099649,0.5162967961917844
SPAM,coverage,SN,4,HIV-gag WT-SN,-1885.0,0.49463183296877866,0.47425971873915196,0.5150039471984054
SPAM,coverage,SN,4,HIV-gag WT-SN,-1875.0,0.49943208249495313,0.4787536853331975,0.5201104796567088
SPAM,coverage,SN,4,HIV-gag WT-SN,-1865.0,0.5002808797509994,0.47956981554845296,0.5209919439535459
SPAM,coverage,SN,4,HIV-gag WT-SN,-1855.0,0.4988819598622173,0.47824174272073045,0.5195221770037042
SPAM,coverage,SN,4,HIV-gag WT-SN,-1845.0,0.501596168170387,0.4809202656977963,0.5222720706429778
SPAM,coverage,SN,4,HIV-gag WT-SN,-1835.0,0.5060029261073885,0.485264840923344,0.526741011291433
SPAM,coverage,SN,4,HIV-gag WT-SN,-1825.0,0.5114018139822206,0.49029071894023696,0.5325129090242042
SPAM,coverage,SN,4,HIV-gag WT-SN,-1815.0,0.5143413890874788,0.4933257501299508,0.5353570280450068
SPAM,coverage,SN,4,HIV-gag WT-SN,-1805.0,0.516892480971444,0.4960258805104988,0.5377590814323893
SPAM,coverage,SN,4,HIV-gag WT-SN,-1795.0,0.5174236628170794,0.4968996142025046,0.5379477114316542
SPAM,coverage,SN,4,HIV-gag WT-SN,-1785.0,0.5240344540688325,0.5035251370632421,0.544543771074423
SPAM,coverage,SN,4,HIV-gag WT-SN,-1775.0,0.5276256545723392,0.5072471357158691,0.5480041734288094
SPAM,coverage,SN,4,HIV-gag WT-SN,-1765.0,0.5321096778960656,0.5118105390685479,0.5524088167235832
SPAM,coverage,SN,4,HIV-gag WT-SN,-1755.0,0.5315014586126899,0.511631878811383,0.5513710384139969
SPAM,coverage,SN,4,HIV-gag WT-SN,-1745.0,0.5352510512779625,0.5152428086639937,0.5552592938919312
SPAM,coverage,SN,4,HIV-gag WT-SN,-1735.0,0.5391961391251402,0.5189584657255818,0.5594338125246986
SPAM,coverage,SN,4,HIV-gag WT-SN,-1725.0,0.5439042310428235,0.5234482529782403,0.5643602091074067
SPAM,coverage,SN,4,HIV-gag WT-SN,-1715.0,0.550146525744117,0.5293887713838409,0.5709042801043932
SPAM,coverage,SN,4,HIV-gag WT-SN,-1705.0,0.5554080215440301,0.5342379859789431,0.5765780571091171
SPAM,coverage,SN,4,HIV-gag WT-SN,-1695.0,0.5613647693146233,0.53965614105228,0.5830733975769666
SPAM,coverage,SN,4,HIV-gag WT-SN,-1685.0,0.5700069279975903,0.5476492249660809,0.5923646310290998
SPAM,coverage,SN,4,HIV-gag WT-SN,-1675.0,0.5748370922702726,0.5522467551305992,0.597427429409946
SPAM,coverage,SN,4,HIV-gag WT-SN,-1665.0,0.576112199338138,0.5537829472245362,0.5984414514517397
SPAM,coverage,SN,4,HIV-gag WT-SN,-1655.0,0.5799354142955783,0.5575575277482087,0.6023133008429479
SPAM,coverage,SN,4,HIV-gag WT-SN,-1645.0,0.5820825082958924,0.5597516140592561,0.6044134025325286
SPAM,coverage,SN,4,HIV-gag WT-SN,-1635.0,0.5824183065973206,0.560505239868732,0.6043313733259092
SPAM,coverage,SN,4,HIV-gag WT-SN,-1625.0,0.5783708291123932,0.556896810335982,0.5998448478888044
SPAM,coverage,SN,4,HIV-gag WT-SN,-1615.0,0.5770079038277086,0.5559252219647185,0.5980905856906987
SPAM,coverage,SN,4,HIV-gag WT-SN,-1605.0,0.5779447214309861,0.5571999976265645,0.5986894452354077
SPAM,coverage,SN,4,HIV-gag WT-SN,-1595.0,0.5779092785313895,0.5572092799893404,0.5986092770734386
SPAM,coverage,SN,4,HIV-gag WT-SN,-1585.0,0.5782244264915155,0.5578570831471207,0.5985917698359103
SPAM,coverage,SN,4,HIV-gag WT-SN,-1575.0,0.5800660800083065,0.5594999633647152,0.6006321966518978
SPAM,coverage,SN,4,HIV-gag WT-SN,-1565.0,0.5821664838437731,0.5617900889413807,0.6025428787461655
SPAM,coverage,SN,4,HIV-gag WT-SN,-1555.0,0.5853004446380823,0.565200463406465,0.6054004258696996
SPAM,coverage,SN,4,HIV-gag WT-SN,-1545.0,0.5896194092830072,0.5692968086333369,0.6099420099326774
SPAM,coverage,SN,4,HIV-gag WT-SN,-1535.0,0.5932379699719632,0.572784351322874,0.6136915886210524
SPAM,coverage,SN,4,HIV-gag WT-SN,-1525.0,0.5982269510521451,0.5776220224243862,0.6188318796799039
SPAM,coverage,SN,4,HIV-gag WT-SN,-1515.0,0.605311462930996,0.584794736964925,0.625828188897067
SPAM,coverage,SN,4,HIV-gag WT-SN,-1505.0,0.6109200041635595,0.5904196020634986,0.6314204062636204
SPAM,coverage,SN,4,HIV-gag WT-SN,-1495.0,0.6192541809627373,0.5986993296522533,0.6398090322732214
SPAM,coverage,SN,4,HIV-gag WT-SN,-1485.0,0.6200709664017691,0.5997145428724608,0.6404273899310773
SPAM,coverage,SN,4,HIV-gag WT-SN,-1475.0,0.6247940465796294,0.6043988185572535,0.6451892746020054
SPAM,coverage,SN,4,HIV-gag WT-SN,-1465.0,0.6313477864180596,0.6107911053414601,0.651904467494659
SPAM,coverage,SN,4,HIV-gag WT-SN,-1455.0,0.6373600921630874,0.6165639168012406,0.6581562675249343
SPAM,coverage,SN,4,HIV-gag WT-SN,-1445.0,0.6460571038581886,0.6250031741043817,0.6671110336119955
SPAM,coverage,SN,4,HIV-gag WT-SN,-1435.0,0.6534214304307394,0.6320463882025517,0.6747964726589272
SPAM,coverage,SN,4,HIV-gag WT-SN,-1425.0,0.6621902521480114,0.6406325989999606,0.6837479052960622
SPAM,coverage,SN,4,HIV-gag WT-SN,-1415.0,0.6665881903549808,0.6449286965846545,0.6882476841253072
SPAM,coverage,SN,4,HIV-gag WT-SN,-1405.0,0.6725302764930235,0.6504019293716229,0.6946586236144242
SPAM,coverage,SN,4,HIV-gag WT-SN,-1395.0,0.6791650327764072,0.6565911181302967,0.7017389474225176
SPAM,coverage,SN,4,HIV-gag WT-SN,-1385.0,0.6937697426428044,0.6704259015673006,0.7171135837183082
SPAM,coverage,SN,4,HIV-gag WT-SN,-1375.0,0.6980632757237131,0.6748429049399618,0.7212836465074643
SPAM,coverage,SN,4,HIV-gag WT-SN,-1365.0,0.7047903421385514,0.6814641895308322,0.7281164947462706
SPAM,coverage,SN,4,HIV-gag WT-SN,-1355.0,0.7055663328980241,0.6822158226683901,0.728916843127658
SPAM,coverage,SN,4,HIV-gag WT-SN,-1345.0,0.7068438553860856,0.6834933732618481,0.7301943375103231
SPAM,coverage,SN,4,HIV-gag WT-SN,-1335.0,0.7122023007423633,0.6888518040807179,0.7355527974040088
SPAM,coverage,SN,4,HIV-gag WT-SN,-1325.0,0.7197713053727239,0.6962206539212598,0.7433219568241881
SPAM,coverage,SN,4,HIV-gag WT-SN,-1315.0,0.7300991724525363,0.7060162962606844,0.7541820486443882
SPAM,coverage,SN,4,HIV-gag WT-SN,-1305.0,0.7337685180649213,0.709503461288481,0.7580335748413616
SPAM,coverage,SN,4,HIV-gag WT-SN,-1295.0,0.7386266122651278,0.714503274356661,0.7627499501735947
SPAM,coverage,SN,4,HIV-gag WT-SN,-1285.0,0.7437913527863096,0.7196896790011603,0.7678930265714589
SPAM,coverage,SN,4,HIV-gag WT-SN,-1275.0,0.7538979036274099,0.7295937340787143,0.7782020731761056
SPAM,coverage,SN,4,HIV-gag WT-SN,-1265.0,0.7625761495826932,0.7379852458960479,0.7871670532693384
SPAM,coverage,SN,4,HIV-gag WT-SN,-1255.0,0.7770701754520252,0.7520972070123991,0.8020431438916512
SPAM,coverage,SN,4,HIV-gag WT-SN,-1245.0,0.7894029623670681,0.7640440869204208,0.8147618378137154
SPAM,coverage,SN,4,HIV-gag WT-SN,-1235.0,0.792860185867393,0.7680431907752454,0.8176771809595407
SPAM,coverage,SN,4,HIV-gag WT-SN,-1225.0,0.7923556369307548,0.7683152194863325,0.8163960543751771
SPAM,coverage,SN,4,HIV-gag WT-SN,-1215.0,0.7969667279225474,0.7728902093956961,0.8210432464493987
SPAM,coverage,SN,4,HIV-gag WT-SN,-1205.0,0.8099405244145559,0.7856632429624537,0.8342178058666581
SPAM,coverage,SN,4,HIV-gag WT-SN,-1195.0,0.817235717735768,0.7931146809070435,0.8413567545644924
SPAM,coverage,SN,4,HIV-gag WT-SN,-1185.0,0.8253550479134142,0.8011250337097928,0.8495850621170355
SPAM,coverage,SN,4,HIV-gag WT-SN,-1175.0,0.8303765371951416,0.8060808524697896,0.8546722219204936
SPAM,coverage,SN,4,HIV-gag WT-SN,-1165.0,0.8355412883876747,0.811023347701955,0.8600592290733944
SPAM,coverage,SN,4,HIV-gag WT-SN,-1155.0,0.8331817262886431,0.8088292267781244,0.8575342257991617
SPAM,coverage,SN,4,HIV-gag WT-SN,-1145.0,0.8356326403307986,0.8111501903877749,0.8601150902738224
SPAM,coverage,SN,4,HIV-gag WT-SN,-1135.0,0.8458724236235327,0.8210546269450971,0.8706902203019682
SPAM,coverage,SN,4,HIV-gag WT-SN,-1125.0,0.8510852696132912,0.8256014489710843,0.8765690902554981
SPAM,coverage,SN,4,HIV-gag WT-SN,-1115.0,0.8579109171479039,0.8316622115935344,0.8841596227022734
SPAM,coverage,SN,4,HIV-gag WT-SN,-1105.0,0.8642516685861892,0.8375302705475972,0.8909730666247812
SPAM,coverage,SN,4,HIV-gag WT-SN,-1095.0,0.8685880389757127,0.8416623185491425,0.8955137594022828
SPAM,coverage,SN,4,HIV-gag WT-SN,-1085.0,0.8746975824282425,0.8477117685243968,0.9016833963320882
SPAM,coverage,SN,4,HIV-gag WT-SN,-1075.0,0.878125611776853,0.8517644220495383,0.9044868015041677
SPAM,coverage,SN,4,HIV-gag WT-SN,-1065.0,0.8898403372991395,0.863368071960378,0.9163126026379009
SPAM,coverage,SN,4,HIV-gag WT-SN,-1055.0,0.9076408590169334,0.8806567816723968,0.9346249363614699
SPAM,coverage,SN,4,HIV-gag WT-SN,-1045.0,0.9215885693426464,0.8944438985573602,0.9487332401279327
SPAM,coverage,SN,4,HIV-gag WT-SN,-1035.0,0.9301156568733169,0.9032483339249254,0.9569829798217083
SPAM,coverage,SN,4,HIV-gag WT-SN,-1025.0,0.9403009144836304,0.9136210497046303,0.9669807792626305
SPAM,coverage,SN,4,HIV-gag WT-SN,-1015.0,0.9496385519551833,0.9231000366539941,0.9761770672563725
SPAM,coverage,SN,4,HIV-gag WT-SN,-1005.0,0.9624811805186799,0.935476479827918,0.9894858812094418
SPAM,coverage,SN,4,HIV-gag WT-SN,-995.0,0.9772096432770248,0.9488303393777603,1.0055889471762893
SPAM,coverage,SN,4,HIV-gag WT-SN,-985.0,0.9872278014499275,0.958627131300703,1.0158284715991521
SPAM,coverage,SN,4,HIV-gag WT-SN,-975.0,0.9970103883814199,0.9679541869896472,1.0260665897731924
SPAM,coverage,SN,4,HIV-gag WT-SN,-965.0,1.005337080502134,0.9757266843179204,1.0349474766863476
SPAM,coverage,SN,4,HIV-gag WT-SN,-955.0,1.0092851161584921,0.9800960838599385,1.0384741484570459
SPAM,coverage,SN,4,HIV-gag WT-SN,-945.0,1.016820882431074,0.987556117013316,1.046085647848832
SPAM,coverage,SN,4,HIV-gag WT-SN,-935.0,1.024257527871674,0.9950941109061959,1.0534209448371519
SPAM,coverage,SN,4,HIV-gag WT-SN,-925.0,1.0403093456832124,1.0111158016719017,1.0695028896945231
SPAM,coverage,SN,4,HIV-gag WT-SN,-915.0,1.051127086556189,1.0229119508057973,1.0793422223065807
SPAM,coverage,SN,4,HIV-gag WT-SN,-905.0,1.0598809582776156,1.0316640840413356,1.0880978325138957
SPAM,coverage,SN,4,HIV-gag WT-SN,-895.0,1.0799949714716568,1.0513745943940092,1.1086153485493044
SPAM,coverage,SN,4,HIV-gag WT-SN,-885.0,1.1003383944461163,1.0713591100115962,1.1293176788806363
SPAM,coverage,SN,4,HIV-gag WT-SN,-875.0,1.1172660249891542,1.0883586239451342,1.1461734260331742
SPAM,coverage,SN,4,HIV-gag WT-SN,-865.0,1.138061943835584,1.1091573380371764,1.1669665496339914
SPAM,coverage,SN,4,HIV-gag WT-SN,-855.0,1.16274026070265,1.133125259895236,1.192355261510064
SPAM,coverage,SN,4,HIV-gag WT-SN,-845.0,1.1876431184068041,1.157364656557726,1.2179215802558823
SPAM,coverage,SN,4,HIV-gag WT-SN,-835.0,1.216978627032695,1.1860193390457436,1.2479379150196463
SPAM,coverage,SN,4,HIV-gag WT-SN,-825.0,1.239733087240215,1.208588278197289,1.270877896283141
SPAM,coverage,SN,4,HIV-gag WT-SN,-815.0,1.26534783860943,1.2335512919376577,1.2971443852812021
SPAM,coverage,SN,4,HIV-gag WT-SN,-805.0,1.291823041711363,1.2594524210843965,1.3241936623383295
SPAM,coverage,SN,4,HIV-gag WT-SN,-795.0,1.3175701863325888,1.2846112277364523,1.3505291449287253
SPAM,coverage,SN,4,HIV-gag WT-SN,-785.0,1.342818904534673,1.308913850917281,1.376723958152065
SPAM,coverage,SN,4,HIV-gag WT-SN,-775.0,1.3647673823610555,1.3308295222418602,1.3987052424802509
SPAM,coverage,SN,4,HIV-gag WT-SN,-765.0,1.3900480490485403,1.3561482969481722,1.4239478011489084
SPAM,coverage,SN,4,HIV-gag WT-SN,-755.0,1.4222656531924993,1.3879076807704758,1.4566236256145229
SPAM,coverage,SN,4,HIV-gag WT-SN,-745.0,1.4500764998451339,1.4150599912136848,1.485093008476583
SPAM,coverage,SN,4,HIV-gag WT-SN,-735.0,1.4808300585801022,1.444802952345502,1.5168571648147025
SPAM,coverage,SN,4,HIV-gag WT-SN,-725.0,1.5059731553611666,1.469564872296933,1.5423814384254002
SPAM,coverage,SN,4,HIV-gag WT-SN,-715.0,1.5295396380343225,1.4927512045694296,1.5663280714992154
SPAM,coverage,SN,4,HIV-gag WT-SN,-705.0,1.55556505925831,1.5187052381221895,1.5924248803944303
SPAM,coverage,SN,4,HIV-gag WT-SN,-695.0,1.5793844871083895,1.542521548646954,1.6162474255698251
SPAM,coverage,SN,4,HIV-gag WT-SN,-685.0,1.6070589580587984,1.5699452773234903,1.6441726387941065
SPAM,coverage,SN,4,HIV-gag WT-SN,-675.0,1.6342607895520438,1.59676850230489,1.6717530767991975
SPAM,coverage,SN,4,HIV-gag WT-SN,-665.0,1.6612718070712233,1.6234492853253388,1.6990943288171079
SPAM,coverage,SN,4,HIV-gag WT-SN,-655.0,1.6770386824127932,1.640065609093896,1.7140117557316903
SPAM,coverage,SN,4,HIV-gag WT-SN,-645.0,1.7145702400623264,1.6767100573048785,1.7524304228197742
SPAM,coverage,SN,4,HIV-gag WT-SN,-635.0,1.7510552975293974,1.7122487124148096,1.7898618826439852
SPAM,coverage,SN,4,HIV-gag WT-SN,-625.0,1.7826113701660868,1.7431277990012588,1.8220949413309149
SPAM,coverage,SN,4,HIV-gag WT-SN,-615.0,1.8212221309386927,1.7810233496794028,1.8614209121979826
SPAM,coverage,SN,4,HIV-gag WT-SN,-605.0,1.8567714045297683,1.8160293004722965,1.89751350858724
SPAM,coverage,SN,4,HIV-gag WT-SN,-595.0,1.8961485689663045,1.854713110879105,1.9375840270535039
SPAM,coverage,SN,4,HIV-gag WT-SN,-585.0,1.943412538035331,1.9008482381652165,1.9859768379054457
SPAM,coverage,SN,4,HIV-gag WT-SN,-575.0,1.9965947318378696,1.9529915704769472,2.0401978931987923
SPAM,coverage,SN,4,HIV-gag WT-SN,-565.0,2.0445778539826645,2.000070361140027,2.089085346825302
SPAM,coverage,SN,4,HIV-gag WT-SN,-555.0,2.09551086548861,2.0504168951907094,2.140604835786511
SPAM,coverage,SN,4,HIV-gag WT-SN,-545.0,2.1542061551990823,2.1084273476949202,2.1999849627032444
SPAM,coverage,SN,4,HIV-gag WT-SN,-535.0,2.205794204529356,2.1584166132689884,2.253171795789724
SPAM,coverage,SN,4,HIV-gag WT-SN,-525.0,2.2512602489469167,2.2027996158755547,2.2997208820182786
SPAM,coverage,SN,4,HIV-gag WT-SN,-515.0,2.293330970303365,2.2441247320618247,2.342537208544905
SPAM,coverage,SN,4,HIV-gag WT-SN,-505.0,2.3400956775926054,2.2898694855661357,2.390321869619075
SPAM,coverage,SN,4,HIV-gag WT-SN,-495.0,2.374626875594425,2.324112386845141,2.425141364343709
SPAM,coverage,SN,4,HIV-gag WT-SN,-485.0,2.4017094327994477,2.350970027346292,2.4524488382526033
SPAM,coverage,SN,4,HIV-gag WT-SN,-475.0,2.42204265773677,2.371318658717419,2.4727666567561215
SPAM,coverage,SN,4,HIV-gag WT-SN,-465.0,2.4328442924930544,2.382630328921867,2.483058256064242
SPAM,coverage,SN,4,HIV-gag WT-SN,-455.0,2.4501235552249807,2.400527228798842,2.4997198816511195
SPAM,coverage,SN,4,HIV-gag WT-SN,-445.0,2.463014240725563,2.414151127395459,2.5118773540556667
SPAM,coverage,SN,4,HIV-gag WT-SN,-435.0,2.4767472205297256,2.4280846606564492,2.525409780403002
SPAM,coverage,SN,4,HIV-gag WT-SN,-425.0,2.4941655465283232,2.4453613063963764,2.54296978666027
SPAM,coverage,SN,4,HIV-gag WT-SN,-415.0,2.512048514652341,2.4627290913792934,2.561367937925388
SPAM,coverage,SN,4,HIV-gag WT-SN,-405.0,2.5363709607456704,2.4863674615209193,2.5863744599704215
SPAM,coverage,SN,4,HIV-gag WT-SN,-395.0,2.552312653349763,2.5015600615910976,2.603065245108428
SPAM,coverage,SN,4,HIV-gag WT-SN,-385.0,2.5814710726982906,2.5301780502150644,2.6327640951815168
SPAM,coverage,SN,4,HIV-gag WT-SN,-375.0,2.6099937634168446,2.557304241225421,2.662683285608268
SPAM,coverage,SN,4,HIV-gag WT-SN,-365.0,2.639207960968807,2.5851349254491836,2.6932809964884306
SPAM,coverage,SN,4,HIV-gag WT-SN,-355.0,2.653063706224522,2.5983364004702056,2.707791011978838
SPAM,coverage,SN,4,HIV-gag WT-SN,-345.0,2.664061679817396,2.6090539847892176,2.7190693748455743
SPAM,coverage,SN,4,HIV-gag WT-SN,-335.0,2.6610952464474296,2.6059450601523224,2.7162454327425367
SPAM,coverage,SN,4,HIV-gag WT-SN,-325.0,2.666537697564176,2.6114881875003415,2.7215872076280108
SPAM,coverage,SN,4,HIV-gag WT-SN,-315.0,2.6631934808954707,2.6083917519870443,2.717995209803897
SPAM,coverage,SN,4,HIV-gag WT-SN,-305.0,2.6474515919556563,2.5932500083247088,2.701653175586604
SPAM,coverage,SN,4,HIV-gag WT-SN,-295.0,2.659171394015125,2.604695154123218,2.713647633907032
SPAM,coverage,SN,4,HIV-gag WT-SN,-285.0,2.658273488615243,2.603545460108198,2.7130015171222874
SPAM,coverage,SN,4,HIV-gag WT-SN,-275.0,2.6536273309639413,2.599070116772935,2.7081845451549476
SPAM,coverage,SN,4,HIV-gag WT-SN,-265.0,2.640049511307085,2.585464518324089,2.694634504290081
SPAM,coverage,SN,4,HIV-gag WT-SN,-255.0,2.6309076115294805,2.576098692116116,2.685716530942845
SPAM,coverage,SN,4,HIV-gag WT-SN,-245.0,2.6247879520402466,2.569475052318203,2.6801008517622904
SPAM,coverage,SN,4,HIV-gag WT-SN,-235.0,2.629512544665779,2.573320318905042,2.6857047704265162
SPAM,coverage,SN,4,HIV-gag WT-SN,-225.0,2.6329373548690707,2.5758599327955585,2.690014776942583
SPAM,coverage,SN,4,HIV-gag WT-SN,-215.0,2.6457853994031426,2.587605643407796,2.7039651553984894
SPAM,coverage,SN,4,HIV-gag WT-SN,-205.0,2.6629487795767903,2.603488419098546,2.7224091400550345
SPAM,coverage,SN,4,HIV-gag WT-SN,-195.0,2.6776253872662346,2.6172270066804018,2.7380237678520674
SPAM,coverage,SN,4,HIV-gag WT-SN,-185.0,2.677942412835017,2.6163888904933934,2.739495935176641
SPAM,coverage,SN,4,HIV-gag WT-SN,-175.0,2.676409708855594,2.614579152897538,2.7382402648136495
SPAM,coverage,SN,4,HIV-gag WT-SN,-165.0,2.6717349452524957,2.6096049749033425,2.733864915601649
SPAM,coverage,SN,4,HIV-gag WT-SN,-155.0,2.684159233434814,2.621419444653755,2.7468990222158727
SPAM,coverage,SN,4,HIV-gag WT-SN,-145.0,2.68883183514286,2.625209384996424,2.7524542852892964
SPAM,coverage,SN,4,HIV-gag WT-SN,-135.0,2.699247781406259,2.6347321648095514,2.7637633980029666
SPAM,coverage,SN,4,HIV-gag WT-SN,-125.0,2.679274811272582,2.614612225105342,2.743937397439822
SPAM,coverage,SN,4,HIV-gag WT-SN,-115.0,2.634810649438769,2.570063178708948,2.69955812016859
SPAM,coverage,SN,4,HIV-gag WT-SN,-105.0,2.550047478750101,2.485926543409825,2.614168414090377
SPAM,coverage,SN,4,HIV-gag WT-SN,-95.0,2.383015180914127,2.320833585001063,2.445196776827191
SPAM,coverage,SN,4,HIV-gag WT-SN,-85.0,2.160962306940093,2.10113644086624,2.220788173013946
SPAM,coverage,SN,4,HIV-gag WT-SN,-75.0,1.9033892946415452,1.8481313514732705,1.9586472378098199
SPAM,coverage,SN,4,HIV-gag WT-SN,-65.0,1.6374784268034253,1.5871489536794714,1.6878078999273791
SPAM,coverage,SN,4,HIV-gag WT-SN,-55.0,1.3671816175600096,1.3222415047756737,1.4121217303443454
SPAM,coverage,SN,4,HIV-gag WT-SN,-45.0,1.0921064401583582,1.0523218967149595,1.131890983601757
SPAM,coverage,SN,4,HIV-gag WT-SN,-35.0,0.8230801363177248,0.7891931154173111,0.8569671572181385
SPAM,coverage,SN,4,HIV-gag WT-SN,-25.0,0.5651727414727599,0.5379840630684996,0.5923614198770202
SPAM,coverage,SN,4,HIV-gag WT-SN,-15.0,0.3501051500013209,0.32897914141235873,0.3712311585902831
SPAM,coverage,SN,4,HIV-gag WT-SN,-5.0,0.14155986318620245,0.12927421516782248,0.15384551120458242
SPAM,coverage,SN,5,mini-gag:PABP-SN,-2995.0,0.3835094717496612,0.3233722412211629,0.4436467022781595
SPAM,coverage,SN,5,mini-gag:PABP-SN,-2985.0,0.3560405027827964,0.3160626224755602,0.3960183830900326
SPAM,coverage,SN,5,mini-gag:PABP-SN,-2975.0,0.3378438140822658,0.3059083206816817,0.36977930748284993
