experiment,panel,sample_type,sample_num,label,position_relative_to_tes_bp,mean,ci_lower,ci_upper
SPAM,coverage,SN,1,NTVE-SN,-965.0,0.9580541087003764,0.9277962869643096,0.9883119304364433
SPAM,coverage,SN,1,NTVE-SN,-955.0,0.9646194502860852,0.9346585358889821,0.9945803646831883
SPAM,coverage,SN,1,NTVE-SN,-945.0,0.9822013275961128,0.9513000169251046,1.0131026382671209
SPAM,coverage,SN,1,NTVE-SN,-935.0,0.9902606227654979,0.9589093011675287,1.021611944363467
SPAM,coverage,SN,1,NTVE-SN,-925.0,1.0166576692621077,0.9848049845369566,1.0485103539872587
SPAM,coverage,SN,1,NTVE-SN,-915.0,1.027527033295816,0.9956174328704358,1.059436633721196
SPAM,coverage,SN,1,NTVE-SN,-905.0,1.042733399693909,1.0104408088386272,1.0750259905491908
SPAM,coverage,SN,1,NTVE-SN,-895.0,1.0653656628798471,1.032683803949968,1.0980475218097263
SPAM,coverage,SN,1,NTVE-SN,-885.0,1.088405106608047,1.0552590696637418,1.121551143552352
SPAM,coverage,SN,1,NTVE-SN,-875.0,1.1109992969024935,1.0776294837217437,1.1443691100832434
SPAM,coverage,SN,1,NTVE-SN,-865.0,1.13401881839946,1.1008277678807767,1.1672098689181432
SPAM,coverage,SN,1,NTVE-SN,-855.0,1.1616884149478541,1.1277598791444523,1.195616950751256
SPAM,coverage,SN,1,NTVE-SN,-845.0,1.1902257989640885,1.1556914701599885,1.2247601277681885
SPAM,coverage,SN,1,NTVE-SN,-835.0,1.2295993429010788,1.1941320769600885,1.265066608842069
SPAM,coverage,SN,1,NTVE-SN,-825.0,1.2614456841802522,1.2253374913429669,1.2975538770175374
SPAM,coverage,SN,1,NTVE-SN,-815.0,1.298492756319224,1.2614378168965596,1.3355476957418881
SPAM,coverage,SN,1,NTVE-SN,-805.0,1.3294038846628564,1.2917169612308268,1.367090808094886
SPAM,coverage,SN,1,NTVE-SN,-795.0,1.355599747231458,1.3171975287558615,1.3940019657070546
SPAM,coverage,SN,1,NTVE-SN,-785.0,1.3878423612238249,1.3488379923083176,1.4268467301393322
SPAM,coverage,SN,1,NTVE-SN,-775.0,1.4098149419034447,1.3710816776977512,1.4485482061091381
SPAM,coverage,SN,1,NTVE-SN,-765.0,1.4445762997625662,1.4057535360541324,1.483399063471
SPAM,coverage,SN,1,NTVE-SN,-755.0,1.4843730946234959,1.4446109269147203,1.5241352623322715
SPAM,coverage,SN,1,NTVE-SN,-745.0,1.5128593361425455,1.4724240271384965,1.5532946451465945
SPAM,coverage,SN,1,NTVE-SN,-735.0,1.5436754573662366,1.50270273725085,1.5846481774816232
SPAM,coverage,SN,1,NTVE-SN,-725.0,1.5772224396151577,1.5355153006452844,1.618929578585031
SPAM,coverage,SN,1,NTVE-SN,-715.0,1.6036513509936505,1.5615987465558305,1.6457039554314705
SPAM,coverage,SN,1,NTVE-SN,-705.0,1.6322202869699607,1.5901780160647294,1.674262557875192
SPAM,coverage,SN,1,NTVE-SN,-695.0,1.667963283847023,1.6256106879677104,1.7103158797263358
SPAM,coverage,SN,1,NTVE-SN,-685.0,1.7033605539161314,1.6600322696402308,1.746688838192032
SPAM,coverage,SN,1,NTVE-SN,-675.0,1.7289710200899955,1.6856473059612762,1.7722947342187148
SPAM,coverage,SN,1,NTVE-SN,-665.0,1.7543144898303833,1.7109740521349788,1.7976549275257878
SPAM,coverage,SN,1,NTVE-SN,-655.0,1.7895739521456524,1.7457773276456678,1.833370576645637
SPAM,coverage,SN,1,NTVE-SN,-645.0,1.8191104695966076,1.7747598200108858,1.8634611191823294
SPAM,coverage,SN,1,NTVE-SN,-635.0,1.852390651660913,1.807606373104818,1.897174930217008
SPAM,coverage,SN,1,NTVE-SN,-625.0,1.8810645305067621,1.8359659565676199,1.9261631044459044
SPAM,coverage,SN,1,NTVE-SN,-615.0,1.9255463175315346,1.8792659406188643,1.9718266944442049
SPAM,coverage,SN,1,NTVE-SN,-605.0,1.9557257776567518,1.9088152130079608,2.002636342305543
SPAM,coverage,SN,1,NTVE-SN,-595.0,1.9965172088919123,1.9494009031360369,2.0436335146477878
SPAM,coverage,SN,1,NTVE-SN,-585.0,2.036071132718007,1.988344724408036,2.083797541027978
SPAM,coverage,SN,1,NTVE-SN,-575.0,2.083734507307146,2.0350835467849895,2.132385467829302
SPAM,coverage,SN,1,NTVE-SN,-565.0,2.1286521479063345,2.0785626519135163,2.1787416438991527
SPAM,coverage,SN,1,NTVE-SN,-555.0,2.181651850943066,2.1303636712881024,2.232940030598029
SPAM,coverage,SN,1,NTVE-SN,-545.0,2.242526827216317,2.190303280241418,2.294750374191216
SPAM,coverage,SN,1,NTVE-SN,-535.0,2.2912197002567622,2.2386416860883385,2.343797714425186
SPAM,coverage,SN,1,NTVE-SN,-525.0,2.342669528405875,2.2892021213830414,2.3961369354287085
SPAM,coverage,SN,1,NTVE-SN,-515.0,2.3809200323236612,2.326603644005993,2.4352364206413295
SPAM,coverage,SN,1,NTVE-SN,-505.0,2.4140989049613966,2.3592088944558918,2.4689889154669014
SPAM,coverage,SN,1,NTVE-SN,-495.0,2.4541442925300596,2.3990806662929223,2.509207918767197
SPAM,coverage,SN,1,NTVE-SN,-485.0,2.4740969513508215,2.419165590883217,2.529028311818426
