ENSG_id,Gene_Name,Category
ENSG00000000005,TNMD,lysate_only
ENSG00000000938,FGR,lysate_only
ENSG00000000971,CFH,lysate_only
ENSG00000001626,CFTR,lysate_only
ENSG00000004468,CD38,lysate_only
ENSG00000005001,PRSS22,lysate_only
ENSG00000005379,TSPOAP1,lysate_only
ENSG00000006606,CCL26,lysate_only
ENSG00000006756,ARSD,lysate_only
ENSG00000007129,CEACAM21,lysate_only
ENSG00000007908,SELE,lysate_only
ENSG00000007933,FMO3,lysate_only
ENSG00000008226,DLEC1,lysate_only
ENSG00000008323,PLEKHG6,lysate_only
ENSG00000008438,PGLYRP1,lysate_only
ENSG00000010327,STAB1,lysate_only
ENSG00000010438,PRSS3,lysate_only
ENSG00000010671,BTK,lysate_only
ENSG00000011590,ZBTB32,lysate_only
ENSG00000012124,CD22,lysate_only
ENSG00000013725,CD6,lysate_only
ENSG00000015413,DPEP1,lysate_only
ENSG00000018625,ATP1A2,lysate_only
ENSG00000019102,VSIG2,lysate_only
ENSG00000019582,CD74,lysate_only
ENSG00000021461,CYP3A43,lysate_only
ENSG00000026036,RTEL1-TNFRSF6B,lysate_only
ENSG00000026751,SLAMF7,lysate_only
ENSG00000027644,INSRR,lysate_only
ENSG00000041515,MYO16,lysate_only
ENSG00000042062,RIPOR3,lysate_only
ENSG00000047457,CP,lysate_only
ENSG00000047617,ANO2,lysate_only
ENSG00000047936,ROS1,lysate_only
ENSG00000048462,TNFRSF17,lysate_only
ENSG00000049283,EPN3,lysate_only
ENSG00000049540,ELN,lysate_only
ENSG00000052344,PRSS8,lysate_only
ENSG00000053438,NNAT,lysate_only
ENSG00000054179,ENTPD2,lysate_only
ENSG00000055813,CCDC85A,lysate_only
ENSG00000055955,ITIH4,lysate_only
ENSG00000057468,MSH4,lysate_only
ENSG00000060566,CREB3L3,lysate_only
ENSG00000064201,TSPAN32,lysate_only
ENSG00000064205,CCN5,lysate_only
ENSG00000064835,POU1F1,lysate_only
ENSG00000065618,COL17A1,lysate_only
ENSG00000066032,CTNNA2,lysate_only
ENSG00000067048,DDX3Y,lysate_only
ENSG00000067646,ZFY,lysate_only
ENSG00000067842,ATP2B3,lysate_only
ENSG00000069764,PLA2G10,lysate_only
ENSG00000070019,GUCY2C,lysate_only
ENSG00000070031,SCT,lysate_only
ENSG00000070526,ST6GALNAC1,lysate_only
ENSG00000070601,FRMPD1,lysate_only
ENSG00000070729,CNGB1,lysate_only
ENSG00000072182,ASIC4,lysate_only
ENSG00000072315,TRPC5,lysate_only
ENSG00000073067,CYP2W1,lysate_only
ENSG00000073282,TP63,lysate_only
ENSG00000073598,FNDC8,lysate_only
ENSG00000073737,DHRS9,lysate_only
ENSG00000074276,CDHR2,lysate_only
ENSG00000076344,RGS11,lysate_only
ENSG00000077984,CST7,lysate_only
ENSG00000078579,FGF20,lysate_only
ENSG00000078814,MYH7B,lysate_only
ENSG00000079112,CDH17,lysate_only
ENSG00000079393,DUSP13,lysate_only
ENSG00000080293,SCTR,lysate_only
ENSG00000080573,COL5A3,lysate_only
ENSG00000080618,CPB2,lysate_only
ENSG00000080709,KCNN2,lysate_only
ENSG00000081148,IMPG2,lysate_only
ENSG00000081237,PTPRC,lysate_only
ENSG00000081248,CACNA1S,lysate_only
ENSG00000081818,PCDHB4,lysate_only
ENSG00000082074,FYB1,lysate_only
ENSG00000083454,P2RX5,lysate_only
ENSG00000083814,ZNF671,lysate_only
ENSG00000084110,HAL,lysate_only
ENSG00000084734,GCKR,lysate_only
ENSG00000088320,REM1,lysate_only
ENSG00000088827,SIGLEC1,lysate_only
ENSG00000088882,CPXM1,lysate_only
ENSG00000089116,LHX5,lysate_only
ENSG00000089127,OAS1,lysate_only
ENSG00000089692,LAG3,lysate_only
ENSG00000090339,ICAM1,lysate_only
ENSG00000090382,LYZ,lysate_only
ENSG00000091010,POU4F3,lysate_only
ENSG00000091128,LAMB4,lysate_only
ENSG00000091138,SLC26A3,lysate_only
ENSG00000091592,NLRP1,lysate_only
ENSG00000091831,ESR1,lysate_only
ENSG00000092051,JPH4,lysate_only
ENSG00000092054,MYH7,lysate_only
ENSG00000092295,TGM1,lysate_only
ENSG00000095464,PDE6C,lysate_only
ENSG00000096088,PGC,lysate_only
ENSG00000096395,MLN,lysate_only
ENSG00000096996,IL12RB1,lysate_only
ENSG00000099769,IGFALS,lysate_only
ENSG00000099834,CDHR5,lysate_only
ENSG00000099984,GSTT2,lysate_only
ENSG00000099994,SUSD2,lysate_only
ENSG00000100033,PRODH,lysate_only
ENSG00000100038,TOP3B,lysate_only
ENSG00000100055,CYTH4,lysate_only
ENSG00000100095,SEZ6L,lysate_only
ENSG00000100122,CRYBB1,lysate_only
ENSG00000100146,SOX10,lysate_only
ENSG00000100156,SLC16A8,lysate_only
ENSG00000100170,SLC5A1,lysate_only
ENSG00000100191,SLC5A4,lysate_only
ENSG00000100253,MIOX,lysate_only
ENSG00000100285,NEFH,lysate_only
ENSG00000100288,CHKB,lysate_only
ENSG00000100312,ACR,lysate_only
ENSG00000100341,PNPLA5,lysate_only
ENSG00000100368,CSF2RB,lysate_only
ENSG00000100385,IL2RB,lysate_only
ENSG00000100399,CHADL,lysate_only
ENSG00000100433,KCNK10,lysate_only
ENSG00000100453,GZMB,lysate_only
ENSG00000100593,ISM2,lysate_only
ENSG00000101049,SGK2,lysate_only
ENSG00000101082,SLA2,lysate_only
ENSG00000101188,NTSR1,lysate_only
ENSG00000101194,SLC17A9,lysate_only
ENSG00000101203,COL20A1,lysate_only
ENSG00000101276,SLC52A3,lysate_only
ENSG00000101280,ANGPT4,lysate_only
ENSG00000101307,SIRPB1,lysate_only
ENSG00000101542,CDH20,lysate_only
ENSG00000101842,VSIG1,lysate_only
ENSG00000101951,PAGE4,lysate_only
ENSG00000101977,MCF2,lysate_only
ENSG00000102021,LUZP4,lysate_only
ENSG00000102128,RAB40AL,lysate_only
ENSG00000102239,BRS3,lysate_only
ENSG00000102271,KLHL4,lysate_only
ENSG00000102287,GABRE,lysate_only
ENSG00000102313,ITIH6,lysate_only
ENSG00000102359,SRPX2,lysate_only
ENSG00000102452,NALCN,lysate_only
ENSG00000102539,MLNR,lysate_only
ENSG00000102854,MSLN,lysate_only
ENSG00000103067,ESRP2,lysate_only
ENSG00000103313,MEFV,lysate_only
ENSG00000103355,PRSS33,lysate_only
ENSG00000103522,IL21R,lysate_only
ENSG00000103647,CORO2B,lysate_only
ENSG00000103740,ACSBG1,lysate_only
ENSG00000103888,CEMIP,lysate_only
ENSG00000104432,IL7,lysate_only
ENSG00000104518,GSDMD,lysate_only
ENSG00000104826,LHB,lysate_only
ENSG00000104921,FCER2,lysate_only
ENSG00000105131,EPHX3,lysate_only
ENSG00000105219,CCNP,lysate_only
ENSG00000105261,OVOL3,lysate_only
ENSG00000105374,NKG7,lysate_only
ENSG00000105509,HAS1,lysate_only
ENSG00000105650,PDE4C,lysate_only
ENSG00000105679,GAPDHS,lysate_only
ENSG00000105695,MAG,lysate_only
ENSG00000105707,HPN,lysate_only
ENSG00000105894,PTN,lysate_only
ENSG00000105967,TFEC,lysate_only
ENSG00000106038,EVX1,lysate_only
ENSG00000106113,CRHR2,lysate_only
ENSG00000106327,TFR2,lysate_only
ENSG00000106328,FSCN3,lysate_only
ENSG00000106484,MEST,lysate_only
ENSG00000106538,RARRES2,lysate_only
ENSG00000106560,GIMAP2,lysate_only
ENSG00000106823,ECM2,lysate_only
ENSG00000107147,KCNT1,lysate_only
ENSG00000107165,TYRP1,lysate_only
ENSG00000107187,LHX3,lysate_only
ENSG00000107201,DDX58,lysate_only
ENSG00000107593,PKD2L1,lysate_only
ENSG00000107807,TLX1,lysate_only
ENSG00000108381,ASPA,lysate_only
ENSG00000108556,CHRNE,lysate_only
ENSG00000108688,CCL7,lysate_only
ENSG00000108798,ABI3,lysate_only
ENSG00000109072,VTN,lysate_only
ENSG00000109610,SOD3,lysate_only
ENSG00000109625,CPZ,lysate_only
ENSG00000109758,HGFAC,lysate_only
ENSG00000109991,P2RX3,lysate_only
ENSG00000110169,HPX,lysate_only
ENSG00000110436,SLC1A2,lysate_only
ENSG00000110446,SLC15A3,lysate_only
ENSG00000110448,CD5,lysate_only
ENSG00000110665,C11orf21,lysate_only
ENSG00000110799,VWF,lysate_only
ENSG00000110876,SELPLG,lysate_only
ENSG00000111181,SLC6A12,lysate_only
ENSG00000111215,PRR4,lysate_only
ENSG00000111262,KCNA1,lysate_only
ENSG00000111305,GSG1,lysate_only
ENSG00000111319,SCNN1A,lysate_only
ENSG00000111335,OAS2,lysate_only
ENSG00000111404,RERGL,lysate_only
ENSG00000111644,ACRBP,lysate_only
ENSG00000111796,KLRB1,lysate_only
ENSG00000111799,COL12A1,lysate_only
ENSG00000111886,GABRR2,lysate_only
ENSG00000112077,RHAG,lysate_only
ENSG00000112212,TSPO2,lysate_only
ENSG00000112559,MDFI,lysate_only
ENSG00000112852,PCDHB2,lysate_only
ENSG00000113248,PCDHB15,lysate_only
ENSG00000113492,AGXT2,lysate_only
ENSG00000113578,FGF1,lysate_only
ENSG00000113749,HRH2,lysate_only
ENSG00000113924,HGD,lysate_only
ENSG00000114013,CD86,lysate_only
ENSG00000114124,GRK7,lysate_only
ENSG00000114248,LRRC31,lysate_only
ENSG00000114349,GNAT1,lysate_only
ENSG00000114374,USP9Y,lysate_only
ENSG00000114786,ABHD14A-ACY1,lysate_only
ENSG00000115085,ZAP70,lysate_only
ENSG00000115155,OTOF,lysate_only
ENSG00000115474,KCNJ13,lysate_only
ENSG00000115523,GNLY,lysate_only
ENSG00000115556,PLCD4,lysate_only
ENSG00000115590,IL1R2,lysate_only
ENSG00000115596,WNT6,lysate_only
ENSG00000115607,IL18RAP,lysate_only
ENSG00000115657,ABCB6,lysate_only
ENSG00000115705,TPO,lysate_only
ENSG00000115718,PROC,lysate_only
ENSG00000116032,GRIN3B,lysate_only
ENSG00000116039,ATP6V1B1,lysate_only
ENSG00000116176,TPSG1,lysate_only
ENSG00000116194,ANGPTL1,lysate_only
ENSG00000116254,CHD5,lysate_only
ENSG00000116690,PRG4,lysate_only
ENSG00000116748,AMPD1,lysate_only
ENSG00000116783,TNNI3K,lysate_only
ENSG00000117009,KMO,lysate_only
ENSG00000117322,CR2,lysate_only
ENSG00000117472,TSPAN1,lysate_only
ENSG00000118094,TREH,lysate_only
ENSG00000118194,TNNT2,lysate_only
ENSG00000118432,CNR1,lysate_only
ENSG00000118473,SGIP1,lysate_only
ENSG00000118492,ADGB,lysate_only
ENSG00000118520,ARG1,lysate_only
ENSG00000118526,TCF21,lysate_only
ENSG00000118785,SPP1,lysate_only
ENSG00000119283,TRIM67,lysate_only
ENSG00000119535,CSF3R,lysate_only
ENSG00000119608,PROX2,lysate_only
ENSG00000119614,VSX2,lysate_only
ENSG00000119714,GPR68,lysate_only
ENSG00000120054,CPN1,lysate_only
ENSG00000120057,SFRP5,lysate_only
ENSG00000120210,INSL6,lysate_only
ENSG00000120211,INSL4,lysate_only
ENSG00000120322,PCDHB8,lysate_only
ENSG00000120327,PCDHB14,lysate_only
ENSG00000120328,PCDHB12,lysate_only
ENSG00000120329,SLC25A2,lysate_only
ENSG00000120332,TNN,lysate_only
ENSG00000120457,KCNJ5,lysate_only
ENSG00000120471,TP53AIP1,lysate_only
ENSG00000120500,ARR3,lysate_only
ENSG00000120949,TNFRSF8,lysate_only
ENSG00000121318,TAS2R10,lysate_only
ENSG00000121898,CPXM2,lysate_only
ENSG00000122122,SASH3,lysate_only
ENSG00000122224,LY9,lysate_only
ENSG00000122584,NXPH1,lysate_only
ENSG00000122711,SPINK4,lysate_only
ENSG00000122728,TAF1L,lysate_only
ENSG00000123329,ARHGAP9,lysate_only
ENSG00000123342,MMP19,lysate_only
ENSG00000123454,DBH,lysate_only
ENSG00000123500,COL10A1,lysate_only
ENSG00000123572,NRK,lysate_only
ENSG00000123610,TNFAIP6,lysate_only
ENSG00000123977,DAW1,lysate_only
ENSG00000124019,FAM124B,lysate_only
ENSG00000124103,FAM209A,lysate_only
ENSG00000124232,RBPJL,lysate_only
ENSG00000124334,IL9R,lysate_only
ENSG00000124440,HIF3A,lysate_only
ENSG00000124557,BTN1A1,lysate_only
ENSG00000124664,SPDEF,lysate_only
ENSG00000124713,GNMT,lysate_only
ENSG00000124721,DNAH8,lysate_only
ENSG00000124731,TREM1,lysate_only
ENSG00000124827,GCM2,lysate_only
ENSG00000124935,SCGB1D2,lysate_only
ENSG00000125046,SSUH2,lysate_only
ENSG00000125089,SH3TC1,lysate_only
ENSG00000125508,SRMS,lysate_only
ENSG00000125510,OPRL1,lysate_only
ENSG00000125522,NPBWR2,lysate_only
ENSG00000125531,FNDC11,lysate_only
ENSG00000125533,BHLHE23,lysate_only
ENSG00000125851,PCSK2,lysate_only
ENSG00000125869,LAMP5,lysate_only
ENSG00000125872,LRRN4,lysate_only
ENSG00000125965,GDF5,lysate_only
ENSG00000125966,MMP24,lysate_only
ENSG00000126266,FFAR1,lysate_only
ENSG00000126759,CFP,lysate_only
ENSG00000126860,EVI2A,lysate_only
ENSG00000126895,AVPR2,lysate_only
ENSG00000127129,EDN2,lysate_only
ENSG00000127249,ATP13A4,lysate_only
ENSG00000127324,TSPAN8,lysate_only
ENSG00000127362,TAS2R3,lysate_only
ENSG00000127588,GNG13,lysate_only
ENSG00000127743,IL17B,lysate_only
ENSG00000127831,VIL1,lysate_only
ENSG00000128271,ADORA2A,lysate_only
ENSG00000128310,GALR3,lysate_only
ENSG00000128322,IGLL1,lysate_only
ENSG00000128510,CPA4,lysate_only
ENSG00000128617,OPN1SW,lysate_only
ENSG00000129007,CALML4,lysate_only
ENSG00000129009,ISLR,lysate_only
ENSG00000129151,BBOX1,lysate_only
ENSG00000129167,TPH1,lysate_only
ENSG00000129538,RNASE1,lysate_only
ENSG00000129654,FOXJ1,lysate_only
ENSG00000130055,GDPD2,lysate_only
ENSG00000130182,ZSCAN10,lysate_only
ENSG00000130287,NCAN,lysate_only
ENSG00000130383,FUT5,lysate_only
ENSG00000130427,EPO,lysate_only
ENSG00000130487,KLHDC7B,lysate_only
ENSG00000130518,IQCN,lysate_only
ENSG00000130561,SAG,lysate_only
ENSG00000130595,TNNT3,lysate_only
ENSG00000130598,TNNI2,lysate_only
ENSG00000130957,FBP2,lysate_only
ENSG00000131142,CCL25,lysate_only
ENSG00000131386,GALNT15,lysate_only
ENSG00000131620,ANO1,lysate_only
ENSG00000131634,TMEM204,lysate_only
ENSG00000131721,RHOXF2,lysate_only
ENSG00000131737,KRT34,lysate_only
ENSG00000131771,PPP1R1B,lysate_only
ENSG00000132185,FCRLA,lysate_only
ENSG00000132207,SLX1A,lysate_only
ENSG00000132259,CNGA4,lysate_only
ENSG00000132681,ATP1A4,lysate_only
ENSG00000132698,RAB25,lysate_only
ENSG00000132855,ANGPTL3,lysate_only
ENSG00000132872,SYT4,lysate_only
ENSG00000133020,MYH8,lysate_only
ENSG00000133101,CCNA1,lysate_only
ENSG00000133105,RXFP2,lysate_only
ENSG00000133110,POSTN,lysate_only
ENSG00000133115,STOML3,lysate_only
ENSG00000133116,KL,lysate_only
ENSG00000133246,PRAM1,lysate_only
ENSG00000133256,PDE6B,lysate_only
ENSG00000133661,SFTPD,lysate_only
ENSG00000133665,DYDC2,lysate_only
ENSG00000134007,ADAM20,lysate_only
ENSG00000134193,REG4,lysate_only
ENSG00000134201,GSTM5,lysate_only
ENSG00000134258,VTCN1,lysate_only
ENSG00000134339,SAA2,lysate_only
ENSG00000134443,GRP,lysate_only
ENSG00000134516,DOCK2,lysate_only
ENSG00000134539,KLRD1,lysate_only
ENSG00000134757,DSG3,lysate_only
ENSG00000134802,SLC43A3,lysate_only
ENSG00000134830,C5AR2,lysate_only
ENSG00000135100,HNF1A,lysate_only
ENSG00000135114,OASL,lysate_only
ENSG00000135312,HTR1B,lysate_only
ENSG00000135437,RDH5,lysate_only
ENSG00000135472,FAIM2,lysate_only
ENSG00000135577,NMBR,lysate_only
ENSG00000135625,EGR4,lysate_only
ENSG00000135636,DYSF,lysate_only
ENSG00000135702,CHST5,lysate_only
ENSG00000135744,AGT,lysate_only
ENSG00000135835,KIAA1614,lysate_only
ENSG00000135902,CHRND,lysate_only
ENSG00000135905,DOCK10,lysate_only
ENSG00000135914,HTR2B,lysate_only
ENSG00000135960,EDAR,lysate_only
ENSG00000135973,GPR45,lysate_only
ENSG00000136286,MYO1G,lysate_only
ENSG00000136449,MYCBPAP,lysate_only
ENSG00000136457,CHAD,lysate_only
ENSG00000136535,TBR1,lysate_only
ENSG00000136573,BLK,lysate_only
ENSG00000136688,IL36G,lysate_only
ENSG00000136918,WDR38,lysate_only
ENSG00000136929,HEMGN,lysate_only
ENSG00000137033,IL33,lysate_only
ENSG00000137090,DMRT1,lysate_only
ENSG00000137261,KIAA0319,lysate_only
ENSG00000137270,GCM1,lysate_only
ENSG00000137441,FGFBP2,lysate_only
ENSG00000137462,TLR2,lysate_only
ENSG00000137473,TTC29,lysate_only
ENSG00000137491,SLCO2B1,lysate_only
ENSG00000137648,TMPRSS4,lysate_only
ENSG00000137673,MMP7,lysate_only
ENSG00000137699,TRIM29,lysate_only
ENSG00000137731,FXYD2,lysate_only
ENSG00000137745,MMP13,lysate_only
ENSG00000137801,THBS1,lysate_only
ENSG00000137877,SPTBN5,lysate_only
ENSG00000137965,IFI44,lysate_only
ENSG00000137976,DNASE2B,lysate_only
ENSG00000138028,CGREF1,lysate_only
ENSG00000138100,TRIM54,lysate_only
ENSG00000138308,PLA2G12B,lysate_only
ENSG00000138316,ADAMTS14,lysate_only
ENSG00000138356,AOX1,lysate_only
ENSG00000138395,CDK15,lysate_only
ENSG00000138615,CILP,lysate_only
ENSG00000138622,HCN4,lysate_only
ENSG00000138722,MMRN1,lysate_only
ENSG00000138798,EGF,lysate_only
ENSG00000138964,PARVG,lysate_only
ENSG00000139193,CD27,lysate_only
ENSG00000139278,GLIPR1,lysate_only
ENSG00000139304,PTPRQ,lysate_only
ENSG00000139352,ASCL1,lysate_only
ENSG00000139540,SLC39A5,lysate_only
ENSG00000139549,DHH,lysate_only
ENSG00000139767,SRRM4,lysate_only
ENSG00000139874,SSTR1,lysate_only
ENSG00000139985,ADAM21,lysate_only
ENSG00000139988,RDH12,lysate_only
ENSG00000140093,SERPINA10,lysate_only
ENSG00000140107,SLC25A47,lysate_only
ENSG00000140254,DUOXA1,lysate_only
ENSG00000140274,DUOXA2,lysate_only
ENSG00000140297,GCNT3,lysate_only
ENSG00000140403,DNAJA4,lysate_only
ENSG00000140459,CYP11A1,lysate_only
ENSG00000140519,RHCG,lysate_only
ENSG00000140538,NTRK3,lysate_only
ENSG00000140623,SEPTIN12,lysate_only
ENSG00000140675,SLC5A2,lysate_only
ENSG00000140749,IGSF6,lysate_only
ENSG00000140798,ABCC12,lysate_only
ENSG00000140839,CLEC18B,lysate_only
ENSG00000140932,CMTM2,lysate_only
ENSG00000140937,CDH11,lysate_only
ENSG00000141338,ABCA8,lysate_only
ENSG00000141527,CARD14,lysate_only
ENSG00000141579,ZNF750,lysate_only
ENSG00000142185,TRPM2,lysate_only
ENSG00000142233,NTN5,lysate_only
ENSG00000142513,ACP4,lysate_only
ENSG00000142583,SLC2A5,lysate_only
ENSG00000142606,MMEL1,lysate_only
ENSG00000142619,PADI3,lysate_only
ENSG00000142677,IL22RA1,lysate_only
ENSG00000142798,HSPG2,lysate_only
ENSG00000142910,TINAGL1,lysate_only
ENSG00000143194,MAEL,lysate_only
ENSG00000143365,RORC,lysate_only
ENSG00000143369,ECM1,lysate_only
ENSG00000143627,PKLR,lysate_only
ENSG00000143632,ACTA1,lysate_only
ENSG00000143768,LEFTY2,lysate_only
ENSG00000143851,PTPN7,lysate_only
ENSG00000144015,TRIM43,lysate_only
ENSG00000144045,DQX1,lysate_only
ENSG00000144057,ST6GAL2,lysate_only
ENSG00000144119,C1QL2,lysate_only
ENSG00000144130,NT5DC4,lysate_only
ENSG00000144290,SLC4A10,lysate_only
ENSG00000144481,TRPM8,lysate_only
ENSG00000144550,CPNE9,lysate_only
ENSG00000144671,SLC22A14,lysate_only
ENSG00000144821,MYH15,lysate_only
ENSG00000145040,UCN2,lysate_only
ENSG00000145247,OCIAD2,lysate_only
ENSG00000145384,FABP2,lysate_only
ENSG00000145536,ADAMTS16,lysate_only
ENSG00000145681,HAPLN1,lysate_only
ENSG00000145826,LECT2,lysate_only
ENSG00000145839,IL9,lysate_only
ENSG00000145864,GABRB2,lysate_only
ENSG00000145920,CPLX2,lysate_only
ENSG00000145975,FAM217A,lysate_only
ENSG00000146005,PSD2,lysate_only
ENSG00000146147,MLIP,lysate_only
ENSG00000146192,FGD2,lysate_only
ENSG00000146216,TTBK1,lysate_only
ENSG00000146221,TCTE1,lysate_only
ENSG00000146374,RSPO3,lysate_only
ENSG00000146904,EPHA1,lysate_only
ENSG00000146926,ASB10,lysate_only
ENSG00000146955,RAB19,lysate_only
ENSG00000147223,RIPPLY1,lysate_only
ENSG00000147256,ARHGAP36,lysate_only
ENSG00000147465,STAR,lysate_only
ENSG00000147573,TRIM55,lysate_only
ENSG00000148123,PLPPR1,lysate_only
ENSG00000148204,CRB2,lysate_only
ENSG00000148288,GBGT1,lysate_only
ENSG00000148357,HMCN2,lysate_only
ENSG00000149295,DRD2,lysate_only
ENSG00000149418,ST14,lysate_only
ENSG00000149506,ZP1,lysate_only
ENSG00000149527,PLCH2,lysate_only
ENSG00000149596,JPH2,lysate_only
ENSG00000149633,KIAA1755,lysate_only
ENSG00000150361,KLHL1,lysate_only
ENSG00000150594,ADRA2A,lysate_only
ENSG00000150656,CNDP1,lysate_only
ENSG00000151062,CACNA2D4,lysate_only
ENSG00000151224,MAT1A,lysate_only
ENSG00000151650,VENTX,lysate_only
ENSG00000151655,ITIH2,lysate_only
ENSG00000151704,KCNJ1,lysate_only
ENSG00000151962,RBM46,lysate_only
ENSG00000152086,TUBA3E,lysate_only
ENSG00000152292,SH2D6,lysate_only
ENSG00000152315,KCNK13,lysate_only
ENSG00000152430,BOLL,lysate_only
ENSG00000152580,IGSF10,lysate_only
ENSG00000152779,SLC16A12,lysate_only
ENSG00000152936,LMNTD1,lysate_only
ENSG00000153060,TEKT5,lysate_only
ENSG00000153253,SCN3A,lysate_only
ENSG00000153347,FAM81B,lysate_only
ENSG00000154165,GPR15,lysate_only
ENSG00000154252,GAL3ST2,lysate_only
ENSG00000154262,ABCA6,lysate_only
ENSG00000154415,PPP1R3A,lysate_only
ENSG00000154485,MMP21,lysate_only
ENSG00000154589,LY96,lysate_only
ENSG00000154646,TMPRSS15,lysate_only
ENSG00000154764,WNT7A,lysate_only
ENSG00000155269,GPR78,lysate_only
ENSG00000155495,MAGEC1,lysate_only
ENSG00000155749,FLACC1,lysate_only
ENSG00000155886,SLC24A2,lysate_only
ENSG00000155897,ADCY8,lysate_only
ENSG00000156009,MAGEA8,lysate_only
ENSG00000156097,GPR61,lysate_only
ENSG00000156194,PPEF2,lysate_only
ENSG00000156222,SLC28A1,lysate_only
ENSG00000156413,FUT6,lysate_only
ENSG00000156564,LRFN2,lysate_only
ENSG00000156959,LHFPL4,lysate_only
ENSG00000157017,GHRL,lysate_only
ENSG00000157119,KLHL40,lysate_only
ENSG00000157150,TIMP4,lysate_only
ENSG00000157322,CLEC18A,lysate_only
ENSG00000157335,CLEC18C,lysate_only
ENSG00000157551,KCNJ15,lysate_only
ENSG00000157554,ERG,lysate_only
ENSG00000157766,ACAN,lysate_only
ENSG00000157992,KRTCAP3,lysate_only
ENSG00000157999,ANKRD61,lysate_only
ENSG00000158014,SLC30A2,lysate_only
ENSG00000158220,ESYT3,lysate_only
ENSG00000158258,CLSTN2,lysate_only
ENSG00000158428,CATIP,lysate_only
ENSG00000158525,CPA5,lysate_only
ENSG00000158571,PFKFB1,lysate_only
ENSG00000158578,ALAS2,lysate_only
ENSG00000158683,PKD1L1,lysate_only
ENSG00000158815,FGF17,lysate_only
ENSG00000158869,FCER1G,lysate_only
ENSG00000159261,CLDN14,lysate_only
ENSG00000159289,GOLGA6A,lysate_only
ENSG00000159337,PLA2G4D,lysate_only
ENSG00000159339,PADI4,lysate_only
ENSG00000159374,M1AP,lysate_only
ENSG00000159496,RGL4,lysate_only
ENSG00000159618,ADGRG5,lysate_only
ENSG00000159625,DRC7,lysate_only
ENSG00000159650,UROC1,lysate_only
ENSG00000159723,AGRP,lysate_only
ENSG00000159899,NPR2,lysate_only
ENSG00000160593,JAML,lysate_only
ENSG00000160716,CHRNB2,lysate_only
ENSG00000160862,AZGP1,lysate_only
ENSG00000160868,CYP3A4,lysate_only
ENSG00000160870,CYP3A7,lysate_only
ENSG00000160883,HK3,lysate_only
ENSG00000160973,FOXH1,lysate_only
ENSG00000161270,NPHS1,lysate_only
ENSG00000161281,COX7A1,lysate_only
ENSG00000161544,CYGB,lysate_only
ENSG00000161609,KASH5,lysate_only
ENSG00000161649,CD300LG,lysate_only
ENSG00000161664,ASB16,lysate_only
ENSG00000161905,ALOX15,lysate_only
ENSG00000162009,SSTR5,lysate_only
ENSG00000162032,SPSB3,lysate_only
ENSG00000162188,GNG3,lysate_only
ENSG00000162267,ITIH3,lysate_only
ENSG00000162366,PDZK1IP1,lysate_only
ENSG00000162383,SLC1A7,lysate_only
ENSG00000162399,BSND,lysate_only
ENSG00000162461,SLC25A34,lysate_only
ENSG00000162494,LRRC38,lysate_only
ENSG00000162594,IL23R,lysate_only
ENSG00000162595,DIRAS3,lysate_only
ENSG00000162692,VCAM1,lysate_only
ENSG00000162723,SLAMF9,lysate_only
ENSG00000162881,OXER1,lysate_only
ENSG00000162949,CAPN13,lysate_only
ENSG00000162951,LRRTM1,lysate_only
ENSG00000162975,KCNF1,lysate_only
ENSG00000163154,TNFAIP8L2,lysate_only
ENSG00000163285,GABRG1,lysate_only
ENSG00000163286,ALPG,lysate_only
ENSG00000163288,GABRB1,lysate_only
ENSG00000163331,DAPL1,lysate_only
ENSG00000163354,DCST2,lysate_only
ENSG00000163359,COL6A3,lysate_only
ENSG00000163395,IGFN1,lysate_only
ENSG00000163435,ELF3,lysate_only
ENSG00000163440,PDCL2,lysate_only
ENSG00000163501,IHH,lysate_only
ENSG00000163565,IFI16,lysate_only
ENSG00000163645,ERICH6,lysate_only
ENSG00000163793,DNAJC5G,lysate_only
ENSG00000163803,PLB1,lysate_only
ENSG00000163815,CLEC3B,lysate_only
ENSG00000163817,SLC6A20,lysate_only
ENSG00000163873,GRIK3,lysate_only
ENSG00000163885,CFAP100,lysate_only
ENSG00000163982,OTOP1,lysate_only
ENSG00000164106,SCRG1,lysate_only
ENSG00000164197,RNF180,lysate_only
ENSG00000164265,SCGB3A2,lysate_only
ENSG00000164266,SPINK1,lysate_only
ENSG00000164342,TLR3,lysate_only
ENSG00000164484,TMEM200A,lysate_only
ENSG00000164509,IL31RA,lysate_only
ENSG00000164530,PI16,lysate_only
ENSG00000164591,MYOZ3,lysate_only
ENSG00000164691,TAGAP,lysate_only
ENSG00000164694,FNDC1,lysate_only
ENSG00000164776,PHKG1,lysate_only
ENSG00000164932,CTHRC1,lysate_only
ENSG00000164933,SLC25A32,lysate_only
ENSG00000165125,TRPV6,lysate_only
ENSG00000165131,LLCFC1,lysate_only
ENSG00000165215,CLDN3,lysate_only
ENSG00000165325,DEUP1,lysate_only
ENSG00000165376,CLDN2,lysate_only
ENSG00000165457,FOLR2,lysate_only
ENSG00000165794,SLC39A2,lysate_only
ENSG00000165828,PRAP1,lysate_only
ENSG00000165837,ERICH6B,lysate_only
ENSG00000165887,ANKRD2,lysate_only
ENSG00000165917,RAPSN,lysate_only
ENSG00000165985,C1QL3,lysate_only
ENSG00000166091,CMTM5,lysate_only
