ENSG_id,Gene_Name,Category
ENSG00000133026,MYH10,shared
ENSG00000133027,PEMT,shared
ENSG00000133028,SCO1,shared
ENSG00000133030,MPRIP,shared
ENSG00000133056,PIK3C2B,shared
ENSG00000133059,DSTYK,shared
ENSG00000133065,SLC41A1,shared
ENSG00000133067,LGR6,shared
ENSG00000133069,TMCC2,shared
ENSG00000133083,DCLK1,shared
ENSG00000133103,COG6,shared
ENSG00000133104,SPART,shared
ENSG00000133106,EPSTI1,shared
ENSG00000133107,TRPC4,shared
ENSG00000133111,RFXAP,shared
ENSG00000133112,TPT1,shared
ENSG00000133114,GPALPP1,shared
ENSG00000133119,RFC3,shared
ENSG00000133121,STARD13,shared
ENSG00000133124,IRS4,shared
ENSG00000133131,MORC4,shared
ENSG00000133134,BEX2,shared
ENSG00000133135,RNF128,shared
ENSG00000133136,GNG5P2,shared
ENSG00000133138,TBC1D8B,shared
ENSG00000133142,TCEAL4,shared
ENSG00000133169,BEX1,shared
ENSG00000133193,FAM104A,shared
ENSG00000133195,SLC39A11,shared
ENSG00000133216,EPHB2,shared
ENSG00000133226,SRRM1,shared
ENSG00000133243,BTBD2,shared
ENSG00000133247,KMT5C,shared
ENSG00000133250,ZNF414,shared
ENSG00000133265,HSPBP1,shared
ENSG00000133275,CSNK1G2,shared
ENSG00000133302,SLF1,shared
ENSG00000133313,CNDP2,shared
ENSG00000133315,MACROD1,shared
ENSG00000133316,WDR74,shared
ENSG00000133318,RTN3,shared
ENSG00000133392,MYH11,shared
ENSG00000133393,CEP20,shared
ENSG00000133398,MED10,shared
ENSG00000133401,PDZD2,shared
ENSG00000133422,MORC2,shared
ENSG00000133424,LARGE1,shared
ENSG00000133460,SLC2A11,shared
ENSG00000133466,C1QTNF6,shared
ENSG00000133597,ADCK2,shared
ENSG00000133606,MKRN1,shared
ENSG00000133612,AGAP3,shared
ENSG00000133619,KRBA1,shared
ENSG00000133627,ACTR3B,shared
ENSG00000133636,NTS,shared
ENSG00000133639,BTG1,shared
ENSG00000133640,LRRIQ1,shared
ENSG00000133641,C12orf29,shared
ENSG00000133657,ATP13A3,shared
ENSG00000133678,TMEM254,shared
ENSG00000133687,TMTC1,shared
ENSG00000133703,KRAS,shared
ENSG00000133704,IPO8,shared
ENSG00000133706,LARS1,shared
ENSG00000133710,SPINK5,shared
ENSG00000133731,IMPA1,shared
ENSG00000133739,LRRCC1,shared
ENSG00000133740,E2F5,shared
ENSG00000133773,CCDC59,shared
ENSG00000133789,SWAP70,shared
ENSG00000133794,ARNTL,shared
ENSG00000133805,AMPD3,shared
ENSG00000133812,SBF2,shared
ENSG00000133816,MICAL2,shared
ENSG00000133818,RRAS2,shared
ENSG00000133835,HSD17B4,shared
ENSG00000133858,ZFC3H1,shared
ENSG00000133863,TEX15,shared
ENSG00000133872,SARAF,shared
ENSG00000133874,RNF122,shared
ENSG00000133878,DUSP26,shared
ENSG00000133884,DPF2,shared
ENSG00000133895,MEN1,shared
ENSG00000133935,ERG28,shared
ENSG00000133937,GSC,shared
ENSG00000133943,DGLUCY,shared
ENSG00000133958,UNC79,shared
ENSG00000133961,NUMB,shared
ENSG00000133962,CATSPERB,shared
ENSG00000133980,VRTN,shared
ENSG00000133983,COX16,shared
ENSG00000133985,TTC9,shared
ENSG00000133997,MED6,shared
ENSG00000134001,EIF2S1,shared
ENSG00000134013,LOXL2,shared
ENSG00000134014,ELP3,shared
ENSG00000134030,CTIF,shared
ENSG00000134042,MRO,shared
ENSG00000134046,MBD2,shared
ENSG00000134049,IER3IP1,shared
ENSG00000134056,MRPS36,shared
ENSG00000134057,CCNB1,shared
ENSG00000134058,CDK7,shared
ENSG00000134070,IRAK2,shared
ENSG00000134072,CAMK1,shared
ENSG00000134077,THUMPD3,shared
ENSG00000134086,VHL,shared
ENSG00000134107,BHLHE40,shared
ENSG00000134108,ARL8B,shared
ENSG00000134109,EDEM1,shared
ENSG00000134138,MEIS2,shared
ENSG00000134146,DPH6,shared
ENSG00000134152,KATNBL1,shared
ENSG00000134153,EMC7,shared
ENSG00000134183,GNAT2,shared
ENSG00000134184,GSTM1,shared
ENSG00000134186,PRPF38B,shared
ENSG00000134198,TSPAN2,shared
ENSG00000134202,GSTM3,shared
ENSG00000134207,SYT6,shared
ENSG00000134215,VAV3,shared
ENSG00000134222,PSRC1,shared
ENSG00000134242,PTPN22,shared
ENSG00000134243,SORT1,shared
ENSG00000134245,WNT2B,shared
ENSG00000134247,PTGFRN,shared
ENSG00000134248,LAMTOR5,shared
ENSG00000134250,NOTCH2,shared
ENSG00000134253,TRIM45,shared
ENSG00000134255,CEPT1,shared
ENSG00000134256,CD101,shared
ENSG00000134259,NGF,shared
ENSG00000134262,AP4B1,shared
ENSG00000134265,NAPG,shared
ENSG00000134278,SPIRE1,shared
ENSG00000134283,PPHLN1,shared
ENSG00000134285,FKBP11,shared
ENSG00000134287,ARF3,shared
ENSG00000134291,TMEM106C,shared
ENSG00000134294,SLC38A2,shared
ENSG00000134308,YWHAQ,shared
ENSG00000134313,KIDINS220,shared
ENSG00000134317,GRHL1,shared
ENSG00000134318,ROCK2,shared
ENSG00000134323,MYCN,shared
ENSG00000134324,LPIN1,shared
ENSG00000134326,CMPK2,shared
ENSG00000134330,IAH1,shared
ENSG00000134333,LDHA,shared
ENSG00000134352,IL6ST,shared
ENSG00000134363,FST,shared
ENSG00000134365,CFHR4,shared
ENSG00000134369,NAV1,shared
ENSG00000134371,CDC73,shared
ENSG00000134375,TIMM17A,shared
ENSG00000134376,CRB1,shared
ENSG00000134398,ERN2,shared
ENSG00000134419,RPS15A,shared
ENSG00000134438,RAX,shared
ENSG00000134440,NARS1,shared
ENSG00000134444,RELCH,shared
ENSG00000134452,FBH1,shared
ENSG00000134453,RBM17,shared
ENSG00000134461,ANKRD16,shared
ENSG00000134470,IL15RA,shared
ENSG00000134480,CCNH,shared
ENSG00000134489,HRH4,shared
ENSG00000134490,TMEM241,shared
ENSG00000134504,KCTD1,shared
ENSG00000134508,CABLES1,shared
ENSG00000134531,EMP1,shared
ENSG00000134532,SOX5,shared
ENSG00000134533,RERG,shared
ENSG00000134538,SLCO1B1,shared
ENSG00000134545,KLRC1,shared
ENSG00000134548,SPX,shared
ENSG00000134551,PRH2,shared
ENSG00000134569,LRP4,shared
ENSG00000134574,DDB2,shared
ENSG00000134575,ACP2,shared
ENSG00000134590,RTL8C,shared
ENSG00000134594,RAB33A,shared
ENSG00000134595,SOX3,shared
ENSG00000134597,RBMX2,shared
ENSG00000134602,STK26,shared
ENSG00000134627,PIWIL4,shared
ENSG00000134644,PUM1,shared
ENSG00000134668,SPOCD1,shared
ENSG00000134684,YARS1,shared
ENSG00000134686,PHC2,shared
ENSG00000134690,CDCA8,shared
ENSG00000134697,GNL2,shared
ENSG00000134698,AGO4,shared
ENSG00000134709,HOOK1,shared
ENSG00000134716,CYP2J2,shared
ENSG00000134717,BTF3L4,shared
ENSG00000134744,TUT4,shared
ENSG00000134748,PRPF38A,shared
ENSG00000134755,DSC2,shared
ENSG00000134758,RNF138,shared
ENSG00000134759,ELP2,shared
ENSG00000134760,DSG1,shared
ENSG00000134762,DSC3,shared
ENSG00000134765,DSC1,shared
ENSG00000134769,DTNA,shared
ENSG00000134775,FHOD3,shared
ENSG00000134779,TPGS2,shared
ENSG00000134780,DAGLA,shared
ENSG00000134809,TIMM10,shared
ENSG00000134815,DHX34,shared
ENSG00000134824,FADS2,shared
ENSG00000134825,TMEM258,shared
ENSG00000134851,TMEM165,shared
ENSG00000134852,CLOCK,shared
ENSG00000134853,PDGFRA,shared
ENSG00000134864,GGACT,shared
ENSG00000134871,COL4A2,shared
ENSG00000134873,CLDN10,shared
ENSG00000134874,DZIP1,shared
ENSG00000134882,UBAC2,shared
ENSG00000134884,ARGLU1,shared
ENSG00000134897,BIVM,shared
ENSG00000134899,ERCC5,shared
ENSG00000134900,TPP2,shared
ENSG00000134901,POGLUT2,shared
ENSG00000134905,CARS2,shared
ENSG00000134909,ARHGAP32,shared
ENSG00000134910,STT3A,shared
ENSG00000134917,ADAMTS8,shared
ENSG00000134940,ACRV1,shared
ENSG00000134954,ETS1,shared
ENSG00000134955,SLC37A2,shared
ENSG00000134962,KLB,shared
ENSG00000134970,TMED7,shared
ENSG00000134982,APC,shared
ENSG00000134986,NREP,shared
ENSG00000134987,WDR36,shared
ENSG00000134996,OSTF1,shared
ENSG00000135002,RFK,shared
ENSG00000135018,UBQLN1,shared
ENSG00000135040,NAA35,shared
ENSG00000135045,C9orf40,shared
ENSG00000135046,ANXA1,shared
ENSG00000135047,CTSL,shared
ENSG00000135048,CEMIP2,shared
ENSG00000135049,AGTPBP1,shared
ENSG00000135052,GOLM1,shared
ENSG00000135063,FAM189A2,shared
ENSG00000135069,PSAT1,shared
ENSG00000135070,ISCA1,shared
ENSG00000135074,ADAM19,shared
ENSG00000135077,HAVCR2,shared
ENSG00000135083,CCNJL,shared
ENSG00000135090,TAOK3,shared
ENSG00000135093,USP30,shared
ENSG00000135094,SDS,shared
ENSG00000135097,MSI1,shared
ENSG00000135108,FBXO21,shared
ENSG00000135111,TBX3,shared
ENSG00000135116,HRK,shared
ENSG00000135119,RNFT2,shared
ENSG00000135124,P2RX4,shared
ENSG00000135127,BICDL1,shared
ENSG00000135144,DTX1,shared
ENSG00000135148,TRAFD1,shared
ENSG00000135164,DMTF1,shared
ENSG00000135185,TMEM243,shared
ENSG00000135205,CCDC146,shared
ENSG00000135211,TMEM60,shared
ENSG00000135218,CD36,shared
ENSG00000135241,PNPLA8,shared
ENSG00000135245,HILPDA,shared
ENSG00000135249,RINT1,shared
ENSG00000135250,SRPK2,shared
ENSG00000135253,KCP,shared
ENSG00000135269,TES,shared
ENSG00000135272,MDFIC,shared
ENSG00000135297,MTO1,shared
ENSG00000135298,ADGRB3,shared
ENSG00000135299,ANKRD6,shared
ENSG00000135314,KHDC1,shared
ENSG00000135315,CEP162,shared
ENSG00000135316,SYNCRIP,shared
ENSG00000135317,SNX14,shared
ENSG00000135318,NT5E,shared
ENSG00000135324,MRAP2,shared
ENSG00000135333,EPHA7,shared
ENSG00000135334,AKIRIN2,shared
ENSG00000135336,ORC3,shared
ENSG00000135338,LCA5,shared
ENSG00000135341,MAP3K7,shared
ENSG00000135346,CGA,shared
ENSG00000135362,PRR5L,shared
ENSG00000135363,LMO2,shared
ENSG00000135365,PHF21A,shared
ENSG00000135372,NAT10,shared
ENSG00000135378,PRRG4,shared
ENSG00000135387,CAPRIN1,shared
ENSG00000135390,ATP5MC2,shared
ENSG00000135392,DNAJC14,shared
ENSG00000135404,CD63,shared
ENSG00000135406,PRPH,shared
ENSG00000135407,AVIL,shared
ENSG00000135409,AMHR2,shared
ENSG00000135414,GDF11,shared
ENSG00000135423,GLS2,shared
ENSG00000135424,ITGA7,shared
ENSG00000135436,FAM186B,shared
ENSG00000135439,AGAP2,shared
ENSG00000135441,BLOC1S1,shared
ENSG00000135446,CDK4,shared
ENSG00000135447,PPP1R1A,shared
ENSG00000135451,TROAP,shared
ENSG00000135452,TSPAN31,shared
ENSG00000135454,B4GALNT1,shared
ENSG00000135457,TFCP2,shared
ENSG00000135469,COQ10A,shared
ENSG00000135473,PAN2,shared
ENSG00000135476,ESPL1,shared
ENSG00000135482,ZC3H10,shared
ENSG00000135486,HNRNPA1,shared
ENSG00000135503,ACVR1B,shared
ENSG00000135506,OS9,shared
ENSG00000135519,KCNH3,shared
ENSG00000135521,LTV1,shared
ENSG00000135525,MAP7,shared
ENSG00000135535,CD164,shared
ENSG00000135537,AFG1L,shared
ENSG00000135540,NHSL1,shared
ENSG00000135541,AHI1,shared
ENSG00000135547,HEY2,shared
ENSG00000135549,PKIB,shared
ENSG00000135587,SMPD2,shared
ENSG00000135596,MICAL1,shared
ENSG00000135597,REPS1,shared
ENSG00000135604,STX11,shared
ENSG00000135605,TEC,shared
ENSG00000135617,PRADC1,shared
ENSG00000135622,SEMA4F,shared
ENSG00000135624,CCT7,shared
ENSG00000135631,RAB11FIP5,shared
ENSG00000135632,SMYD5,shared
ENSG00000135637,CCDC142,shared
ENSG00000135638,EMX1,shared
ENSG00000135643,KCNMB4,shared
ENSG00000135655,USP15,shared
ENSG00000135677,GNS,shared
ENSG00000135678,CPM,shared
ENSG00000135679,MDM2,shared
ENSG00000135686,KLHL36,shared
ENSG00000135697,BCO1,shared
ENSG00000135698,MPHOSPH6,shared
ENSG00000135709,KIAA0513,shared
ENSG00000135720,DYNC1LI2,shared
ENSG00000135722,FBXL8,shared
ENSG00000135723,FHOD1,shared
ENSG00000135736,CCDC102A,shared
ENSG00000135740,SLC9A5,shared
ENSG00000135747,ZNF670-ZNF695,shared
ENSG00000135749,PCNX2,shared
ENSG00000135750,KCNK1,shared
ENSG00000135763,URB2,shared
ENSG00000135766,EGLN1,shared
ENSG00000135773,CAPN9,shared
ENSG00000135775,COG2,shared
ENSG00000135776,ABCB10,shared
ENSG00000135778,NTPCR,shared
ENSG00000135801,TAF5L,shared
ENSG00000135821,GLUL,shared
ENSG00000135823,STX6,shared
ENSG00000135828,RNASEL,shared
ENSG00000135829,DHX9,shared
ENSG00000135837,CEP350,shared
ENSG00000135838,NPL,shared
ENSG00000135842,NIBAN1,shared
ENSG00000135845,PIGC,shared
ENSG00000135862,LAMC1,shared
ENSG00000135870,RC3H1,shared
ENSG00000135899,SP110,shared
ENSG00000135900,MRPL44,shared
ENSG00000135903,PAX3,shared
ENSG00000135912,TTLL4,shared
ENSG00000135913,USP37,shared
ENSG00000135916,ITM2C,shared
ENSG00000135917,SLC19A3,shared
ENSG00000135919,SERPINE2,shared
ENSG00000135924,DNAJB2,shared
ENSG00000135925,WNT10A,shared
ENSG00000135926,TMBIM1,shared
ENSG00000135929,CYP27A1,shared
ENSG00000135930,EIF4E2,shared
ENSG00000135931,ARMC9,shared
ENSG00000135932,CAB39,shared
ENSG00000135940,COX5B,shared
ENSG00000135945,REV1,shared
ENSG00000135951,TSGA10,shared
ENSG00000135953,MFSD9,shared
ENSG00000135956,TMEM127,shared
ENSG00000135966,TGFBRAP1,shared
ENSG00000135968,GCC2,shared
ENSG00000135972,MRPS9,shared
ENSG00000135974,C2orf49,shared
ENSG00000135976,ANKRD36,shared
ENSG00000135999,EPC2,shared
ENSG00000136002,ARHGEF4,shared
ENSG00000136003,ISCU,shared
ENSG00000136010,ALDH1L2,shared
ENSG00000136011,STAB2,shared
ENSG00000136014,USP44,shared
ENSG00000136021,SCYL2,shared
ENSG00000136026,CKAP4,shared
ENSG00000136040,PLXNC1,shared
ENSG00000136044,APPL2,shared
ENSG00000136045,PWP1,shared
ENSG00000136048,DRAM1,shared
ENSG00000136051,WASHC4,shared
ENSG00000136052,SLC41A2,shared
ENSG00000136059,VILL,shared
ENSG00000136068,FLNB,shared
ENSG00000136098,NEK3,shared
ENSG00000136099,PCDH8,shared
ENSG00000136100,VPS36,shared
ENSG00000136104,RNASEH2B,shared
ENSG00000136108,CKAP2,shared
ENSG00000136111,TBC1D4,shared
ENSG00000136114,THSD1,shared
ENSG00000136122,BORA,shared
ENSG00000136141,LRCH1,shared
ENSG00000136143,SUCLA2,shared
ENSG00000136144,RCBTB1,shared
ENSG00000136146,MED4,shared
ENSG00000136147,PHF11,shared
ENSG00000136152,COG3,shared
ENSG00000136153,LMO7,shared
ENSG00000136156,ITM2B,shared
ENSG00000136158,SPRY2,shared
ENSG00000136159,NUDT15,shared
ENSG00000136160,EDNRB,shared
ENSG00000136161,RCBTB2,shared
ENSG00000136167,LCP1,shared
ENSG00000136169,SETDB2,shared
ENSG00000136193,SCRN1,shared
ENSG00000136197,C7orf25,shared
ENSG00000136205,TNS3,shared
ENSG00000136206,SPDYE1,shared
ENSG00000136213,CHST12,shared
ENSG00000136231,IGF2BP3,shared
ENSG00000136235,GPNMB,shared
ENSG00000136237,RAPGEF5,shared
ENSG00000136238,RAC1,shared
ENSG00000136240,KDELR2,shared
ENSG00000136243,NUP42,shared
ENSG00000136247,ZDHHC4,shared
ENSG00000136250,AOAH,shared
ENSG00000136261,BZW2,shared
ENSG00000136270,TBRG4,shared
ENSG00000136271,DDX56,shared
ENSG00000136273,HUS1,shared
ENSG00000136274,NACAD,shared
ENSG00000136279,DBNL,shared
ENSG00000136280,CCM2,shared
ENSG00000136295,TTYH3,shared
ENSG00000136297,MMD2,shared
ENSG00000136319,TTC5,shared
ENSG00000136327,NKX2-8,shared
ENSG00000136352,NKX2-1,shared
ENSG00000136367,ZFHX2,shared
ENSG00000136371,MTHFS,shared
ENSG00000136378,ADAMTS7,shared
ENSG00000136379,ABHD17C,shared
ENSG00000136381,IREB2,shared
ENSG00000136383,ALPK3,shared
ENSG00000136404,TM6SF1,shared
ENSG00000136425,CIB2,shared
ENSG00000136436,CALCOCO2,shared
ENSG00000136444,RSAD1,shared
ENSG00000136448,NMT1,shared
ENSG00000136450,SRSF1,shared
ENSG00000136451,VEZF1,shared
ENSG00000136463,TACO1,shared
ENSG00000136478,TEX2,shared
ENSG00000136485,DCAF7,shared
ENSG00000136487,GH2,shared
ENSG00000136490,LIMD2,shared
ENSG00000136492,BRIP1,shared
ENSG00000136504,KAT7,shared
ENSG00000136518,ACTL6A,shared
ENSG00000136521,NDUFB5,shared
ENSG00000136522,MRPL47,shared
ENSG00000136527,TRA2B,shared
ENSG00000136531,SCN2A,shared
ENSG00000136536,MARCHF7,shared
ENSG00000136542,GALNT5,shared
ENSG00000136560,TANK,shared
ENSG00000136574,GATA4,shared
ENSG00000136603,SKIL,shared
ENSG00000136628,EPRS1,shared
ENSG00000136630,HLX,shared
ENSG00000136631,VPS45,shared
ENSG00000136636,KCTD3,shared
ENSG00000136643,RPS6KC1,shared
ENSG00000136682,CBWD2,shared
ENSG00000136699,SMPD4,shared
ENSG00000136709,WDR33,shared
ENSG00000136710,CCDC115,shared
ENSG00000136715,SAP130,shared
ENSG00000136717,BIN1,shared
ENSG00000136718,IMP4,shared
ENSG00000136720,HS6ST1,shared
ENSG00000136731,UGGT1,shared
ENSG00000136732,GYPC,shared
ENSG00000136738,STAM,shared
ENSG00000136750,GAD2,shared
ENSG00000136754,ABI1,shared
ENSG00000136758,YME1L1,shared
ENSG00000136770,DNAJC1,shared
ENSG00000136783,NIPSNAP3A,shared
ENSG00000136802,LRRC8A,shared
ENSG00000136807,CDK9,shared
ENSG00000136810,TXN,shared
ENSG00000136811,ODF2,shared
ENSG00000136813,ECPAS,shared
ENSG00000136816,TOR1B,shared
ENSG00000136819,C9orf78,shared
ENSG00000136824,SMC2,shared
ENSG00000136826,KLF4,shared
ENSG00000136827,TOR1A,shared
ENSG00000136828,RALGPS1,shared
ENSG00000136830,NIBAN2,shared
ENSG00000136840,ST6GALNAC4,shared
ENSG00000136842,TMOD1,shared
ENSG00000136848,DAB2IP,shared
ENSG00000136854,STXBP1,shared
ENSG00000136856,SLC2A8,shared
ENSG00000136859,ANGPTL2,shared
ENSG00000136861,CDK5RAP2,shared
ENSG00000136866,ZFP37,shared
ENSG00000136867,SLC31A2,shared
ENSG00000136868,SLC31A1,shared
ENSG00000136870,ZNF189,shared
ENSG00000136872,ALDOB,shared
ENSG00000136874,STX17,shared
ENSG00000136875,PRPF4,shared
ENSG00000136877,FPGS,shared
ENSG00000136878,USP20,shared
ENSG00000136881,BAAT,shared
ENSG00000136883,KIF12,shared
ENSG00000136888,ATP6V1G1,shared
ENSG00000136891,TEX10,shared
ENSG00000136895,GARNL3,shared
ENSG00000136897,MRPL50,shared
ENSG00000136908,DPM2,shared
ENSG00000136925,TSTD2,shared
ENSG00000136928,GABBR2,shared
ENSG00000136930,PSMB7,shared
ENSG00000136931,NR5A1,shared
ENSG00000136932,TRMO,shared
ENSG00000136933,RABEPK,shared
ENSG00000136935,GOLGA1,shared
ENSG00000136936,XPA,shared
ENSG00000136937,NCBP1,shared
ENSG00000136938,ANP32B,shared
ENSG00000136940,PDCL,shared
ENSG00000136942,RPL35,shared
ENSG00000136943,CTSV,shared
ENSG00000136944,LMX1B,shared
ENSG00000136950,ARPC5L,shared
ENSG00000136960,ENPP2,shared
ENSG00000136982,DSCC1,shared
ENSG00000136986,DERL1,shared
ENSG00000136997,MYC,shared
ENSG00000136999,CCN3,shared
ENSG00000137038,DMAC1,shared
ENSG00000137040,RANBP6,shared
ENSG00000137054,POLR1E,shared
ENSG00000137055,PLAA,shared
ENSG00000137070,IL11RA,shared
ENSG00000137073,UBAP2,shared
ENSG00000137074,APTX,shared
ENSG00000137075,RNF38,shared
ENSG00000137076,TLN1,shared
ENSG00000137094,DNAJB5,shared
ENSG00000137098,SPAG8,shared
ENSG00000137100,DCTN3,shared
ENSG00000137101,CD72,shared
ENSG00000137103,TMEM8B,shared
ENSG00000137106,GRHPR,shared
ENSG00000137124,ALDH1B1,shared
ENSG00000137133,HINT2,shared
ENSG00000137135,ARHGEF39,shared
ENSG00000137142,IGFBPL1,shared
ENSG00000137145,DENND4C,shared
ENSG00000137154,RPS6,shared
ENSG00000137161,CNPY3,shared
ENSG00000137166,FOXP4,shared
ENSG00000137168,PPIL1,shared
ENSG00000137171,KLC4,shared
ENSG00000137177,KIF13A,shared
ENSG00000137185,ZSCAN9,shared
ENSG00000137193,PIM1,shared
ENSG00000137198,GMPR,shared
ENSG00000137200,CMTR1,shared
ENSG00000137203,TFAP2A,shared
ENSG00000137207,YIPF3,shared
ENSG00000137210,TMEM14B,shared
ENSG00000137216,TMEM63B,shared
ENSG00000137218,FRS3,shared
ENSG00000137221,TJAP1,shared
ENSG00000137252,HCRTR2,shared
ENSG00000137265,IRF4,shared
ENSG00000137266,SLC22A23,shared
ENSG00000137267,TUBB2A,shared
ENSG00000137269,LRRC1,shared
ENSG00000137273,FOXF2,shared
ENSG00000137274,BPHL,shared
ENSG00000137275,RIPK1,shared
ENSG00000137285,TUBB2B,shared
ENSG00000137288,UQCC2,shared
ENSG00000137309,HMGA1,shared
ENSG00000137310,TCF19,shared
ENSG00000137312,FLOT1,shared
ENSG00000137331,IER3,shared
ENSG00000137337,MDC1,shared
ENSG00000137338,PGBD1,shared
ENSG00000137343,ATAT1,shared
ENSG00000137364,TPMT,shared
ENSG00000137393,RNF144B,shared
ENSG00000137404,NRM,shared
ENSG00000137409,MTCH1,shared
ENSG00000137411,VARS2,shared
ENSG00000137413,TAF8,shared
ENSG00000137414,FAM8A1,shared
ENSG00000137434,C6orf52,shared
ENSG00000137440,FGFBP1,shared
ENSG00000137449,CPEB2,shared
ENSG00000137460,FHDC1,shared
ENSG00000137463,MGARP,shared
ENSG00000137474,MYO7A,shared
ENSG00000137478,FCHSD2,shared
ENSG00000137486,ARRB1,shared
ENSG00000137492,THAP12,shared
ENSG00000137494,ANKRD42,shared
ENSG00000137496,IL18BP,shared
ENSG00000137497,NUMA1,shared
ENSG00000137500,CCDC90B,shared
ENSG00000137501,SYTL2,shared
ENSG00000137502,RAB30,shared
ENSG00000137504,CREBZF,shared
ENSG00000137507,LRRC32,shared
ENSG00000137509,PRCP,shared
ENSG00000137513,NARS2,shared
ENSG00000137522,RNF121,shared
ENSG00000137547,MRPL15,shared
ENSG00000137558,PI15,shared
ENSG00000137561,TTPA,shared
ENSG00000137563,GGH,shared
ENSG00000137571,SLCO5A1,shared
ENSG00000137573,SULF1,shared
ENSG00000137574,TGS1,shared
ENSG00000137575,SDCBP,shared
ENSG00000137601,NEK1,shared
ENSG00000137628,DDX60,shared
ENSG00000137642,SORL1,shared
ENSG00000137656,BUD13,shared
ENSG00000137691,CFAP300,shared
ENSG00000137692,DCUN1D5,shared
ENSG00000137693,YAP1,shared
ENSG00000137700,SLC37A4,shared
ENSG00000137709,POU2F3,shared
ENSG00000137710,RDX,shared
ENSG00000137713,PPP2R1B,shared
ENSG00000137714,FDX1,shared
ENSG00000137720,C11orf1,shared
ENSG00000137726,FXYD6,shared
ENSG00000137727,ARHGAP20,shared
ENSG00000137747,TMPRSS13,shared
ENSG00000137760,ALKBH8,shared
ENSG00000137764,MAP2K5,shared
ENSG00000137767,SQOR,shared
ENSG00000137770,CTDSPL2,shared
ENSG00000137776,SLTM,shared
ENSG00000137802,MAPKBP1,shared
ENSG00000137804,NUSAP1,shared
ENSG00000137806,NDUFAF1,shared
ENSG00000137807,KIF23,shared
ENSG00000137809,ITGA11,shared
ENSG00000137812,KNL1,shared
ENSG00000137814,HAUS2,shared
ENSG00000137815,RTF1,shared
ENSG00000137817,PARP6,shared
ENSG00000137818,RPLP1,shared
ENSG00000137819,PAQR5,shared
ENSG00000137821,LRRC49,shared
ENSG00000137822,TUBGCP4,shared
ENSG00000137824,RMDN3,shared
ENSG00000137825,ITPKA,shared
ENSG00000137831,UACA,shared
ENSG00000137834,SMAD6,shared
ENSG00000137841,PLCB2,shared
ENSG00000137842,TMEM62,shared
ENSG00000137843,PAK6,shared
ENSG00000137845,ADAM10,shared
ENSG00000137857,DUOX1,shared
ENSG00000137868,STRA6,shared
ENSG00000137869,CYP19A1,shared
ENSG00000137871,ZNF280D,shared
ENSG00000137872,SEMA6D,shared
ENSG00000137876,RSL24D1,shared
ENSG00000137878,GCOM1,shared
ENSG00000137880,GCHFR,shared
ENSG00000137936,BCAR3,shared
ENSG00000137941,TTLL7,shared
ENSG00000137942,FNBP1L,shared
ENSG00000137944,KYAT3,shared
ENSG00000137947,GTF2B,shared
ENSG00000137955,RABGGTB,shared
ENSG00000137959,IFI44L,shared
ENSG00000137960,GIPC2,shared
ENSG00000137962,ARHGAP29,shared
ENSG00000137968,SLC44A5,shared
ENSG00000137975,CLCA2,shared
ENSG00000137992,DBT,shared
ENSG00000137996,RTCA,shared
ENSG00000138002,IFT172,shared
ENSG00000138018,SELENOI,shared
ENSG00000138029,HADHB,shared
ENSG00000138030,KHK,shared
ENSG00000138031,ADCY3,shared
ENSG00000138032,PPM1B,shared
ENSG00000138035,PNPT1,shared
ENSG00000138036,DYNC2LI1,shared
ENSG00000138050,THUMPD2,shared
ENSG00000138061,CYP1B1,shared
ENSG00000138069,RAB1A,shared
ENSG00000138071,ACTR2,shared
ENSG00000138073,PREB,shared
ENSG00000138074,SLC5A6,shared
ENSG00000138075,ABCG5,shared
ENSG00000138078,PREPL,shared
ENSG00000138080,EMILIN1,shared
ENSG00000138081,FBXO11,shared
ENSG00000138083,SIX3,shared
ENSG00000138085,ATRAID,shared
ENSG00000138092,CENPO,shared
ENSG00000138095,LRPPRC,shared
ENSG00000138101,DTNB,shared
ENSG00000138107,ACTR1A,shared
ENSG00000138111,MFSD13A,shared
ENSG00000138119,MYOF,shared
ENSG00000138131,LOXL4,shared
ENSG00000138134,STAMBPL1,shared
ENSG00000138136,LBX1,shared
ENSG00000138138,ATAD1,shared
ENSG00000138152,BTBD16,shared
ENSG00000138160,KIF11,shared
ENSG00000138162,TACC2,shared
ENSG00000138166,DUSP5,shared
ENSG00000138172,CALHM2,shared
ENSG00000138175,ARL3,shared
ENSG00000138180,CEP55,shared
ENSG00000138182,KIF20B,shared
ENSG00000138185,ENTPD1,shared
ENSG00000138190,EXOC6,shared
ENSG00000138193,PLCE1,shared
ENSG00000138231,DBR1,shared
ENSG00000138246,DNAJC13,shared
ENSG00000138279,ANXA7,shared
ENSG00000138286,FAM149B1,shared
ENSG00000138303,ASCC1,shared
ENSG00000138311,ZNF365,shared
ENSG00000138326,RPS24,shared
ENSG00000138336,TET1,shared
ENSG00000138346,DNA2,shared
ENSG00000138347,MYPN,shared
ENSG00000138363,ATIC,shared
ENSG00000138375,SMARCAL1,shared
ENSG00000138376,BARD1,shared
ENSG00000138378,STAT4,shared
ENSG00000138379,MSTN,shared
ENSG00000138380,CARF,shared
ENSG00000138381,ASNSD1,shared
ENSG00000138382,METTL5,shared
ENSG00000138385,SSB,shared
ENSG00000138386,NAB1,shared
