"Gene","X25L007990","X25L007991","X25L007992","X25L008002","X25L008003","X25L008004"
"ENSMUSG00000000056",0,0,0,56.4706841177268,0,1.1775325676818
"ENSMUSG00000000078",0,0,0,7.36574140666001,5.81309972916318,51.811432977999
"ENSMUSG00000000085",0,0,0,0,1.76469098921025,14.5229016680755
"ENSMUSG00000000088",0,0,4.95829479331644,0,1.34946957998431,20.8030753623784
"ENSMUSG00000000125",0,0,0,0,3.21796592150105,0
"ENSMUSG00000000131",0,0,0,0,1.34946957998431,0
"ENSMUSG00000000134",0,0,0,14.73148281332,0,14.5229016680755
"ENSMUSG00000000168",0,0,9.91658958663287,0,0,0
"ENSMUSG00000000171",0,40.4617728655598,0,0,46.6086031856119,23.5506513536359
"ENSMUSG00000000184",0,0,2.47914739665822,19.6419770844267,1.66088563690377,6.67268455019684
"ENSMUSG00000000194",0,28.9012663325427,0,0,8.09681747990586,6.28017369430291
"ENSMUSG00000000247",0,0,0,0,3.01035521688808,0
"ENSMUSG00000000266",0,0,0,0,0.207610704612971,0
"ENSMUSG00000000276",0,0,0,1.22762356777667,0,0
"ENSMUSG00000000282",4.15896271614639,109.824812063662,0,35.6010834655234,0,16.4854559475451
"ENSMUSG00000000295",0,0,0,0,2.28371775074268,7.45770626198471
"ENSMUSG00000000301",0,0,0,0,9.55009241219666,0
"ENSMUSG00000000308",0,0,0,0,1.24566422767782,1.57004342357573
"ENSMUSG00000000326",0,0,54.5412427264808,9.82098854221335,14.6365546752144,0
"ENSMUSG00000000339",62.3844407421959,0,0,0,5.29407296763075,0
"ENSMUSG00000000346",0,0,12.3957369832911,22.09722421998,0.207610704612971,0
"ENSMUSG00000000355",0,0,1.23957369832911,0,2.80274451227511,0
"ENSMUSG00000000374",0,11.5605065330171,0,0,0,0
"ENSMUSG00000000378",0,202.308864327799,0,11.04861210999,6.02071043377615,57.3065849605141
"ENSMUSG00000000384",0,0,0,0,3.5293819784205,1.96255427946966
"ENSMUSG00000000392",0,0,0,4.91049427110668,0,0
"ENSMUSG00000000409",0,0,0,0,24.80947920125,0
"ENSMUSG00000000420",0,0,0,0,0,2.74757599125752
"ENSMUSG00000000439",0,0,0,0,2.69893915996862,14.1303908121816
"ENSMUSG00000000489",0,0,0,0,0,5.10264112662112
"ENSMUSG00000000531",0,0,0,1.22762356777667,21.591513279749,5.88766283840898
"ENSMUSG00000000532",4.15896271614639,0,0,0,0,0
"ENSMUSG00000000538",0,0,0,0,4.67124085379184,11.775325676818
"ENSMUSG00000000560",0,0,0,0,0,23.158140497742
"ENSMUSG00000000561",0,0,0,0,7.57779071837343,0
"ENSMUSG00000000563",0,0,0,0,1.97230169382322,0
"ENSMUSG00000000568",0,0,0,1.22762356777667,0,0
"ENSMUSG00000000579",0,11.5605065330171,1.23957369832911,2.45524713555334,2.49132845535565,3.14008684715146
"ENSMUSG00000000581",0,5.78025326650855,0,0,0,0
"ENSMUSG00000000600",0,0,0,0,0,6.28017369430291
"ENSMUSG00000000605",0,0,0,14.73148281332,0.207610704612971,0
"ENSMUSG00000000627",0,0,0,1.22762356777667,0,0
"ENSMUSG00000000631",0,0,0,0,0.622832113838912,0
"ENSMUSG00000000740",0,46.2420261320684,13.6353106816202,17.1867299488734,15.2593867890534,26.2982273448934
"ENSMUSG00000000743",0,0,0,9.82098854221335,29.6883307596548,0
"ENSMUSG00000000787",0,0,0,4.91049427110668,4.67124085379184,0
"ENSMUSG00000000792",0,0,0,0,1.14185887537134,0
"ENSMUSG00000000805",0,0,0,0,1.24566422767782,0
"ENSMUSG00000000823",0,0,0,4.91049427110668,0,0
"ENSMUSG00000000826",0,40.4617728655598,9.91658958663287,105.575626828794,30.4149682258002,2.74757599125752
"ENSMUSG00000000827",0,0,0,0,0,2.35506513536359
"ENSMUSG00000000861",0,0,0,0,2.49132845535565,1.96255427946966
"ENSMUSG00000000876",0,0,0,1.22762356777667,0,7.85021711787864
"ENSMUSG00000000901",0,0,0,0,0,1.57004342357573
"ENSMUSG00000000902",0,0,0,0,0.519026761532427,0
"ENSMUSG00000000915",0,8.67037989976282,0,0,9.34248170758369,49.0638569867415
"ENSMUSG00000000916",0,0,0,1.22762356777667,1.03805352306485,1.1775325676818
"ENSMUSG00000000948",0,0,0,0,0.415221409225942,0
"ENSMUSG00000000957",0,0,0,0,1.97230169382322,0
"ENSMUSG00000000959",0,0,0,0,3.32177127380753,0
"ENSMUSG00000001016",0,0,0,0,0.103805352306485,0
"ENSMUSG00000001017",0,14.4506331662714,0,8.59336497443668,5.60548902455021,0
"ENSMUSG00000001018",0,0,0,0,0.103805352306485,0.785021711787864
"ENSMUSG00000001025",0,0,0,0,0.415221409225942,0
"ENSMUSG00000001034",0,0,0,0,0,87.1374100084529
"ENSMUSG00000001036",0,0,0,0,0.103805352306485,0
"ENSMUSG00000001056",0,31.791392965797,55.7808164248099,25.7800949233101,31.4530217488651,127.958539021422
"ENSMUSG00000001062",0,0,17.3540317766075,13.5038592455434,2.69893915996862,0
"ENSMUSG00000001098",0,0,9.91658958663287,0,0,0
"ENSMUSG00000001100",0,31.791392965797,0,3.68287070333001,9.2386763552772,14.5229016680755
"ENSMUSG00000001105",0,0,70.6557008047592,11.04861210999,9.03106565066423,1.96255427946966
"ENSMUSG00000001127",0,0,0,0,6.53973719530858,0
"ENSMUSG00000001128",0,0,13.6353106816202,0,0,0
"ENSMUSG00000001143",0,0,0,0,0.519026761532427,0
"ENSMUSG00000001158",0,28.9012663325427,0,3.68287070333001,10.5881459352615,0
"ENSMUSG00000001173",0,0,0,1.22762356777667,0,0
"ENSMUSG00000001175",0,147.396458295968,117.759501341265,30.6905891944167,45.3629389579341,31.7933793274085
"ENSMUSG00000001211",45.7485898776103,66.4729125648483,59.4995375197972,22.09722421998,34.3595716134467,0
"ENSMUSG00000001227",0,0,0,0,9.34248170758369,8.6352388296665
"ENSMUSG00000001248",0,0,0,8.59336497443668,1.03805352306485,8.24272797377257
"ENSMUSG00000001270",0,0,26.0310476649113,93.2993911510269,51.9026761532427,38.8585747334993
"ENSMUSG00000001281",0,0,0,0,0.519026761532427,0
"ENSMUSG00000001285",0,0,0,0,1.03805352306485,0
"ENSMUSG00000001289",120.609918768245,69.3630391981026,64.4578323131137,27.0077184910867,17.4392991874895,22.3731187859541
"ENSMUSG00000001300",0,0,0,0,1.97230169382322,15.7004342357573
"ENSMUSG00000001305",0,0,0,0,0,0.785021711787864
"ENSMUSG00000001313",0,0,0,9.82098854221335,30.7263842827197,0
"ENSMUSG00000001323",0,20.2308864327799,0,14.73148281332,4.35982479687239,0
"ENSMUSG00000001334",0,0,0,0,0.519026761532427,0
"ENSMUSG00000001366",0,0,17.3540317766075,0,0,0
"ENSMUSG00000001380",0,11.5605065330171,0,3.68287070333001,0.934248170758369,10.9903039650301
"ENSMUSG00000001383",0,0,0,6.13811783888335,1.86849634151674,0
"ENSMUSG00000001415",0,0,0,0,8.5120388891318,0
"ENSMUSG00000001416",0,0,0,0,1.34946957998431,0
"ENSMUSG00000001419",0,0,0,0,3.94460338764645,0
"ENSMUSG00000001420",0,0,0,0,0.726637466145398,0
"ENSMUSG00000001424",0,0,0,0,2.28371775074268,5.88766283840898
"ENSMUSG00000001440",0,0,0,0,7.68159607067992,7.85021711787864
"ENSMUSG00000001441",0,0,0,1.22762356777667,0.830442818451883,0
"ENSMUSG00000001445",0,0,0,0,7.05876395684101,11.382814820924
"ENSMUSG00000001472",0,0,0,29.4629656266401,36.8509000688023,25.9057164889995
"ENSMUSG00000001482",0,2.89012663325427,0,0,0,0
"ENSMUSG00000001497",0,0,0,0,0,0.392510855893932
"ENSMUSG00000001520",0,0,0,4.91049427110668,0,0
"ENSMUSG00000001521",0,8.67037989976282,0,0,0,1.96255427946966
"ENSMUSG00000001525",0,2.89012663325427,0,0,1.66088563690377,0
"ENSMUSG00000001542",0,0,0,0,1.4532749322908,9.8127713973483
"ENSMUSG00000001576",0,5.78025326650855,0,6.13811783888335,1.24566422767782,0
"ENSMUSG00000001627",0,0,0,0,1.03805352306485,0
"ENSMUSG00000001642",0,0,0,0,14.4289439706015,3.53259770304539
"ENSMUSG00000001666",0,8.67037989976282,0,0,0.103805352306485,5.49515198251505
"ENSMUSG00000001674",0,31.791392965797,0,0,0,0
"ENSMUSG00000001687",0,0,2.47914739665822,17.1867299488734,2.07610704612971,9.42026054145437
"ENSMUSG00000001729",0,0,0,0,2.38752310304916,11.382814820924
"ENSMUSG00000001755",0,17.3407597995256,0,33.1458363299701,13.7023065044561,23.9431622095298
"ENSMUSG00000001763",0,0,0,0,0,10.5977931091362
"ENSMUSG00000001774",0,0,0,0,0.415221409225942,2.35506513536359
"ENSMUSG00000001783",0,0,0,17.1867299488734,6.22832113838912,0
"ENSMUSG00000001785",0,0,0,0,0,4.31761941483325
"ENSMUSG00000001786",0,0,0,0,0,3.14008684715146
"ENSMUSG00000001794",0,31.791392965797,6.19786849164554,201.330265115374,55.5358634839697,6.28017369430291
"ENSMUSG00000001802",0,0,0,0,5.91690508146967,0
"ENSMUSG00000001833",4.15896271614639,0,0,0,11.8338101629393,0.392510855893932
"ENSMUSG00000001844",0,57.8025326650855,0,17.1867299488734,16.6088563690377,0
"ENSMUSG00000001847",0,0,0,0,1.97230169382322,4.31761941483325
"ENSMUSG00000001855",0,0,0,0,9.13487100297071,0
"ENSMUSG00000001910",0,0,0,0,17.8545205967155,0
"ENSMUSG00000001911",0,20.2308864327799,0,56.4706841177268,43.7020533210303,108.725507082619
"ENSMUSG00000001964",0,0,0,0,0.519026761532427,0
"ENSMUSG00000001983",0,0,0,0,0,3.53259770304539
"ENSMUSG00000001986",0,0,0,0,0.311416056919456,0
"ENSMUSG00000001998",0,0,0,0,1.24566422767782,0
"ENSMUSG00000002006",0,2.89012663325427,0,9.82098854221335,8.5120388891318,4.31761941483325
"ENSMUSG00000002017",33.2717017291711,0,13.6353106816202,42.9668248721834,14.532749322908,38.4660638776053
"ENSMUSG00000002028",0,0,0,60.1535548210568,3.5293819784205,0
"ENSMUSG00000002031",0,0,0,0,2.49132845535565,0
"ENSMUSG00000002032",0,0,0,0,0,12.9528582444998
"ENSMUSG00000002043",0,0,0,0,0,0.392510855893932
"ENSMUSG00000002052",0,0,0,18.41435351665,0,3.14008684715146
"ENSMUSG00000002058",0,0,0,9.82098854221335,20.2420436997647,0
"ENSMUSG00000002102",0,0,0,0,3.21796592150105,15.3079233798633
"ENSMUSG00000002103",0,0,0,25.7800949233101,1.97230169382322,0
"ENSMUSG00000002107",12.4768881484392,199.418737694545,23.5519002682531,73.6574140666002,109.514646683342,98.127713973483
"ENSMUSG00000002205",0,0,0,0,4.35982479687239,0
"ENSMUSG00000002210",0,20.2308864327799,205.769233922632,20.8696006522034,32.9062966811559,11.382814820924
"ENSMUSG00000002222",0,0,0,11.04861210999,0,41.2136398688629
"ENSMUSG00000002233",0,0,0,0,1.55708028459728,0
"ENSMUSG00000002250",0,0,0,1.22762356777667,0,0
"ENSMUSG00000002265",0,0,0,0,4.87885155840481,3.14008684715146
"ENSMUSG00000002280",0,0,0,0,8.30442818451883,0
"ENSMUSG00000002297",0,0,3.71872109498733,0,0,0.392510855893932
"ENSMUSG00000002307",0,0,0,0,0.934248170758369,0
"ENSMUSG00000002319",0,0,0,72.4297904988235,0,0
"ENSMUSG00000002326",0,0,0,3.68287070333001,0,0
"ENSMUSG00000002329",20.794813580732,0,0,36.8287070333001,0.519026761532427,14.1303908121816
"ENSMUSG00000002341",0,0,0,9.82098854221335,3.11416056919456,0
"ENSMUSG00000002342",0,23.1210130660342,0,0,10.2767298783421,0
"ENSMUSG00000002343",0,0,0,3.68287070333001,1.55708028459728,0
"ENSMUSG00000002345",224.583986671905,0,309.893424582277,66.2916726599401,100.794997089597,40.8211290129689
"ENSMUSG00000002346",0,0,0,0,3.84079803533996,0
"ENSMUSG00000002372",0,0,0,0,0,5.49515198251505
"ENSMUSG00000002379",0,0,7.43744218997465,94.5270147188035,45.1553282533211,6.67268455019684
"ENSMUSG00000002393",0,26.0111396992885,0,0,0,0
"ENSMUSG00000002395",4.15896271614639,0,0,0,7.68159607067992,0
"ENSMUSG00000002396",0,0,0,0,13.1832797429236,58.0916066723019
"ENSMUSG00000002413",0,0,0,39.2839541688534,10.5881459352615,4.31761941483325
"ENSMUSG00000002416",0,0,0,14.73148281332,20.0344329951517,4.31761941483325
"ENSMUSG00000002428",0,0,0,65.0640490921635,0,0
"ENSMUSG00000002458",0,0,0,0,6.22832113838912,7.06519540609078
"ENSMUSG00000002477",0,0,23.5519002682531,0,3.42557662611402,0.392510855893932
"ENSMUSG00000002489",0,0,0,0,14.6365546752144,6.28017369430291
"ENSMUSG00000002496",0,0,0,0,0,5.49515198251505
"ENSMUSG00000002504",0,0,0,0,0.830442818451883,0
"ENSMUSG00000002524",0,0,0,0,0,12.9528582444998
"ENSMUSG00000002550",0,8.67037989976282,1.23957369832911,6.13811783888335,14.325138618295,73.3995300521653
"ENSMUSG00000002578",0,0,0,3.68287070333001,0.311416056919456,0
"ENSMUSG00000002580",4.15896271614639,124.275445229934,12.3957369832911,78.5679083377068,21.9029293366684,80.4647254582561
"ENSMUSG00000002608",0,0,0,0,2.80274451227511,6.28017369430291
